;tweetid;inaccurate_or_misleadning;stance;senti;hate
1235;1467540338604707851;1;Unsure about the vaccine;neutral;neither
1236;1466272592642248706;1;Anti-vaccine;negative;neither
1237;1480024757663899649;1;Anti-vaccine;negative;hate_speech
1238;1459884349260808192;0;Pro-vaccine;positive;offensive_language
1239;1495131224351907846;1;Unsure about the vaccine;positive;neither
1240;1452963240410066949;0;Pro-vaccine;positive;neither
1241;1445014932106485762;0;Pro-vaccine;neutral;neither
1242;1477084192244527112;1;Anti-vaccine;negative;neither
1243;1502661980632588288;0;Anti-vaccine;positive;neither
1244;1478094402669142021;0;Anti-vaccine;positive;neither
1245;1465414898976972806;0;Pro-vaccine;neutral;neither
1246;1452422866260021248;1;Anti-vaccine;negative;offensive_language
1247;1470984506790326276;0;Pro-vaccine;negative;offensive_language
1248;1454840070943518721;0;Anti-vaccine;negative;neither
1249;1498305751005253635;0;Unsure about the vaccine;positive;neither
1250;1437238990311198721;0;Pro-vaccine;positive;neither
1251;1436705363282309120;0;Pro-vaccine;positive;offensive_language
1252;1469179283218305028;0;Unsure about the vaccine;positive;neither
1253;1440081678521696267;1;Anti-vaccine;negative;offensive_language
1254;1494796434734202881;0;Anti-vaccine;negative;neither
1255;1508189156156928002;1;Anti-vaccine;negative;offensive_language
1256;1470340841487044609;0;Pro-vaccine;neutral;neither
1257;1440751494232350722;0;Pro-vaccine;neutral;neither
1258;1490584931810041859;1;Anti-vaccine;negative;neither
1259;1436534490344476675;0;Anti-vaccine;positive;neither
1260;1474396365539082241;1;Anti-vaccine;neutral;neither
1261;1474260474569109506;0;Pro-vaccine;negative;neither
1262;1450486116944121858;0;Anti-vaccine;neutral;neither
1263;1466622759014789123;1;Anti-vaccine;neutral;neither
1264;1506700837011218433;1;Anti-vaccine;negative;neither
1265;1437984008294604805;1;Anti-vaccine;positive;hate_speech
1266;1489055260060491781;0;Pro-vaccine;negative;neither
1267;1480459463425282049;0;Pro-vaccine;neutral;offensive_language
1268;1503071958975586306;0;Unsure about the vaccine;negative;neither
1269;1484672556028289025;0;Pro-vaccine;positive;neither
1270;1504839948062674946;0;Anti-vaccine;neutral;neither
1271;1502582620861140993;1;Anti-vaccine;negative;hate_speech
1272;1455048637071777796;0;Pro-vaccine;neutral;neither
1273;1485802096989454338;0;Pro-vaccine;negative;neither
1274;1480406634182725634;0;Anti-vaccine;neutral;neither
1275;1447428805564452865;1;Anti-vaccine;negative;hate_speech
1276;1498396568650764300;1;Anti-vaccine;neutral;offensive_language
1277;1490934787896647682;1;Anti-vaccine;positive;neither
1278;1477180809895309312;1;Anti-vaccine;negative;neither
1279;1437017839840505859;0;Anti-vaccine;positive;neither
1280;1491314180632285184;0;Unsure about the vaccine;neutral;neither
1281;1472075363706675200;0;Anti-vaccine;neutral;neither
1282;1439990338052104192;0;Pro-vaccine;positive;neither
1283;1469676678326722561;1;Anti-vaccine;positive;neither
1284;1439146283843862528;0;Pro-vaccine;negative;neither
1285;1473330796094275587;0;Anti-vaccine;neutral;neither
1286;1441022258399563780;1;Pro-vaccine;positive;neither
1287;1451148082507358213;0;Unsure about the vaccine;neutral;neither
1288;1503669672998187008;0;Pro-vaccine;neutral;neither
1289;1507178853059510275;1;Anti-vaccine;negative;neither
1290;1468295874438742026;0;Anti-vaccine;negative;neither
1291;1469294909614170116;0;Unsure about the vaccine;positive;neither
1292;1480286395939782657;0;Pro-vaccine;neutral;offensive_language
1293;1448946447546716183;1;Anti-vaccine;negative;neither
1294;1475657850403893256;0;Unsure about the vaccine;negative;neither
1295;1479860216678203395;1;Anti-vaccine;neutral;neither
1296;1458500932128419847;1;Anti-vaccine;positive;neither
1297;1453124234356551684;0;Anti-vaccine;positive;neither
1298;1445997515904626691;0;Pro-vaccine;positive;neither
1299;1455602572937531393;0;Pro-vaccine;neutral;offensive_language
1300;1495772095321677828;0;Pro-vaccine;negative;neither
1301;1436650285313708032;0;Pro-vaccine;neutral;neither
1302;1507168309459963906;1;Anti-vaccine;negative;neither
1303;1490803768966856705;0;Pro-vaccine;positive;neither
1304;1463137403359612931;0;Anti-vaccine;neutral;offensive_language
1305;1443138050620547074;1;Anti-vaccine;negative;neither
1306;1450030621821177856;0;Pro-vaccine;positive;neither
1307;1470548903665840128;0;Pro-vaccine;positive;neither
1308;1462299159944261633;1;Anti-vaccine;negative;neither
1309;1498563831039242242;0;Pro-vaccine;neutral;neither
1310;1443466925204381698;0;Pro-vaccine;positive;neither
1311;1437887146107588610;0;Pro-vaccine;neutral;offensive_language
1312;1473649115410149378;0;Unsure about the vaccine;neutral;neither
1313;1499800231181008905;0;Unsure about the vaccine;negative;neither
1314;1488151863207866369;0;Anti-vaccine;neutral;offensive_language
1315;1484792455778258944;1;Anti-vaccine;negative;hate_speech
1316;1468935696903716867;0;Pro-vaccine;positive;neither
1317;1474696880584015873;1;Anti-vaccine;positive;offensive_language
1318;1497794404542828546;0;Anti-vaccine;negative;neither
1319;1487085776001245186;0;Unsure about the vaccine;neutral;neither
1320;1436351841793495049;0;Pro-vaccine;positive;neither
1321;1463390471418351617;0;Unsure about the vaccine;positive;neither
1322;1451606294779944962;0;Anti-vaccine;neutral;neither
1323;1492377533718872066;0;Pro-vaccine;negative;neither
1324;1507542400432058373;1;Anti-vaccine;positive;offensive_language
1325;1448632107224420355;0;Pro-vaccine;positive;neither
1326;1501899260182380548;0;Pro-vaccine;neutral;neither
1327;1440794904360226819;0;Pro-vaccine;positive;offensive_language
1328;1506493091133415425;1;Anti-vaccine;neutral;neither
1329;1489532324446457859;0;Pro-vaccine;negative;neither
1330;1444507054555664385;0;Pro-vaccine;positive;neither
1331;1464488596572753920;0;Unsure about the vaccine;neutral;neither
1332;1453741386654633999;1;Anti-vaccine;positive;neither
1333;1453701383417475073;1;Anti-vaccine;negative;neither
1334;1505471262696652802;1;Anti-vaccine;positive;neither
1335;1458343128222605312;0;Anti-vaccine;neutral;neither
1336;1446609334146899981;0;Pro-vaccine;positive;neither
1337;1470778169066233860;0;Pro-vaccine;negative;neither
1338;1486480414391009280;0;Pro-vaccine;neutral;offensive_language
1339;1436647971685376002;1;Anti-vaccine;neutral;neither
1340;1442939087590080520;1;Anti-vaccine;neutral;neither
1341;1471757398956077064;0;Unsure about the vaccine;neutral;neither
1342;1477232476804329472;0;Unsure about the vaccine;neutral;offensive_language
1343;1470908286983499777;1;Anti-vaccine;negative;neither
1344;1464705094423912449;1;Anti-vaccine;neutral;neither
1345;1443713703724077059;0;Unsure about the vaccine;negative;hate_speech
1346;1476439029855965184;0;Anti-vaccine;negative;neither
1347;1473056882503917569;1;Anti-vaccine;negative;neither
1348;1474861211640602629;0;Pro-vaccine;neutral;hate_speech
1349;1459689110101270541;0;Pro-vaccine;negative;neither
1350;1460003455997648897;0;Pro-vaccine;positive;neither
1351;1464223335345111043;0;Pro-vaccine;neutral;neither
1352;1474128618984988711;1;Pro-vaccine;negative;neither
1353;1473088261606285314;0;Pro-vaccine;neutral;neither
1354;1483758608441815042;0;Pro-vaccine;neutral;neither
1355;1480424622034079745;0;Pro-vaccine;positive;neither
1356;1498465640365314051;0;Pro-vaccine;positive;offensive_language
1357;1455540178563604493;1;Pro-vaccine;neutral;hate_speech
1358;1455540178563604493;1;Pro-vaccine;neutral;hate_speech
1359;1462023198858305537;0;Pro-vaccine;positive;offensive_language
1360;1484992307464220679;1;Anti-vaccine;positive;offensive_language
1361;1485101578596253699;1;Anti-vaccine;negative;neither
1362;1437232731763593220;0;Pro-vaccine;negative;neither
1363;1460943424614547456;0;Pro-vaccine;neutral;offensive_language
1364;1470690818570608645;1;Anti-vaccine;positive;neither
1365;1498926925858832384;1;Pro-vaccine;positive;neither
1366;1472681680905420800;1;Anti-vaccine;negative;neither
1367;1466845823451467781;1;Pro-vaccine;negative;neither
1368;1501466848445239296;0;Pro-vaccine;negative;offensive_language
1369;1448829472174641154;1;Anti-vaccine;negative;neither
1370;1452371707512111117;1;Unsure about the vaccine;negative;neither
1371;1466845823451467781;1;Pro-vaccine;negative;neither
1372;1436370833853894684;0;Pro-vaccine;negative;offensive_language
1373;1475703554794921987;0;Pro-vaccine;positive;offensive_language
1374;1469670820129742860;0;Pro-vaccine;negative;neither
1375;1461568085911998464;0;Pro-vaccine;neutral;hate_speech
1376;1487602092890017802;0;Pro-vaccine;negative;neither
1377;1493227482501234692;0;Pro-vaccine;positive;neither
1378;1505302395500351498;0;Pro-vaccine;negative;neither
1379;1503632434776051713;0;Pro-vaccine;positive;neither
1380;1477345828880752641;0;Anti-vaccine;negative;neither
1381;1438185851125698561;1;Unsure about the vaccine;positive;neither
1382;1458049232108142596;0;Pro-vaccine;positive;neither
1383;1484826998186909699;1;Anti-vaccine;negative;hate_speech
1384;1508502868621467662;0;Pro-vaccine;neutral;neither
1385;1507935244766359552;0;Pro-vaccine;neutral;neither
1386;1487732383537418240;1;Anti-vaccine;positive;neither
1387;1502471060079484930;0;Unsure about the vaccine;negative;offensive_language
1388;1466628159151824911;0;Pro-vaccine;positive;neither
1389;1499079310707200001;1;Anti-vaccine;negative;offensive_language
1390;1481732444298612737;0;Pro-vaccine;positive;neither
1391;1446072779225407489;1;Anti-vaccine;positive;offensive_language
1392;1465963340535115777;1;Anti-vaccine;positive;neither
1393;1498474718252441605;0;Pro-vaccine;positive;neither
1394;1495831747589820417;0;Anti-vaccine;negative;neither
1395;1476202726518370307;0;Pro-vaccine;negative;neither
1396;1449329328806842370;0;Pro-vaccine;positive;neither
1397;1451432707435683841;1;Anti-vaccine;negative;offensive_language
1398;1442437557598310400;0;Pro-vaccine;positive;neither
1399;1503197138771009540;0;Anti-vaccine;positive;offensive_language
1400;1463263721178996736;0;Pro-vaccine;negative;neither
1401;1485605630748602368;1;Anti-vaccine;positive;neither
1402;1457185113398259712;1;Anti-vaccine;positive;neither
1403;1493586170319556616;0;Unsure about the vaccine;neutral;neither
1404;1502777050314252290;0;Pro-vaccine;positive;neither
1405;1473182350209163266;0;Pro-vaccine;negative;neither
1406;1502335608936669187;0;Unsure about the vaccine;negative;neither
1407;1467573172413157377;1;Anti-vaccine;negative;neither
1408;1505576244850704390;1;Anti-vaccine;negative;neither
1409;1447205303414632452;1;Anti-vaccine;negative;neither
1410;1436483668545998850;1;Anti-vaccine;positive;neither
1411;1460226716274765826;0;Unsure about the vaccine;negative;neither
1412;1509225210326798354;0;Unsure about the vaccine;neutral;neither
1413;1447914215562489862;0;Pro-vaccine;negative;neither
1414;1477017386033233923;1;Anti-vaccine;neutral;neither
1415;1437848787829989379;0;Pro-vaccine;positive;neither
1416;1447470342096687104;1;Anti-vaccine;negative;offensive_language
1417;1497309997402783744;0;Pro-vaccine;neutral;neither
1418;1475525184991940623;0;Unsure about the vaccine;positive;neither
1419;1449784342327169024;0;Pro-vaccine;negative;neither
1420;1468489959250272259;1;Anti-vaccine;negative;offensive_language
1421;1463714252351434754;0;Anti-vaccine;neutral;neither
1422;1504936151223779330;1;Anti-vaccine;negative;neither
1423;1507675053047091200;0;Pro-vaccine;negative;neither
1424;1454741997684609030;0;Unsure about the vaccine;negative;neither
1425;1479991853462208515;1;Anti-vaccine;negative;neither
1426;1443104314570903556;1;Anti-vaccine;negative;hate_speech
1427;1461772452078436358;0;Pro-vaccine;negative;neither
1428;1440932433260650496;1;Anti-vaccine;positive;offensive_language
1429;1440932276846485505;1;Anti-vaccine;positive;neither
1430;1483378449662328835;1;Anti-vaccine;negative;neither
1431;1465748786291134466;1;Unsure about the vaccine;negative;neither
1432;1450088241848152083;1;Anti-vaccine;negative;neither
1433;1459913532301058057;1;Anti-vaccine;negative;neither
1434;1501226091041951744;1;Pro-vaccine;negative;neither
1435;1494331501214765064;0;Pro-vaccine;positive;neither
1436;1439031112450330625;1;Anti-vaccine;negative;neither
1437;1442713463684538370;0;Anti-vaccine;positive;neither
1438;1481028430422548488;1;Anti-vaccine;positive;offensive_language
1439;1483939905252249604;0;Anti-vaccine;positive;neither
1440;1479734053527900161;1;Anti-vaccine;positive;offensive_language
1441;1441024269895405570;0;Pro-vaccine;neutral;neither
1442;1465389401895145477;0;Unsure about the vaccine;neutral;neither
1443;1463218393155350532;1;Anti-vaccine;positive;neither
1444;1463097324603944966;1;Anti-vaccine;neutral;neither
1445;1482417836308176896;1;Anti-vaccine;positive;neither
1446;1501664730636816384;0;Pro-vaccine;negative;neither
1447;1471245812093095936;1;Anti-vaccine;positive;neither
1448;1458110556641054721;1;Anti-vaccine;positive;neither
1449;1471461310403645440;0;Unsure about the vaccine;positive;neither
1450;1487918070408564740;0;Pro-vaccine;negative;neither
1451;1472276973158293508;1;Anti-vaccine;negative;neither
1452;1477420531951411201;0;Pro-vaccine;negative;neither
1453;1449429399699329024;0;Pro-vaccine;negative;neither
1454;1474037557101015043;1;Anti-vaccine;positive;offensive_language
1455;1448572838944804865;0;Pro-vaccine;neutral;neither
1456;1456350222318247940;1;Anti-vaccine;negative;offensive_language
1457;1462511204212129794;0;Anti-vaccine;neutral;neither
1458;1504597890420858887;0;Anti-vaccine;negative;neither
1459;1439784927168397313;0;Pro-vaccine;neutral;neither
1460;1465542831204823041;0;Pro-vaccine;neutral;neither
1461;1468118958297563139;0;Anti-vaccine;neutral;neither
1462;1492734354086322176;0;Pro-vaccine;neutral;neither
1463;1456070042529959937;0;Unsure about the vaccine;negative;neither
1464;1466437844717563904;0;Pro-vaccine;positive;neither
1465;1491469414960619522;0;Unsure about the vaccine;neutral;neither
1466;1448753088395833351;0;Anti-vaccine;negative;neither
1467;1449647217690779651;0;Pro-vaccine;positive;neither
1468;1446251017860009989;1;Anti-vaccine;negative;offensive_language
1469;1477259650437427204;1;Anti-vaccine;neutral;neither
1470;1482869529873158152;0;Pro-vaccine;negative;neither
1471;1448941319880118272;1;Anti-vaccine;negative;neither
1472;1456340066024951809;0;Pro-vaccine;neutral;offensive_language
1473;1449877607407816706;1;Anti-vaccine;positive;neither
1474;1443767684374667271;0;Anti-vaccine;negative;neither
1475;1487121882268774403;0;Pro-vaccine;positive;offensive_language
1476;1462835886991761411;1;Anti-vaccine;neutral;neither
1477;1440585751901589511;0;Pro-vaccine;positive;neither
1478;1508091773423390723;1;Anti-vaccine;neutral;offensive_language
1479;1469893229600464896;0;Anti-vaccine;positive;neither
1480;1453111181204508674;0;Pro-vaccine;positive;offensive_language
1481;1439350933507485698;0;Pro-vaccine;negative;hate_speech
1482;1438052858453131266;0;Pro-vaccine;neutral;neither
1483;1463461145847623681;1;Anti-vaccine;negative;offensive_language
1484;1487468742250479616;0;Pro-vaccine;neutral;neither
1485;1504971221871755266;0;Pro-vaccine;neutral;neither
1486;1486143715777339397;0;Unsure about the vaccine;negative;neither
1487;1462713059839864832;0;Pro-vaccine;positive;neither
1488;1497742972363886592;1;Anti-vaccine;negative;neither
1489;1498679562632413186;0;Anti-vaccine;neutral;neither
1490;1458547635460218885;0;Unsure about the vaccine;positive;neither
1491;1471017835346292740;0;Unsure about the vaccine;negative;offensive_language
1492;1476638048045592577;1;Anti-vaccine;negative;offensive_language
1493;1439254244088025091;0;Pro-vaccine;positive;neither
1494;1446853681043976196;0;Pro-vaccine;neutral;neither
1495;1470348998787706880;1;Anti-vaccine;positive;neither
1496;1507582671329042433;0;Pro-vaccine;positive;neither
1497;1480735694154838018;1;Anti-vaccine;neutral;neither
1498;1494483427453640706;1;Unsure about the vaccine;negative;offensive_language
1499;1450417586617962500;0;Pro-vaccine;negative;offensive_language
1500;1463661458525466633;1;Anti-vaccine;neutral;neither
1501;1439887866067394564;1;Anti-vaccine;negative;neither
1502;1473802849679134720;0;Pro-vaccine;neutral;neither
1503;1450516425731411977;1;Pro-vaccine;positive;neither
1504;1449765856645369857;1;Anti-vaccine;neutral;neither
1505;1488646824642686991;0;Pro-vaccine;negative;neither
1506;1477420631037997056;0;Pro-vaccine;negative;neither
1507;1451571456249417730;0;Unsure about the vaccine;negative;neither
1508;1454984057180377088;0;Pro-vaccine;negative;neither
1509;1467618481831137296;0;Pro-vaccine;positive;neither
1510;1437250966475132932;1;Anti-vaccine;positive;neither
1511;1481441450978160647;0;Pro-vaccine;neutral;neither
1512;1439946184701800458;1;Anti-vaccine;negative;offensive_language
1513;1475711441583943681;1;Pro-vaccine;positive;neither
1514;1480501494034042880;1;Unsure about the vaccine;positive;offensive_language
1515;1457253879465140233;0;Anti-vaccine;negative;neither
1516;1497513910492184577;1;Anti-vaccine;negative;neither
1517;1477372688373108742;0;Anti-vaccine;neutral;neither
1518;1507743862084681734;0;Pro-vaccine;negative;neither
1519;1460429787567063042;0;Pro-vaccine;neutral;neither
1520;1489480886483656704;0;Pro-vaccine;negative;neither
1521;1463355475483836419;1;Unsure about the vaccine;negative;neither
1522;1477108057511497731;0;Unsure about the vaccine;neutral;neither
1523;1466886276100108291;0;Pro-vaccine;negative;neither
1524;1475549426676469760;1;Pro-vaccine;positive;neither
1525;1438593847106355207;1;Anti-vaccine;negative;neither
1526;1508462697750351878;0;Pro-vaccine;positive;neither
1527;1487266293560582145;1;Anti-vaccine;positive;neither
1528;1469265358003613702;1;Anti-vaccine;positive;offensive_language
1529;1506686521361014786;1;Anti-vaccine;positive;offensive_language
1530;1453876754788065282;0;Anti-vaccine;negative;neither
1531;1461309206783578114;0;Anti-vaccine;positive;neither
1532;1503720666176008195;0;Pro-vaccine;positive;neither
1533;1479566409298546694;0;Pro-vaccine;negative;neither
1534;1478285417866620929;0;Pro-vaccine;neutral;neither
1535;1440767294808854538;1;Anti-vaccine;positive;neither
1536;1457330029029957633;0;Anti-vaccine;negative;neither
1537;1465233768063586304;1;Anti-vaccine;negative;neither
1538;1473321308314210304;1;Anti-vaccine;negative;neither
1539;1441272192637935617;0;Anti-vaccine;positive;neither
1540;1459821313866878979;0;Pro-vaccine;negative;neither
1541;1459178121857359876;0;Pro-vaccine;positive;neither
1542;1504755926485504000;0;Pro-vaccine;positive;neither
1543;1471197208473186314;1;Anti-vaccine;neutral;neither
1544;1462643522415247369;0;Unsure about the vaccine;positive;neither
1545;1506655108720836616;1;Anti-vaccine;negative;neither
1546;1449358287695134725;0;Unsure about the vaccine;positive;neither
1547;1472800435610157058;1;Anti-vaccine;negative;offensive_language
1548;1455755567016779776;0;Pro-vaccine;neutral;neither
1549;1445524993878626311;0;Pro-vaccine;negative;neither
1550;1442827559993962500;0;Pro-vaccine;neutral;neither
1551;1456090974795489283;0;Pro-vaccine;positive;neither
1552;1478322593534988292;0;Unsure about the vaccine;neutral;neither
1553;1444816423616909320;0;Pro-vaccine;neutral;neither
1554;1460167765206212609;0;Pro-vaccine;neutral;neither
1555;1459381007614980097;0;Pro-vaccine;neutral;neither
1556;1436364168882393092;0;Pro-vaccine;positive;neither
1557;1463195602624331776;0;Pro-vaccine;negative;offensive_language
1558;1507086659191390219;0;Pro-vaccine;negative;neither
1559;1466851632763879426;0;Pro-vaccine;negative;neither
1560;1462339639616983044;0;Pro-vaccine;negative;offensive_language
1561;1474435118941061120;0;Anti-vaccine;negative;neither
1562;1474435118941061120;0;Unsure about the vaccine;negative;neither
1563;1444728642936786945;1;Anti-vaccine;neutral;neither
1564;1486843242796978177;0;Pro-vaccine;positive;offensive_language
1565;1454480064335257600;0;Pro-vaccine;negative;neither
1566;1464985943266545678;1;Anti-vaccine;negative;offensive_language
1567;1465097694603448324;0;Pro-vaccine;neutral;neither
1568;1438227205272707072;0;Pro-vaccine;positive;neither
1569;1477513867987062784;0;Anti-vaccine;neutral;neither
1570;1488552179204083717;1;Anti-vaccine;negative;neither
1571;1488104497150844928;1;Anti-vaccine;positive;offensive_language
1572;1475181354975387653;0;Pro-vaccine;negative;offensive_language
1573;1442644241537187844;0;Pro-vaccine;positive;neither
1574;1463046571189284865;1;Anti-vaccine;negative;neither
1575;1447393159466479616;1;Anti-vaccine;negative;hate_speech
1576;1506458388380758018;0;Pro-vaccine;positive;neither
1577;1443297055200395264;0;Pro-vaccine;negative;neither
1578;1476420434686005250;1;Anti-vaccine;neutral;offensive_language
1579;1447600435863306246;1;Anti-vaccine;negative;offensive_language
1580;1451538351727726597;0;Pro-vaccine;positive;neither
1581;1442328874105249793;0;Pro-vaccine;positive;neither
1582;1461714030838665225;1;Anti-vaccine;negative;neither
1583;1439308127455916038;0;Pro-vaccine;negative;offensive_language
1584;1479553213590380548;0;Unsure about the vaccine;negative;neither
1585;1443889738251964422;0;Pro-vaccine;positive;neither
1586;1437320919462998018;0;Pro-vaccine;neutral;neither
1587;1462498685074518021;0;Pro-vaccine;positive;neither
1588;1436167535230128129;0;Pro-vaccine;negative;neither
1589;1439483799981658113;1;Anti-vaccine;neutral;offensive_language
1590;1446843743148126212;1;Anti-vaccine;negative;neither
1591;1472970673584807941;1;Anti-vaccine;positive;neither
1592;1486428543114674177;0;Anti-vaccine;neutral;neither
1593;1492789160440000514;1;Anti-vaccine;negative;offensive_language
1594;1495005393638109186;0;Pro-vaccine;positive;neither
1595;1469644005587755015;0;Pro-vaccine;negative;neither
1596;1498908274854346754;1;Anti-vaccine;negative;offensive_language
1597;1460780989592965121;0;Anti-vaccine;neutral;neither
1598;1463252597591183364;0;Pro-vaccine;positive;neither
1599;1443666805784973312;0;Unsure about the vaccine;neutral;neither
1600;1448636472169467904;0;Pro-vaccine;negative;hate_speech
1601;1496597873701621766;1;Anti-vaccine;positive;neither
1602;1466217993931833347;0;Pro-vaccine;positive;offensive_language
1603;1483106188384698368;0;Pro-vaccine;positive;neither
1604;1492182270035341314;1;Anti-vaccine;positive;neither
1605;1507468274317078533;1;Unsure about the vaccine;negative;hate_speech
1606;1451132027449790465;0;Unsure about the vaccine;neutral;neither
1607;1502687732874760197;0;Unsure about the vaccine;negative;neither
1608;1505725134849511430;0;Anti-vaccine;positive;neither
1609;1467693362891218947;1;Unsure about the vaccine;neutral;neither
1610;1452860152164589574;1;Anti-vaccine;negative;neither
1611;1453400526968836101;1;Anti-vaccine;positive;neither
1612;1478769190852907008;0;Pro-vaccine;negative;neither
1613;1477185935909527556;0;Anti-vaccine;negative;offensive_language
1614;1507024731404476418;1;Anti-vaccine;neutral;offensive_language
1615;1493904791621312516;0;Anti-vaccine;negative;offensive_language
1616;1437094295589302277;0;Unsure about the vaccine;positive;neither
1617;1485912177533927424;0;Anti-vaccine;negative;neither
1618;1452129160395067395;1;Anti-vaccine;negative;offensive_language
1619;1455484704870830092;1;Pro-vaccine;positive;neither
1620;1453505205257998336;0;Pro-vaccine;positive;neither
1621;1478489043524636672;0;Anti-vaccine;positive;neither
1622;1495094868275863556;0;Pro-vaccine;negative;neither
1623;1482018610428014593;1;Anti-vaccine;positive;neither
1624;1507246878697877508;0;Unsure about the vaccine;neutral;neither
1625;1490473773358854144;1;Anti-vaccine;neutral;neither
1626;1479675433000046596;1;Anti-vaccine;neutral;offensive_language
1627;1461590775221784576;1;Anti-vaccine;negative;neither
1628;1442386125755088900;0;Pro-vaccine;negative;neither
1629;1459406136524750849;0;Pro-vaccine;neutral;neither
1630;1470511891005030402;0;Unsure about the vaccine;positive;neither
1631;1441077171569577988;1;Anti-vaccine;negative;neither
1632;1464245119603945474;1;Unsure about the vaccine;neutral;offensive_language
1633;1498754038531178497;0;Pro-vaccine;positive;neither
1634;1439481238918557699;0;Pro-vaccine;negative;offensive_language
1635;1449659637423169538;0;Pro-vaccine;positive;neither
1636;1472525619867099139;0;Pro-vaccine;neutral;neither
1637;1503962177820012545;0;Pro-vaccine;positive;neither
1638;1505099495075418120;0;Pro-vaccine;neutral;neither
1639;1436309450206425112;0;Anti-vaccine;positive;offensive_language
1640;1486975450689994755;0;Anti-vaccine;positive;hate_speech
1641;1455226217792147457;0;Pro-vaccine;negative;neither
1642;1439352276481712135;0;Anti-vaccine;negative;offensive_language
1643;1506731364854353924;1;Anti-vaccine;neutral;neither
1644;1454182845136637957;0;Pro-vaccine;negative;neither
1645;1497581228207185924;0;Pro-vaccine;neutral;neither
1646;1493781513481064452;0;Pro-vaccine;negative;neither
1647;1462998880295944200;0;Anti-vaccine;positive;offensive_language
1648;1446926199922565126;1;Anti-vaccine;positive;neither
1649;1449180344062660612;0;Pro-vaccine;negative;neither
1650;1465688132255244292;0;Unsure about the vaccine;negative;neither
1651;1436430006067113984;1;Anti-vaccine;positive;offensive_language
1652;1461285594013831175;0;Pro-vaccine;neutral;neither
1653;1469803406277623814;0;Pro-vaccine;negative;neither
1654;1493554036322279429;0;Pro-vaccine;neutral;neither
1655;1488346091175170049;0;Pro-vaccine;neutral;neither
1656;1446654242580795404;0;Unsure about the vaccine;positive;neither
1657;1464547218803863555;0;Pro-vaccine;positive;neither
1658;1489815967085608961;1;Anti-vaccine;negative;neither
1659;1486491374409207814;0;Pro-vaccine;positive;neither
1660;1469573352675102720;1;Unsure about the vaccine;negative;neither
1661;1491902796039442432;1;Anti-vaccine;negative;neither
1662;1495131220451405826;0;Pro-vaccine;positive;hate_speech
1663;1494023807140438020;1;Anti-vaccine;negative;neither
1664;1479630027251752968;1;Anti-vaccine;negative;neither
1665;1440518688453513223;0;Pro-vaccine;positive;offensive_language
1666;1436552241490509824;0;Pro-vaccine;negative;neither
1667;1467576842320322580;1;Anti-vaccine;negative;neither
1668;1494659100696891392;1;Anti-vaccine;negative;neither
1669;1439275879847370756;0;Anti-vaccine;positive;neither
1670;1460850239800332289;0;Pro-vaccine;negative;neither
1671;1473775132841807876;0;Pro-vaccine;positive;neither
1672;1489320063903707140;0;Pro-vaccine;negative;offensive_language
1673;1451215472771411973;0;Pro-vaccine;neutral;neither
1674;1478097716139933698;0;Pro-vaccine;negative;neither
1675;1471055529967603713;0;Pro-vaccine;neutral;neither
1676;1484217745621274631;0;Unsure about the vaccine;neutral;neither
1677;1455587929930321922;0;Unsure about the vaccine;positive;neither
1678;1447298676649570312;0;Unsure about the vaccine;negative;hate_speech
1679;1443331627581644809;1;Anti-vaccine;negative;offensive_language
1680;1471847290990206981;1;Anti-vaccine;positive;neither
1681;1486519691464122371;0;Anti-vaccine;positive;neither
1682;1465229050671079425;0;Unsure about the vaccine;neutral;neither
1683;1503575268786647047;0;Pro-vaccine;neutral;neither
1684;1506397366294884355;0;Pro-vaccine;positive;neither
1685;1497596696519450636;1;Anti-vaccine;positive;neither
1686;1499787094163656705;0;Unsure about the vaccine;negative;neither
1687;1436214597141237765;0;Pro-vaccine;positive;neither
1688;1453386811640893441;1;Anti-vaccine;negative;neither
1689;1478900093281517568;0;Pro-vaccine;positive;neither
1690;1476855180805087235;1;Anti-vaccine;neutral;neither
1691;1498442242188804096;0;Unsure about the vaccine;positive;neither
1692;1507755467262418954;1;Anti-vaccine;positive;neither
1693;1447237225096232966;0;Pro-vaccine;positive;neither
1694;1436499557140008960;1;Anti-vaccine;negative;hate_speech
1695;1482098290615365634;1;Anti-vaccine;negative;offensive_language
1696;1498138366491176967;1;Unsure about the vaccine;neutral;neither
1697;1441116369315979264;1;Anti-vaccine;negative;offensive_language
1698;1499525728303337485;0;Anti-vaccine;positive;neither
1699;1475675663923306497;0;Pro-vaccine;negative;neither
1700;1460731594550005771;0;Unsure about the vaccine;positive;neither
1701;1443807935629602829;1;Anti-vaccine;neutral;neither
1702;1483423259387482115;1;Anti-vaccine;negative;offensive_language
1703;1501242229620449283;0;Pro-vaccine;positive;neither
1704;1463043695020851203;0;Anti-vaccine;positive;neither
1705;1457345902042099720;0;Pro-vaccine;negative;neither
1706;1495001431191007234;0;Unsure about the vaccine;negative;offensive_language
1707;1496752098611847171;0;Pro-vaccine;positive;neither
1708;1448969791704866827;0;Pro-vaccine;positive;neither
1709;1446596013427408900;0;Pro-vaccine;positive;neither
1710;1443633970357276679;1;Anti-vaccine;neutral;neither
1711;1450584252303790084;0;Unsure about the vaccine;positive;neither
1712;1453339426604687361;0;Anti-vaccine;neutral;neither
