;tweetid;mid;stance;senti;hate
650;1239205314928533505;378;favor;negative;neither
651;1239069210048901121;378;favor;positive;neither
652;1239491032250748928;378;favor;positive;offensive_language
653;1240320376032247808;378;favor;negative;neither
654;1239095042746257409;378;favor;positive;neither
655;1239374726860017664;378;favor;positive;neither
656;1239588834809184256;378;favor;neutral;hate_speech
657;1243204772737449985;378;favor;positive;hate_speech
658;1239149932033998848;378;favor;neutral;neither
659;1239611231410860033;378;against;positive;neither
660;1238939893302276096;381;favor;negative;neither
661;1241011253021048833;381;favor;negative;neither
662;1238516104810639360;381;favor;neutral;neither
663;1245025622293913602;381;favor;negative;neither
664;1235228714591498246;381;favor;negative;neither
665;1240722547936722948;381;favor;positive;neither
666;1239549780348547073;381;neither;neutral;neither
667;1239999757927337984;381;favor;negative;neither
668;1240349072743071747;381;against;neutral;neither
669;1250235781609857024;381;favor;negative;neither
670;1258762366533197832;381;favor;negative;neither
671;1242219986313248771;381;favor;negative;neither
672;1297034913825329153;381;against;positive;neither
673;1325124707830566912;404;neither;positive;neither
674;1240079090742222848;404;favor;negative;neither
675;1237745776505356288;404;favor;negative;neither
676;1312409007928336384;404;neither;negative;neither
677;1234623136773148673;404;against;negative;neither
678;1286468580041613313;404;against;negative;offensive_language
679;1238664283665264642;404;against;negative;neither
680;1240694774765477888;404;against;negative;neither
681;1233325899405115394;404;against;negative;neither
682;1289000725272334336;404;favor;negative;neither
683;1304822134930378758;404;favor;positive;neither
684;1233065887554359296;404;favor;negative;neither
685;1244540554257498112;404;neither;positive;neither
686;1240016193525886982;404;against;negative;offensive_language
687;1276116729173860353;404;neither;negative;offensive_language
688;1233400376033976325;404;against;negative;offensive_language
689;1233319113910603776;404;favor;negative;neither
690;1261665484493258752;404;neither;negative;neither
691;1275413967314264069;404;neither;negative;neither
692;1268950024194535429;404;neither;negative;neither
693;1238056134046605313;417;favor;neutral;neither
694;1237910506498928646;417;neither;positive;neither
695;1238117367806332929;417;favor;positive;neither
696;1242555348063588355;417;favor;negative;offensive_language
697;1238138586144350211;417;favor;neutral;neither
698;1254507035523117057;417;neither;positive;neither
699;1249772691705528325;417;favor;positive;neither
700;1253442949695918080;417;favor;negative;offensive_language
701;1288253822662578179;417;favor;positive;neither
702;1238106815197376519;417;against;negative;neither
703;1243211216048156672;417;against;negative;neither
704;1238891614757515264;417;favor;positive;offensive_language
705;1243358498517159937;417;neither;positive;offensive_language
706;1254111871063343105;417;favor;positive;neither
707;1238149819878834176;417;against;positive;neither
708;1239643841243885574;417;neither;positive;offensive_language
709;1238330830323318786;417;favor;positive;neither
710;1238100447455588353;417;favor;positive;neither
711;1239504519580585985;422;favor;negative;neither
712;1238237948878958593;422;favor;neutral;hate_speech
713;1240144233891332097;422;against;negative;neither
714;1239237859506151425;422;favor;positive;neither
715;1238972379063300096;422;favor;negative;neither
716;1239322691372490752;422;favor;positive;offensive_language
717;1239923041028706306;422;favor;neutral;neither
718;1238230709833252870;422;favor;neutral;hate_speech
719;1238527920185823232;422;favor;negative;neither
720;1242492468131741696;422;against;neutral;neither
721;1238828675941847040;422;favor;positive;hate_speech
722;1238442739236245506;422;favor;positive;neither
723;1239713414152323074;422;against;positive;neither
724;1239881598344073216;422;against;negative;neither
725;1238221894668648448;422;favor;positive;neither
726;1242116709961445377;422;against;negative;neither
727;1238480172891820032;422;favor;negative;offensive_language
728;1238580768596570112;422;favor;positive;neither
729;1238471670953693185;422;favor;negative;neither
730;1238664223640567808;422;favor;positive;neither
731;1237974430686511105;429;favor;neutral;neither
732;1238321398419988481;429;against;neutral;neither
733;1237945166343933953;429;favor;neutral;neither
734;1239763954123096064;429;against;negative;neither
735;1237406578455613440;429;favor;positive;neither
736;1246190212411162629;429;favor;positive;neither
737;1238360134046208001;429;against;negative;neither
738;1237957041873924097;429;against;positive;neither
739;1320446167780593669;429;neither;positive;neither
740;1238282883170570240;429;against;neutral;neither
741;1237975854853939201;429;against;negative;offensive_language
742;1238736542052438017;429;neither;negative;neither
743;1239190032512139266;429;against;negative;neither
744;1274770945962541056;429;neither;negative;neither
745;1272583297466544129;429;against;positive;neither
746;1237476008648822784;429;favor;neutral;neither
747;1237495200659968001;429;favor;positive;neither
748;1238175559164801026;429;against;negative;neither
749;1237635774058815488;429;favor;positive;neither
750;1292785283134611456;441;favor;negative;neither
751;1289971321921630208;441;favor;positive;neither
752;1234874730743767041;441;favor;negative;neither
753;1252878545388318721;441;favor;negative;hate_speech
754;1253748990203420672;441;neither;negative;hate_speech
755;1239240632175964162;441;against;positive;neither
756;1240608648667074560;441;against;positive;hate_speech
757;1253935757426741248;441;against;neutral;neither
758;1240615715738193927;441;favor;negative;neither
759;1238861974076887040;441;against;negative;neither
760;1247524504949014528;441;against;negative;neither
761;1244291860971040770;441;neither;negative;neither
762;1262607582276939777;441;favor;negative;hate_speech
763;1238482190503198721;441;against;negative;hate_speech
764;1240972215623077888;441;against;negative;neither
765;1241719659856113664;441;against;negative;hate_speech
766;1243655399573729283;441;against;negative;neither
767;1302580077994160129;441;favor;negative;neither
768;1238505527019294721;441;against;neutral;neither
769;1240159491875917824;445;against;positive;offensive_language
770;1234699009916309504;445;favor;positive;neither
771;1234929904988278784;445;against;positive;neither
772;1280835283207041027;445;against;positive;offensive_language
773;1234571683803074561;445;against;positive;neither
774;1238366841875111936;445;against;positive;neither
775;1234783831099609089;445;favor;positive;hate_speech
776;1238933405221425156;445;against;positive;neither
777;1234699550746697728;445;against;positive;neither
778;1237413835616563200;445;against;positive;hate_speech
779;1234723453372071936;445;against;positive;neither
780;1238055837773504513;445;against;positive;neither
781;1239272613563846657;445;against;positive;neither
782;1234698680600428544;445;against;neutral;neither
783;1234813051871862785;445;against;negative;hate_speech
784;1234602742255169537;445;against;negative;neither
785;1234887679571058688;445;against;negative;offensive_language
786;1234499278506205184;445;against;negative;neither
787;1234883887844610050;445;favor;neutral;neither
788;1235310287911374851;446;against;neutral;neither
789;1239959603905003520;446;against;positive;neither
790;1233783466229026816;446;favor;negative;neither
791;1246176107562442758;446;against;positive;neither
792;1243332134116429828;446;against;neutral;neither
793;1237194138015145985;446;against;negative;neither
794;1238575558323130368;446;against;negative;offensive_language
795;1238900717534011399;446;against;positive;neither
796;1237072470475227136;446;against;negative;neither
797;1235173490162049025;446;against;positive;neither
798;1235327690665857024;446;against;neutral;neither
799;1247255770116141057;446;against;negative;hate_speech
800;1351965793895014400;446;against;negative;neither
801;1276964949860978689;446;against;neutral;neither
802;1244233355375382528;446;against;neutral;neither
803;1246560659598385152;446;against;positive;neither
804;1235352553510055936;446;against;neutral;neither
805;1236387363850518528;451;neither;positive;neither
806;1236305178892152833;451;favor;positive;hate_speech
807;1237104946417250309;451;favor;neutral;neither
808;1236088856635719681;451;favor;negative;neither
809;1352282199622639620;451;neither;negative;neither
810;1246104042343931906;451;favor;negative;neither
811;1237934487914328064;451;neither;positive;neither
812;1236189684511866881;451;favor;negative;neither
813;1238860345935970305;451;against;positive;neither
814;1243745739764883463;451;against;neutral;neither
815;1236089949386047488;451;favor;negative;hate_speech
816;1238653280982573061;451;against;neutral;neither
817;1236471383347146752;451;favor;negative;neither
818;1236148761715453954;451;favor;negative;neither
819;1237085487879393280;451;favor;negative;neither
820;1244723889181200384;451;against;neutral;neither
821;1236382533228670979;451;favor;positive;neither
822;1236137026405175296;451;favor;negative;neither
823;1249394097728692224;465;favor;neutral;neither
824;1240383494997659649;465;against;neutral;neither
825;1233709832642973696;465;favor;positive;neither
826;1248311005530206216;465;favor;neutral;neither
827;1231868149416546305;465;favor;neutral;neither
828;1250081355049902081;465;against;negative;neither
829;1260586446630662149;465;favor;positive;neither
830;1232739860076802048;465;neither;positive;neither
831;1234117091575373824;465;favor;positive;neither
832;1250078180985262081;465;against;positive;hate_speech
833;1242436567609868288;465;favor;positive;neither
834;1235059975510081538;465;neither;neutral;neither
835;1247179397334876162;465;favor;neutral;neither
836;1243596491815636992;466;favor;positive;neither
837;1237975474493468672;466;favor;positive;neither
838;1240647597297025029;466;favor;positive;offensive_language
839;1253062522443350017;466;favor;positive;neither
840;1239059710390800384;466;favor;positive;neither
841;1256092046215053312;466;against;positive;neither
842;1236500774756200448;466;favor;positive;neither
843;1241423792573804544;466;favor;positive;neither
844;1235238560585969666;466;favor;positive;neither
845;1241075751132246018;466;favor;positive;neither
846;1238602960634085377;466;favor;positive;neither
847;1244394425490563073;466;favor;positive;neither
848;1243043136756121604;466;against;negative;neither
849;1235666696146423808;466;favor;positive;neither
850;1242126606572937216;466;favor;positive;neither
851;1251552537100128257;466;favor;positive;neither
852;1236023836077953024;466;favor;positive;neither
853;1240676241642061825;466;neither;negative;neither
854;1245513087668502530;466;against;negative;neither
855;1245420586899132416;466;against;negative;hate_speech
856;1243043475282636800;466;against;negative;neither
857;1239845872755781632;466;favor;positive;neither
858;1246520927963303936;479;against;positive;offensive_language
859;1241020895755243523;479;favor;negative;neither
860;1238572049502617600;479;neither;neutral;neither
861;1245122625317285890;479;favor;negative;neither
862;1241481685247631366;479;against;neutral;neither
863;1241641050369921024;479;against;negative;neither
864;1312160427053182976;479;favor;positive;neither
865;1233386015118831616;479;against;negative;neither
866;1247863699794202625;479;against;negative;neither
867;1237141371238088707;479;against;negative;offensive_language
868;1249744068609007616;479;favor;negative;neither
869;1242634308386459649;479;favor;negative;neither
870;1236875114643443714;479;against;negative;neither
871;1250044885463375873;479;against;positive;neither
872;1246449632978198530;479;against;negative;neither
873;1236900202033713152;479;favor;negative;neither
874;1234921129351012354;479;neither;negative;neither
875;1272562702418759692;501;favor;negative;neither
876;1239683678072180741;501;against;neutral;neither
877;1233939472976359429;501;favor;neutral;neither
878;1233153584956674055;501;against;negative;neither
879;1272561705231413248;501;favor;positive;neither
880;1235724004456976384;501;favor;positive;neither
881;1232785036665069570;501;favor;positive;neither
882;1239612108268060672;501;favor;negative;offensive_language
883;1233089406690627585;501;against;positive;neither
884;1239571520579649536;501;favor;positive;neither
885;1232782481008422913;501;favor;positive;neither
886;1236158941584855040;501;against;positive;neither
887;1232738351549120518;501;favor;positive;neither
888;1250078745060392965;501;against;positive;neither
889;1233371255899852800;501;favor;positive;neither
890;1232853227726614528;501;neither;negative;neither
891;1233205633400352770;501;favor;positive;offensive_language
892;1233103391963914241;501;favor;positive;neither
893;1239653205560012800;501;favor;neutral;offensive_language
894;1272573047224975362;501;favor;negative;neither
895;1232870614177730560;501;favor;neutral;neither
896;1232816575083884551;501;favor;positive;neither
897;1241524567711068162;501;against;negative;neither
898;1233020073725571082;501;against;negative;neither
899;1232767510832873472;501;favor;positive;offensive_language
900;1233055418626314243;501;favor;neutral;neither
901;1233057727192141824;501;favor;positive;neither
902;1243752698773733376;501;against;positive;offensive_language
903;1236302413700771840;504;against;negative;neither
904;1233446010560679937;504;favor;positive;neither
905;1233441876050616327;504;neither;positive;offensive_language
906;1243039806696939521;504;against;positive;neither
907;1240394967035588609;504;favor;negative;hate_speech
908;1233618971712053250;504;favor;positive;neither
909;1233426127965868032;504;neither;neutral;neither
910;1246336745760854017;504;favor;positive;neither
911;1236295286542217217;504;against;neutral;neither
912;1234317625511088129;504;favor;negative;neither
913;1234613704332914691;504;against;neutral;neither
914;1233522619296702464;504;against;positive;hate_speech
915;1233448689865285633;504;favor;neutral;offensive_language
916;1234137398952501250;504;favor;positive;offensive_language
917;1233460707309637632;504;favor;negative;hate_speech
918;1233419923256467456;504;favor;positive;neither
919;1246410176074301440;504;against;negative;neither
920;1359315279055003648;525;against;negative;neither
921;1234846335523643393;525;against;neutral;neither
922;1231589436850262017;525;neither;negative;neither
923;1235613562766118912;525;against;positive;neither
924;1231442821204172800;525;favor;negative;neither
925;1234878948812689408;525;against;negative;neither
926;1249325710768046080;525;favor;negative;neither
927;1231353070388297728;525;favor;neutral;neither
928;1237330954085171200;525;favor;negative;neither
929;1251111344851517441;525;against;negative;neither
930;1246690105684709380;525;favor;negative;neither
931;1231279337661517825;525;favor;negative;neither
932;1232283240318324736;525;favor;negative;neither
933;1255688871246884864;525;neither;neutral;neither
934;1245150955143868416;525;favor;negative;neither
935;1257469002529607680;525;neither;neutral;offensive_language
936;1243424214738063360;525;favor;positive;neither
937;1234921528535416833;525;favor;negative;neither
938;1250934221025181698;525;against;negative;neither
939;1251438273160982528;525;against;negative;neither
940;1246435023269425153;531;against;positive;neither
941;1242623589607714816;531;neither;positive;neither
942;1236351732038410240;531;favor;positive;neither
943;1240340296979886082;531;against;negative;hate_speech
944;1237825665040334855;531;against;positive;neither
945;1235045461016186882;531;neither;negative;hate_speech
946;1237823858805059584;531;against;positive;neither
947;1229011557662810112;531;against;negative;neither
948;1246094909725081606;531;against;negative;neither
949;1243254772221784064;531;against;positive;neither
950;1237434312011722753;531;neither;positive;neither
951;1248305951515512834;531;neither;positive;neither
952;1341404824680738817;531;neither;positive;neither
953;1235707891216048136;531;favor;positive;neither
954;1241802856434450433;531;favor;positive;offensive_language
955;1275761293870465024;531;against;positive;neither
956;1237903474475622400;531;favor;positive;neither
957;1235300520908206082;531;against;positive;neither
958;1236052058291068928;531;neither;positive;offensive_language
959;1268223488525053952;531;against;negative;neither
960;1238498744708018178;531;neither;positive;neither
961;1233052760590835713;538;against;negative;neither
962;1238217213204738051;538;against;negative;neither
963;1232979870004776960;538;against;negative;neither
964;1242322140600426502;538;neither;positive;neither
965;1239516906257813505;538;favor;neutral;neither
966;1240497145280630784;538;favor;negative;neither
967;1248169392040443905;538;favor;negative;neither
968;1241604134014459904;538;favor;positive;neither
969;1239263718191620097;538;favor;negative;neither
970;1234916612471287808;538;favor;negative;neither
971;1235104931968765953;538;favor;neutral;neither
972;1238167783029915649;538;favor;negative;offensive_language
973;1241056882464358401;538;favor;neutral;neither
974;1237819295188606986;538;favor;neutral;neither
975;1243236391926083591;538;favor;negative;offensive_language
976;1233366926849499136;538;against;positive;neither
977;1238276388022398976;538;against;positive;neither
978;1240851687083917312;538;favor;positive;neither
979;1236273890860679168;538;favor;neutral;offensive_language
980;1245459829273083906;538;favor;neutral;neither
981;1227251379132977153;540;neither;positive;neither
982;1226321610703089670;540;neither;neutral;neither
983;1226410065940406272;540;favor;positive;neither
984;1226855697352216577;540;favor;neutral;neither
985;1226633061170892800;540;neither;neutral;neither
986;1227516158284140544;540;favor;neutral;neither
987;1244397870855290880;540;favor;neutral;neither
988;1241116597739294722;540;neither;neutral;neither
989;1229830030282416129;540;against;negative;neither
990;1238496914854854666;540;favor;negative;neither
991;1230062393079799809;540;favor;positive;neither
992;1227245475184750595;540;neither;positive;neither
993;1226452268171526149;540;favor;negative;neither
994;1226496793426497536;540;favor;positive;neither
995;1226882361180250112;540;favor;neutral;neither
996;1230249479300960258;540;against;negative;neither
997;1226364291919400961;540;favor;negative;neither
998;1226906056544129024;548;favor;positive;neither
999;1271975342450843650;548;favor;positive;neither
1000;1237369395611082752;548;favor;positive;neither
1001;1234872271304523777;548;favor;positive;offensive_language
1002;1237347796782657537;548;favor;positive;offensive_language
1003;1243571218940416000;548;favor;positive;offensive_language
1004;1265270456317247488;548;neither;positive;neither
1005;1233059629258563584;548;neither;positive;hate_speech
1006;1236675503676940288;548;favor;positive;neither
1007;1306054530144940033;548;favor;positive;offensive_language
1008;1309121997767667712;548;favor;positive;neither
1009;1234766763486670848;548;against;negative;neither
1010;1234918333603930115;548;against;positive;neither
1011;1238931323323961344;548;favor;positive;neither
1012;1223737540462682114;548;favor;positive;neither
1013;1238099633857089538;548;favor;positive;neither
1014;1255109102310756358;548;favor;negative;neither
1015;1237883305762021377;548;favor;negative;neither
1016;1236955294829248512;548;favor;positive;neither
1017;1239575774564249601;548;favor;positive;neither
1018;1234845221344677890;548;neither;negative;neither
1019;1224167621429350400;556;favor;neutral;neither
1020;1321449561425141762;556;favor;neutral;neither
1021;1228964088807489538;556;against;positive;neither
1022;1224368295165382656;556;favor;neutral;neither
1023;1224168250520547331;556;favor;negative;neither
1024;1228920574744780800;556;against;neutral;offensive_language
1025;1232158990911639552;556;neither;positive;neither
1026;1224212801708793857;556;favor;neutral;neither
1027;1257389526781177861;556;against;positive;neither
1028;1229151934373924869;556;against;positive;neither
1029;1224187799085039618;556;favor;positive;neither
1030;1282428481977098241;556;against;negative;neither
1031;1224128694123294721;556;favor;neutral;neither
1032;1224329527972847621;556;favor;positive;neither
1033;1224345070016647173;556;favor;neutral;neither
1034;1235670896972623879;556;neither;negative;neither
1035;1226245722623926275;556;favor;negative;neither
1036;1240330559164997632;556;favor;positive;neither
1037;1224136141823258626;556;neither;neutral;neither
1038;1224111327611740161;556;favor;neutral;neither
1039;1235672309878460416;556;neither;positive;offensive_language
1040;1225212025372102657;556;favor;neutral;neither
1041;1224097203511128068;556;neither;positive;neither
1042;1232735871335530497;556;neither;positive;neither
1043;1224593395240169472;558;favor;positive;neither
1044;1244307579083329536;558;favor;negative;neither
1045;1225421129231130626;558;favor;negative;hate_speech
1046;1229145928138756096;558;against;negative;hate_speech
1047;1225215323122622466;558;favor;negative;neither
1048;1234579809860300802;558;against;negative;neither
1049;1241454861079564288;558;favor;negative;neither
1050;1224742429250609152;558;favor;neutral;neither
1051;1226986952462721024;558;against;negative;neither
1052;1290747997706485760;558;against;negative;neither
1053;1225589053057269760;558;favor;neutral;neither
1054;1225475987514757127;558;favor;positive;neither
1055;1247614616143831041;558;favor;negative;neither
1056;1342872905110065152;558;against;positive;neither
1057;1229161575686328323;558;against;negative;neither
1058;1232212480786518016;558;against;negative;neither
1059;1232330591409848320;558;against;neutral;neither
1060;1241199610258960385;558;favor;positive;neither
1061;1253771430031880192;558;against;neutral;neither
1062;1229755268013019136;561;favor;negative;neither
1063;1354221731888697346;561;neither;negative;neither
1064;1251469650321268738;561;against;negative;hate_speech
1065;1223415641518022657;561;favor;negative;neither
1066;1229153977628889089;561;against;positive;neither
1067;1223390577531555840;561;favor;negative;offensive_language
1068;1225904861432164353;561;against;negative;neither
1069;1223410080604938241;561;favor;positive;neither
1070;1234182561426853889;561;against;positive;neither
1071;1318170146213593096;561;against;neutral;neither
1072;1234188407137591301;561;against;positive;neither
1073;1230111558556114944;561;against;neutral;neither
1074;1230399043165196289;561;against;positive;neither
1075;1223414504131682305;561;favor;negative;neither
1076;1223399208394215425;561;against;positive;neither
1077;1267557074990436357;561;against;neutral;neither
1078;1239255305114050562;561;against;negative;neither
1079;1223970996727635968;561;favor;positive;neither
1080;1226665262373408768;561;against;neutral;neither
1081;1239642498022113281;561;against;negative;offensive_language
1082;1253786438140911620;562;against;neutral;neither
1083;1227258613506375682;562;against;negative;neither
1084;1223385775296798720;562;favor;positive;neither
1085;1270911696698249217;562;neither;positive;neither
1086;1226722088544718850;562;favor;negative;neither
1087;1241152735493439490;562;favor;negative;neither
1088;1347507399851175937;562;against;negative;neither
1089;1253840902696529921;562;favor;negative;neither
1090;1227381284885991424;562;against;negative;neither
1091;1247434734604627970;562;neither;neutral;neither
1092;1250463363257102336;562;against;negative;neither
1093;1297965467290697728;562;against;negative;neither
1094;1243149910393999363;562;against;negative;hate_speech
1095;1308793162903752719;562;favor;positive;offensive_language
1096;1305578617968250884;562;against;negative;neither
1097;1241556076555685889;562;favor;positive;neither
1098;1253738795188584450;562;against;neutral;neither
1099;1254484878512570370;562;against;negative;neither
1100;1253708159358828549;562;against;negative;offensive_language
1101;1254443537300480000;562;neither;positive;neither
1102;1253603322361192448;562;against;negative;neither
1103;1253926091917492229;562;against;positive;neither
1104;1225565347656486913;565;favor;neutral;neither
1105;1253400005756383232;565;favor;neutral;neither
1106;1220413139608657922;565;favor;positive;neither
1107;1233487838647324672;565;favor;neutral;neither
1108;1221526056718368769;565;favor;negative;neither
1109;1245797930327396352;565;favor;negative;neither
1110;1269887675508469762;565;against;neutral;neither
1111;1224393177731420163;565;against;negative;neither
1112;1257748717706383365;565;favor;negative;neither
1113;1254571754782986241;565;favor;negative;neither
1114;1260616870111186945;565;favor;neutral;neither
1115;1224394716478935042;565;against;negative;neither
1116;1307682232535003137;565;favor;negative;neither
1117;1250563877366095874;565;favor;negative;neither
1118;1261019954884702209;565;favor;neutral;neither
1119;1236389387354726400;565;favor;negative;neither
1120;1282699705588289548;565;favor;negative;neither
1121;1244648486555062276;565;favor;neutral;neither
1122;1223684361947533312;565;against;negative;neither
1123;1226684383907606528;570;neither;negative;offensive_language
1124;1224801039775358978;570;favor;positive;neither
1125;1224344537490972673;570;favor;positive;neither
1126;1355015520508993537;570;favor;negative;neither
1127;1339743975494836224;570;against;negative;offensive_language
1128;1251941300393267200;570;against;negative;neither
1129;1250662007730126848;570;favor;positive;offensive_language
1130;1225565484696862720;570;favor;positive;neither
1131;1228547800738279424;570;favor;positive;neither
1132;1223995222561980417;570;favor;negative;hate_speech
1133;1329612224252416000;570;against;negative;hate_speech
1134;1227711223933755393;570;against;negative;neither
1135;1227341871854178304;570;against;negative;neither
1136;1224411118157864960;570;favor;positive;neither
1137;1273301310637563905;570;favor;positive;offensive_language
1138;1231992732945657862;570;favor;negative;neither
1139;1227342536424820736;570;against;negative;neither
1140;1224158833905295360;570;neither;positive;neither
1141;1224254842677403653;570;favor;negative;neither
1142;1224912312982630402;570;favor;negative;neither
1143;1227421300374884352;571;favor;positive;neither
1144;1238855201500442625;571;favor;negative;neither
1145;1280895555397226499;571;against;negative;neither
1146;1231847849891172352;571;against;neutral;neither
1147;1229852914925129731;571;favor;negative;neither
1148;1247440601932578817;571;against;negative;neither
1149;1247056656321490944;571;favor;positive;offensive_language
1150;1246911926258393088;571;against;negative;neither
1151;1247140315036897280;571;against;negative;neither
1152;1250027778575040512;571;favor;negative;neither
1153;1243353604016214016;571;favor;negative;neither
1154;1233524212486287366;571;favor;negative;neither
1155;1272185000524492800;571;favor;positive;neither
1156;1246804038542295041;571;against;positive;offensive_language
1157;1239474805411328003;571;favor;positive;neither
1158;1242160087206109185;571;neither;negative;neither
1159;1246899915999117312;571;against;negative;neither
1160;1246828245158371331;571;against;negative;neither
1161;1247120361931649024;571;favor;positive;neither
1162;1246794581166952448;571;favor;neutral;neither
1163;1238685824050319360;571;favor;negative;neither
1164;1238494224569556993;571;favor;negative;neither
1165;1246900549842358272;571;against;negative;neither
1166;1221718264234926080;577;favor;negative;neither
1167;1221574060091609089;577;against;negative;neither
1168;1221492312771002374;577;favor;negative;neither
1169;1221619201464578055;577;favor;negative;neither
1170;1290920360297209856;577;neither;negative;neither
1171;1222283944156180480;577;favor;neutral;neither
1172;1221864495783374850;577;favor;negative;neither
1173;1239022555027181574;577;against;negative;offensive_language
1174;1221590762464468992;577;neither;positive;neither
1175;1222208404917293056;577;favor;negative;neither
1176;1221467147399884802;577;favor;positive;neither
1177;1221494230264307712;577;against;positive;neither
1178;1240651695044116480;577;neither;negative;neither
1179;1234560224343842817;577;against;negative;neither
1180;1223043046763376646;577;favor;negative;neither
1181;1242513160352886786;577;against;negative;neither
1182;1223642769614393344;587;favor;neutral;neither
1183;1220785198868070400;587;favor;neutral;neither
1184;1223014168267112448;587;neither;neutral;neither
1185;1221564477323300876;587;neither;negative;neither
1186;1241712648602910722;587;against;neutral;neither
1187;1220870959378264065;587;favor;negative;neither
1188;1222577124923584513;587;against;positive;neither
1189;1221210402421264384;587;favor;negative;neither
1190;1239561785352630272;587;against;negative;offensive_language
1191;1220844678800605184;587;favor;negative;neither
1192;1221112471575920642;587;favor;negative;neither
1193;1221480411936829443;587;neither;neutral;neither
1194;1221475093236240384;587;favor;positive;neither
1195;1231604841480196096;587;against;negative;neither
1196;1240280679499337730;587;against;negative;neither
1197;1240820336561717248;587;against;positive;neither
1198;1220759792387489792;587;favor;positive;neither
1199;1248665980915630081;587;against;neutral;neither
1200;1221044778663542784;590;favor;negative;neither
1201;1251274996967768064;590;favor;negative;hate_speech
1202;1220928069721964544;590;favor;negative;neither
1203;1222132664905453568;590;against;negative;neither
1204;1226510475615244288;590;neither;negative;neither
1205;1304115120814149634;590;neither;negative;hate_speech
1206;1259546443787862017;590;neither;positive;neither
1207;1225881222968156160;590;neither;negative;neither
1208;1224673636423999489;590;neither;negative;neither
1209;1221954294922010624;590;against;negative;neither
1210;1222052223934320640;590;against;negative;neither
1211;1221221545357516800;590;favor;negative;neither
1212;1234650714422403072;590;neither;negative;neither
1213;1253476907879817216;590;neither;negative;neither
1214;1352722438987997184;590;neither;negative;neither
1215;1220961471200251905;590;favor;negative;neither
1216;1222254250530500609;590;against;neutral;neither
1217;1220980782434603008;590;favor;negative;neither
1218;1222650687638523905;592;against;neutral;neither
1219;1223292709198163969;592;against;neutral;hate_speech
1220;1222217262809133058;592;against;negative;neither
1221;1221651446917222400;592;favor;positive;neither
1222;1222355972372475905;592;against;neutral;neither
1223;1273176391253622785;592;favor;positive;neither
1224;1221133807736119296;592;favor;positive;neither
1225;1221654207276646410;592;favor;negative;neither
1226;1221848800081276935;592;against;negative;neither
1227;1242858992025640961;592;against;negative;neither
1228;1243778649687539716;592;against;neutral;neither
1229;1223583435433836544;592;against;positive;neither
1230;1221166708569923585;592;neither;neutral;neither
1231;1221112376298278916;592;favor;neutral;neither
1232;1221446211061735425;592;favor;negative;neither
1233;1230363859690586112;592;against;negative;offensive_language
1234;1221081973352873984;592;favor;neutral;neither
1235;1240368512213880833;592;favor;negative;offensive_language
1236;1223237444218302472;592;against;positive;hate_speech
1237;1241823715333005312;592;against;neutral;neither
1238;1221371818193362950;592;favor;positive;offensive_language
1239;1290380498548686848;592;favor;negative;offensive_language
1240;1250258416821506049;593;favor;neutral;neither
1241;1221816665509203970;593;favor;negative;neither
1242;1224735378147618817;593;favor;negative;neither
1243;1221977704238546944;593;favor;negative;offensive_language
1244;1223665757680128000;593;against;positive;neither
1245;1222207961751097345;593;against;negative;neither
1246;1239721105818034178;593;favor;positive;neither
1247;1239628323380252673;593;favor;negative;neither
1248;1306152196694654983;593;favor;positive;neither
1249;1224141873234595840;593;against;positive;neither
1250;1222274253485223939;593;against;negative;neither
1251;1222508442218192896;593;against;positive;neither
1252;1221933121987170304;593;favor;neutral;neither
1253;1223129954432323584;593;against;positive;neither
1254;1282856072781299713;606;favor;positive;neither
1255;1222479867398279170;606;against;neutral;neither
1256;1290047946881302528;606;favor;neutral;neither
1257;1220915693174054912;606;favor;neutral;neither
1258;1250773981591998464;606;favor;positive;neither
1259;1237961249981452288;606;favor;neutral;neither
1260;1244659080536391681;606;neither;negative;neither
1261;1233013757288144897;606;favor;positive;neither
1262;1238740968632774656;606;favor;negative;neither
1263;1240490029195177985;606;neither;positive;neither
1264;1249806849995464705;606;favor;neutral;neither
1265;1336904827851304960;606;favor;positive;neither
1266;1235683963248705537;606;favor;neutral;neither
1267;1238252537570103301;606;favor;positive;offensive_language
1268;1243343018436046855;606;favor;positive;neither
1269;1221337596942585857;606;favor;positive;neither
1270;1235396412113924099;606;favor;neutral;neither
1271;1235729789740134400;606;favor;neutral;neither
1272;1238840895245606914;606;favor;positive;neither
1273;1223002632807231488;606;favor;positive;neither
1274;1223375572329431042;606;against;positive;neither
1275;1278847571344019457;606;favor;positive;offensive_language
1276;1219819037611433984;608;favor;neutral;neither
1277;1224137050049470469;608;against;negative;neither
1278;1224053720817770496;608;favor;neutral;neither
1279;1222161145362026496;608;against;negative;neither
1280;1240677321864069120;608;favor;negative;neither
1281;1238326859139596290;608;against;neutral;neither
1282;1227334498708328448;608;favor;positive;neither
1283;1220733596098494464;608;against;negative;neither
1284;1236962048929492992;608;favor;positive;neither
1285;1220870244094201856;610;against;negative;neither
1286;1221605897593655296;610;favor;negative;neither
1287;1226876677445300225;610;favor;negative;neither
1288;1239883922147880962;610;favor;negative;neither
1289;1220716890936545280;610;favor;negative;neither
1290;1221072391687684096;610;neither;negative;neither
1291;1220813495710691335;610;against;negative;hate_speech
1292;1226081772921901056;610;favor;negative;offensive_language
