;tweetid;stance;topic;hate;sentiment
1587;1290141719074230277;FAVOR;face_masks;offensive_language;neg
1588;1290870630926098433;FAVOR;face_masks;hate_speech;neg
1589;1289661481013764098;FAVOR;face_masks;offensive_language;neg
1590;1290444488545107973;FAVOR;face_masks;offensive_language;pos
1591;1294008661753376769;FAVOR;face_masks;offensive_language;pos
1592;1290503959937863680;FAVOR;face_masks;neither;neg
1593;1290436710896205826;FAVOR;face_masks;offensive_language;other
1594;1282510652951625728;FAVOR;face_masks;neither;neg
1595;1290515136403263499;FAVOR;face_masks;hate_speech;neg
1596;1290127701437685760;FAVOR;face_masks;neither;neg
1597;1277451936191647745;FAVOR;face_masks;neither;neg
1598;1282686090198036480;FAVOR;face_masks;offensive_language;neg
1599;1289664615748575233;FAVOR;face_masks;neither;neg
1600;1290097484908228616;FAVOR;face_masks;offensive_language;neg
1601;1290851058831568897;FAVOR;face_masks;offensive_language;neg
1602;1289443785768751104;FAVOR;face_masks;hate_speech;neg
1603;1290035541279350784;FAVOR;face_masks;hate_speech;neg
1604;1290655277067440135;FAVOR;face_masks;offensive_language;neg
1605;1289665125390192640;FAVOR;face_masks;neither;neg
1606;1290742054306414592;FAVOR;face_masks;offensive_language;neg
1607;1290818171847532546;FAVOR;face_masks;offensive_language;neg
1608;1290497847725453317;FAVOR;face_masks;offensive_language;pos
1609;1287962729085456384;FAVOR;face_masks;neither;neg
1610;1290441353143476224;FAVOR;face_masks;neither;pos
1611;1290416859880263685;FAVOR;face_masks;offensive_language;neg
1612;1290789689004302336;FAVOR;face_masks;offensive_language;neg
1613;1289824368059531266;FAVOR;face_masks;offensive_language;other
1614;1282577224852557824;FAVOR;face_masks;offensive_language;pos
1615;1282631887056338944;FAVOR;face_masks;neither;neg
1616;1289806557023096833;FAVOR;face_masks;neither;neg
1617;1290583215724535814;FAVOR;face_masks;neither;neg
1618;1282684400086458369;FAVOR;face_masks;offensive_language;neg
1619;1289836850882818049;FAVOR;face_masks;offensive_language;other
1620;1290365602377285633;FAVOR;face_masks;neither;neg
1621;1287457355542794241;FAVOR;face_masks;neither;pos
1622;1275833010600861696;FAVOR;face_masks;neither;other
1623;1289744564056502273;FAVOR;face_masks;hate_speech;neg
1624;1289869164908359680;FAVOR;face_masks;offensive_language;neg
1625;1289658515481661442;FAVOR;face_masks;offensive_language;pos
1626;1290593415172894720;FAVOR;face_masks;neither;other
1627;1290011184565858305;FAVOR;face_masks;neither;other
1628;1290803438322946049;FAVOR;face_masks;neither;neg
1629;1289681300475928576;FAVOR;face_masks;offensive_language;neg
1630;1290173759836418048;FAVOR;face_masks;neither;neg
1631;1289628622152761349;FAVOR;face_masks;offensive_language;neg
1632;1289564783730216960;FAVOR;face_masks;offensive_language;other
1633;1290461426415538178;FAVOR;face_masks;offensive_language;neg
1634;1289259778959540225;FAVOR;face_masks;hate_speech;neg
1635;1290285469008191494;FAVOR;face_masks;neither;neg
1636;1277024650871087104;FAVOR;face_masks;offensive_language;neg
1637;1290484568349265920;FAVOR;face_masks;neither;pos
1638;1277063074348855296;FAVOR;face_masks;offensive_language;neg
1639;1289995151708811264;FAVOR;face_masks;offensive_language;pos
1640;1289612872314531840;FAVOR;face_masks;offensive_language;pos
1641;1289792050800390145;FAVOR;face_masks;neither;neg
1642;1290817613908467712;FAVOR;face_masks;offensive_language;neg
1643;1282653249842151424;FAVOR;face_masks;offensive_language;pos
1644;1290063162729873409;FAVOR;face_masks;neither;pos
1645;1290435843065356288;FAVOR;face_masks;offensive_language;neg
1646;1290532193463422976;FAVOR;face_masks;hate_speech;neg
1647;1290180716349648900;FAVOR;face_masks;offensive_language;neg
1648;1290454801835331584;FAVOR;face_masks;offensive_language;neg
1649;1290877247331676160;FAVOR;face_masks;offensive_language;neg
1650;1290812243290906624;FAVOR;face_masks;offensive_language;pos
1651;1290794273261092864;FAVOR;face_masks;offensive_language;neg
1652;1290076249923047424;FAVOR;face_masks;hate_speech;neg
1653;1289875896808042496;FAVOR;face_masks;offensive_language;neg
1654;1293999219196362752;FAVOR;face_masks;offensive_language;neg
1655;1290322554440187904;FAVOR;face_masks;offensive_language;neg
1656;1290492396472422400;FAVOR;face_masks;offensive_language;neg
1657;1289881098852249600;FAVOR;face_masks;offensive_language;other
1658;1290188705043320832;FAVOR;face_masks;offensive_language;other
1659;1290039810099490816;FAVOR;face_masks;offensive_language;neg
1660;1290321866721071105;FAVOR;face_masks;neither;pos
1661;1290310575579435008;FAVOR;face_masks;offensive_language;neg
1662;1290444097950486530;FAVOR;face_masks;offensive_language;neg
1663;1290174273815031809;FAVOR;face_masks;neither;neg
1664;1282522480645529601;FAVOR;face_masks;neither;neg
1665;1289998838082592768;FAVOR;face_masks;offensive_language;neg
1666;1290325642135965696;FAVOR;face_masks;neither;neg
1667;1290348577839919105;FAVOR;face_masks;neither;neg
1668;1281958189693640707;FAVOR;face_masks;offensive_language;other
1669;1282647417213587456;FAVOR;face_masks;neither;neg
1670;1289617949980942336;FAVOR;face_masks;offensive_language;neg
1671;1289627909561319427;FAVOR;face_masks;neither;other
1672;1290704165790982145;FAVOR;face_masks;offensive_language;pos
1673;1290847346075611136;FAVOR;face_masks;offensive_language;other
1674;1281944507882364928;FAVOR;face_masks;offensive_language;neg
1675;1277538724734218241;FAVOR;face_masks;offensive_language;neg
1676;1290556254033567744;FAVOR;face_masks;offensive_language;neg
1677;1282686213141532672;FAVOR;face_masks;offensive_language;neg
1678;1290382728458690561;FAVOR;face_masks;neither;neg
1679;1282666435450265600;FAVOR;face_masks;neither;neg
1680;1290694847272120320;FAVOR;face_masks;hate_speech;neg
1681;1289945928078696449;FAVOR;face_masks;offensive_language;pos
1682;1290406761833418754;FAVOR;face_masks;offensive_language;neg
1683;1290414968630722560;FAVOR;face_masks;neither;neg
1684;1290350950931140608;FAVOR;face_masks;hate_speech;neg
1685;1288436523994578945;FAVOR;face_masks;offensive_language;neg
1686;1289940274265731073;FAVOR;face_masks;hate_speech;other
1687;1289862636092366850;FAVOR;face_masks;offensive_language;neg
1688;1282111451411472384;FAVOR;face_masks;hate_speech;other
1689;1289756716540755969;FAVOR;face_masks;neither;pos
1690;1290328816771125248;FAVOR;face_masks;offensive_language;other
1691;1290077020597100544;FAVOR;face_masks;neither;neg
1692;1289949469476175872;FAVOR;face_masks;offensive_language;neg
1693;1282635646167855104;FAVOR;face_masks;offensive_language;neg
1694;1290010307889307648;FAVOR;face_masks;hate_speech;neg
1695;1290179230114942976;FAVOR;face_masks;offensive_language;other
1696;1290634818489921538;FAVOR;face_masks;neither;neg
1697;1276872864860258304;FAVOR;face_masks;neither;neg
1698;1290344385901731842;FAVOR;face_masks;offensive_language;neg
1699;1289962323151671296;FAVOR;face_masks;offensive_language;neg
1700;1282663608648957953;FAVOR;face_masks;offensive_language;neg
1701;1290713724806889474;FAVOR;face_masks;offensive_language;neg
1702;1290437690907926530;FAVOR;face_masks;offensive_language;pos
1703;1289690130798673920;FAVOR;face_masks;offensive_language;neg
1704;1290466406555889666;FAVOR;face_masks;hate_speech;neg
1705;1282624865909059585;FAVOR;face_masks;offensive_language;neg
1706;1282597791131467776;FAVOR;face_masks;offensive_language;neg
1707;1276093944208805888;FAVOR;face_masks;neither;pos
1708;1290308403051417600;FAVOR;face_masks;offensive_language;pos
1709;1282708547797573632;FAVOR;face_masks;offensive_language;other
1710;1289759664817573888;FAVOR;face_masks;hate_speech;neg
1711;1289882040502870021;FAVOR;face_masks;neither;other
1712;1289662204170530816;FAVOR;face_masks;offensive_language;pos
1713;1290132282951569409;FAVOR;face_masks;neither;neg
1714;1290306072129896448;FAVOR;face_masks;neither;neg
1715;1289625021762084879;FAVOR;face_masks;offensive_language;pos
1716;1282647411727507456;FAVOR;face_masks;neither;neg
1717;1290343292136300545;FAVOR;face_masks;hate_speech;neg
1718;1290518889915396097;FAVOR;face_masks;neither;neg
1719;1290444967509405702;FAVOR;face_masks;offensive_language;pos
1720;1290140264506433536;FAVOR;face_masks;offensive_language;neg
1721;1282715283224801285;FAVOR;face_masks;neither;pos
1722;1290272530520059906;FAVOR;face_masks;neither;neg
1723;1290229730990387200;FAVOR;face_masks;offensive_language;pos
1724;1290774135388479524;FAVOR;face_masks;neither;pos
1725;1282676658517024769;FAVOR;face_masks;neither;pos
1726;1282629863053185024;FAVOR;face_masks;offensive_language;neg
1727;1289891925412048897;FAVOR;face_masks;neither;neg
1728;1290119497869795328;FAVOR;face_masks;offensive_language;neg
1729;1290403493988036608;FAVOR;face_masks;offensive_language;neg
1730;1289874708167622656;FAVOR;face_masks;hate_speech;neg
1731;1290413240695037958;FAVOR;face_masks;offensive_language;neg
1732;1290636674817458178;FAVOR;face_masks;neither;neg
1733;1290006694911590400;FAVOR;face_masks;hate_speech;neg
1734;1290820397659828226;FAVOR;face_masks;neither;pos
1735;1289708735410008065;FAVOR;face_masks;neither;pos
1736;1290406496048537600;FAVOR;face_masks;neither;other
1737;1290746427401015302;FAVOR;face_masks;neither;other
1738;1290010030297636864;FAVOR;face_masks;offensive_language;neg
1739;1289701334271373312;FAVOR;face_masks;neither;neg
1740;1290751552408477696;FAVOR;face_masks;offensive_language;pos
1741;1290066538746089472;FAVOR;face_masks;neither;neg
1742;1289693841981808640;FAVOR;face_masks;offensive_language;pos
1743;1290354545462312962;FAVOR;face_masks;offensive_language;neg
1744;1289739487686168577;FAVOR;face_masks;neither;pos
1745;1282717959593644032;FAVOR;face_masks;offensive_language;pos
1746;1289966866224447488;FAVOR;face_masks;neither;neg
1747;1289732425187287043;FAVOR;face_masks;neither;neg
1748;1282688539998683136;FAVOR;face_masks;offensive_language;neg
1749;1282648539282247680;FAVOR;face_masks;neither;pos
1750;1290417675676442627;FAVOR;face_masks;offensive_language;neg
1751;1290302073829908483;FAVOR;face_masks;offensive_language;neg
1752;1290154997334736897;FAVOR;face_masks;offensive_language;neg
1753;1290708176921399298;FAVOR;face_masks;offensive_language;neg
1754;1290077626070003712;FAVOR;face_masks;neither;neg
1755;1290489006833115145;FAVOR;face_masks;neither;neg
1756;1282661771623440387;FAVOR;face_masks;neither;neg
1757;1289695557770977282;FAVOR;face_masks;offensive_language;neg
1758;1282688820836696065;FAVOR;face_masks;offensive_language;pos
1759;1290709232833179650;FAVOR;face_masks;neither;other
1760;1282660879193067520;FAVOR;face_masks;neither;pos
1761;1290352474524549123;FAVOR;face_masks;offensive_language;neg
1762;1282707268077674498;FAVOR;face_masks;offensive_language;other
1763;1289627431091892225;FAVOR;face_masks;neither;other
1764;1289900880104431616;FAVOR;face_masks;neither;neg
1765;1289657189569720320;FAVOR;face_masks;neither;neg
1766;1290711594209509388;FAVOR;face_masks;neither;neg
1767;1282708311687802880;FAVOR;face_masks;hate_speech;neg
1768;1290477534123929600;FAVOR;face_masks;offensive_language;neg
1769;1289618244974911489;FAVOR;face_masks;hate_speech;other
1770;1289751607685545989;FAVOR;face_masks;offensive_language;other
1771;1282653916363202561;FAVOR;face_masks;offensive_language;neg
1772;1289974184081121280;FAVOR;face_masks;offensive_language;neg
1773;1289989266777313286;FAVOR;face_masks;neither;neg
1774;1290364334082727936;FAVOR;face_masks;offensive_language;neg
1775;1288850106339426305;FAVOR;face_masks;neither;neg
1776;1290673330383728640;FAVOR;face_masks;offensive_language;neg
1777;1290578870358487041;FAVOR;face_masks;offensive_language;pos
1778;1290757814969946121;FAVOR;face_masks;offensive_language;pos
1779;1290472317286592512;FAVOR;face_masks;neither;neg
1780;1290339127142031361;FAVOR;face_masks;offensive_language;other
1781;1288984152881029120;FAVOR;face_masks;offensive_language;neg
1782;1276964058235834369;FAVOR;face_masks;neither;pos
1783;1290151961312940032;FAVOR;face_masks;neither;neg
1784;1282715857781694467;FAVOR;face_masks;neither;other
1785;1282573313844314112;FAVOR;face_masks;offensive_language;neg
1786;1290311382559100930;FAVOR;face_masks;offensive_language;pos
1787;1290718838032601092;FAVOR;face_masks;offensive_language;neg
1788;1290657714243239937;FAVOR;face_masks;neither;neg
1789;1289925135982399488;FAVOR;face_masks;offensive_language;neg
1790;1290723703391686656;FAVOR;face_masks;offensive_language;neg
1791;1290030883982934017;FAVOR;face_masks;offensive_language;other
1792;1289895968540774400;FAVOR;face_masks;offensive_language;neg
1793;1290090257380077570;FAVOR;face_masks;neither;other
1794;1282701933611028481;FAVOR;face_masks;offensive_language;neg
1795;1287879988939644928;FAVOR;face_masks;offensive_language;neg
1796;1288603428332003328;FAVOR;face_masks;offensive_language;neg
1797;1290381742281375744;FAVOR;face_masks;offensive_language;neg
1798;1282659524516679681;FAVOR;face_masks;neither;neg
1799;1289953486805692416;FAVOR;face_masks;neither;pos
1800;1244759125860499456;FAVOR;face_masks;offensive_language;neg
1801;1289679066648285185;FAVOR;face_masks;offensive_language;neg
1802;1290509348511285248;FAVOR;face_masks;neither;neg
1803;1282667112188776448;FAVOR;face_masks;neither;neg
1804;1276685908058583040;FAVOR;face_masks;neither;neg
1805;1288655065029455880;FAVOR;face_masks;offensive_language;pos
1806;1290132312579911681;FAVOR;face_masks;offensive_language;neg
1807;1282648095260659713;FAVOR;face_masks;offensive_language;pos
1808;1290673370217025537;FAVOR;face_masks;neither;other
1809;1290155777131335680;FAVOR;face_masks;offensive_language;other
1810;1290120125257981952;FAVOR;face_masks;offensive_language;neg
1811;1289700046447968262;FAVOR;face_masks;neither;neg
1812;1290187424933396480;FAVOR;face_masks;offensive_language;neg
1813;1290356105042894850;FAVOR;face_masks;offensive_language;other
1814;1289724578537836547;FAVOR;face_masks;neither;pos
1815;1277012833197346816;FAVOR;face_masks;neither;neg
1816;1290321470195998721;FAVOR;face_masks;neither;neg
1817;1290043235692212225;FAVOR;face_masks;offensive_language;neg
1818;1290640860145692673;FAVOR;face_masks;offensive_language;pos
1819;1289738745042747392;FAVOR;face_masks;offensive_language;pos
1820;1290039184183312384;FAVOR;face_masks;hate_speech;neg
1821;1289932154726690817;FAVOR;face_masks;offensive_language;neg
1822;1290473078917599232;FAVOR;face_masks;neither;neg
1823;1290816532134506496;FAVOR;face_masks;neither;neg
1824;1290293257675722754;FAVOR;face_masks;offensive_language;neg
1825;1289925790197379073;FAVOR;face_masks;offensive_language;neg
1826;1289776391626448896;FAVOR;face_masks;neither;pos
1827;1282681510382972928;FAVOR;face_masks;offensive_language;pos
1828;1282669094563721217;FAVOR;face_masks;offensive_language;neg
1829;1290021933313007621;FAVOR;face_masks;offensive_language;neg
1830;1290654630582550528;FAVOR;face_masks;offensive_language;neg
1831;1276613610937233408;FAVOR;face_masks;neither;neg
1832;1289785240278331393;FAVOR;face_masks;offensive_language;neg
1833;1290527262572310534;FAVOR;face_masks;offensive_language;neg
1834;1290776845860757504;FAVOR;face_masks;neither;neg
1835;1290755175909666816;FAVOR;face_masks;offensive_language;pos
1836;1289930399632650243;FAVOR;face_masks;neither;neg
1837;1290179601876971522;FAVOR;face_masks;offensive_language;neg
1838;1290329198867906560;FAVOR;face_masks;offensive_language;neg
1839;1290780158190931969;FAVOR;face_masks;offensive_language;pos
1840;1289691298278957056;FAVOR;face_masks;neither;neg
1841;1282717229251989505;FAVOR;face_masks;neither;other
1842;1282707620407762945;FAVOR;face_masks;neither;pos
1843;1282079065566920704;FAVOR;face_masks;neither;neg
1844;1282712908670140416;FAVOR;face_masks;neither;pos
1845;1282709898464239616;FAVOR;face_masks;offensive_language;neg
1846;1276496830138892288;FAVOR;face_masks;offensive_language;neg
1847;1289951161320013824;FAVOR;face_masks;offensive_language;neg
1848;1290343711717482496;FAVOR;face_masks;offensive_language;neg
1849;1290365525428768768;FAVOR;face_masks;offensive_language;neg
1850;1290171903252918279;FAVOR;face_masks;offensive_language;neg
1851;1289784642883608582;FAVOR;face_masks;neither;other
1852;1288582772202901507;FAVOR;face_masks;offensive_language;neg
1853;1290248392803667968;FAVOR;face_masks;offensive_language;neg
1854;1290082118157000704;FAVOR;face_masks;offensive_language;pos
1855;1290094375876218880;FAVOR;face_masks;neither;neg
1856;1289914755532984326;FAVOR;face_masks;neither;pos
1857;1290496045311352834;FAVOR;face_masks;offensive_language;neg
1858;1289945573378813952;FAVOR;face_masks;offensive_language;neg
1859;1288799374164852736;FAVOR;face_masks;offensive_language;neg
1860;1290433873273327620;FAVOR;face_masks;neither;neg
1861;1290142804157464576;FAVOR;face_masks;offensive_language;neg
1862;1288061873351528450;FAVOR;face_masks;neither;other
1863;1277005754722144268;FAVOR;face_masks;offensive_language;neg
1864;1290304700697309184;FAVOR;face_masks;offensive_language;neg
1865;1288279652268675072;FAVOR;face_masks;neither;neg
1866;1276979557271126016;FAVOR;face_masks;neither;neg
1867;1290395326440804352;FAVOR;face_masks;offensive_language;other
1868;1290082190555045888;FAVOR;face_masks;offensive_language;other
1869;1289837384771629063;FAVOR;face_masks;offensive_language;neg
1870;1282667569300856833;FAVOR;face_masks;offensive_language;other
1871;1288876337453649921;FAVOR;face_masks;neither;neg
1872;1289885815405862914;FAVOR;face_masks;offensive_language;neg
1873;1290480625254690816;FAVOR;face_masks;neither;pos
1874;1290796406379339777;FAVOR;face_masks;offensive_language;pos
1875;1290325584279560192;FAVOR;face_masks;offensive_language;neg
1876;1290076894633705473;FAVOR;face_masks;neither;neg
1877;1290098372045545472;FAVOR;face_masks;neither;neg
1878;1290352885251936264;FAVOR;face_masks;neither;neg
1879;1289718389657591809;FAVOR;face_masks;neither;neg
1880;1289612796720603136;FAVOR;face_masks;neither;neg
1881;1290530778976120833;FAVOR;face_masks;neither;neg
1882;1289740849408925696;FAVOR;face_masks;neither;neg
1883;1282081594975477761;FAVOR;face_masks;offensive_language;neg
1884;1290700062767505413;FAVOR;face_masks;offensive_language;neg
1885;1290426777102417921;FAVOR;face_masks;offensive_language;neg
1886;1289942307316236288;FAVOR;face_masks;neither;neg
1887;1289781673991614466;FAVOR;face_masks;neither;pos
1888;1290503825879470080;FAVOR;face_masks;neither;other
1889;1282657238335848451;FAVOR;face_masks;hate_speech;neg
1890;1289919834730504192;FAVOR;face_masks;offensive_language;pos
1891;1289652141955534849;FAVOR;face_masks;neither;neg
1892;1290093606162673666;FAVOR;face_masks;neither;neg
1893;1289699845410709505;FAVOR;face_masks;neither;neg
1894;1290337880804491264;FAVOR;face_masks;offensive_language;neg
1895;1290307556183879680;FAVOR;face_masks;offensive_language;neg
1896;1282663526696280064;FAVOR;face_masks;neither;pos
1897;1290615740912066561;FAVOR;face_masks;neither;neg
1898;1277325335130824704;FAVOR;face_masks;neither;neg
1899;1289902216069799939;FAVOR;face_masks;offensive_language;neg
1900;1289710924647944192;FAVOR;face_masks;neither;neg
1901;1289783949984559104;FAVOR;face_masks;neither;pos
1902;1289727058906505216;FAVOR;face_masks;offensive_language;other
1903;1290785347186515969;FAVOR;face_masks;offensive_language;pos
1904;1282649219740897281;FAVOR;face_masks;offensive_language;neg
1905;1289666852390461440;FAVOR;face_masks;hate_speech;neg
1906;1290348641568219136;FAVOR;face_masks;neither;pos
1907;1290803574717460483;FAVOR;face_masks;neither;neg
1908;1289705432097763329;FAVOR;face_masks;offensive_language;neg
1909;1282634255252754432;FAVOR;face_masks;offensive_language;neg
1910;1290386083159502849;FAVOR;face_masks;neither;neg
1911;1290404580073918465;FAVOR;face_masks;neither;neg
1912;1282660513693011968;FAVOR;face_masks;offensive_language;neg
1913;1294002305436487681;FAVOR;face_masks;offensive_language;neg
1914;1290638458789089282;FAVOR;face_masks;offensive_language;neg
1915;1289763438059634688;FAVOR;face_masks;neither;neg
1916;1289934375816245262;FAVOR;face_masks;offensive_language;neg
1917;1282682245032095744;FAVOR;face_masks;neither;pos
1918;1290451869039460353;FAVOR;face_masks;neither;other
1919;1290623937827745792;FAVOR;face_masks;offensive_language;pos
1920;1289691503858561024;FAVOR;face_masks;neither;neg
1921;1290150650727161857;FAVOR;face_masks;offensive_language;neg
1922;1289952495578431488;FAVOR;face_masks;neither;neg
1923;1289842912465833984;FAVOR;face_masks;offensive_language;pos
1924;1276396698030538753;FAVOR;face_masks;neither;neg
1925;1290808407537197061;FAVOR;face_masks;neither;pos
1926;1289791514395074560;FAVOR;face_masks;offensive_language;neg
1927;1282646250500825088;FAVOR;face_masks;offensive_language;pos
1928;1287461194572472322;FAVOR;face_masks;offensive_language;neg
1929;1290788129352318977;FAVOR;face_masks;offensive_language;pos
1930;1290675876208824320;FAVOR;face_masks;neither;neg
1931;1276147087546163203;FAVOR;face_masks;neither;pos
1932;1290824928288108544;FAVOR;face_masks;neither;pos
1933;1289646220403769344;FAVOR;face_masks;neither;neg
1934;1282629014096539649;FAVOR;face_masks;neither;pos
1935;1289843769764798466;FAVOR;face_masks;neither;neg
1936;1290296823366574080;FAVOR;face_masks;offensive_language;other
1937;1290677641167564801;FAVOR;face_masks;offensive_language;neg
1938;1290709337330114560;FAVOR;face_masks;neither;pos
1939;1287989344050057217;FAVOR;face_masks;neither;neg
1940;1290434247812165633;FAVOR;face_masks;neither;neg
1941;1289624838210871297;FAVOR;face_masks;neither;neg
1942;1290434142602240000;FAVOR;face_masks;neither;pos
1943;1282622536375767040;FAVOR;face_masks;offensive_language;neg
1944;1282421317615022080;FAVOR;face_masks;offensive_language;other
1945;1289907762990907392;FAVOR;face_masks;offensive_language;neg
1946;1244839690085138433;FAVOR;face_masks;neither;neg
1947;1290683039849295879;FAVOR;face_masks;offensive_language;neg
1948;1290790141628493824;FAVOR;face_masks;offensive_language;neg
1949;1289640393898770432;FAVOR;face_masks;neither;neg
1950;1290526908694724608;FAVOR;face_masks;offensive_language;neg
1951;1289710456261623809;FAVOR;face_masks;offensive_language;neg
1952;1282651542714114055;FAVOR;face_masks;offensive_language;other
1953;1289645879012409344;FAVOR;face_masks;offensive_language;neg
1954;1282650708102324226;FAVOR;face_masks;neither;pos
1955;1290795022170746880;FAVOR;face_masks;offensive_language;neg
1956;1289602541441802243;FAVOR;face_masks;neither;neg
1957;1273260248057462785;FAVOR;face_masks;offensive_language;neg
1958;1282716209327161344;FAVOR;face_masks;neither;pos
1959;1290529338157219841;FAVOR;face_masks;neither;neg
1960;1289971755843428352;FAVOR;face_masks;neither;neg
1961;1290775565104971776;FAVOR;face_masks;neither;neg
1962;1290345645866463232;FAVOR;face_masks;neither;neg
1963;1290514308414214146;FAVOR;face_masks;offensive_language;neg
1964;1289951916554780673;FAVOR;face_masks;offensive_language;other
1965;1276802861221855232;FAVOR;face_masks;offensive_language;neg
1966;1289734270878089216;FAVOR;face_masks;offensive_language;pos
1967;1289706447291453441;FAVOR;face_masks;offensive_language;neg
1968;1290703189239635970;FAVOR;face_masks;neither;neg
1969;1290066767503482880;FAVOR;face_masks;neither;neg
1970;1290107006540369923;FAVOR;face_masks;offensive_language;neg
1971;1290619627425472513;FAVOR;face_masks;hate_speech;neg
1972;1282597807531139072;FAVOR;face_masks;neither;neg
1973;1290847592004427781;FAVOR;face_masks;offensive_language;neg
1974;1290234009797025793;FAVOR;face_masks;neither;neg
1975;1290819047332823041;FAVOR;face_masks;offensive_language;other
1976;1282639209602441217;FAVOR;face_masks;offensive_language;neg
1977;1289859103745966086;FAVOR;face_masks;hate_speech;neg
1978;1290379640914104320;FAVOR;face_masks;hate_speech;neg
1979;1289718610932445184;FAVOR;face_masks;offensive_language;neg
1980;1289945461374107648;FAVOR;face_masks;neither;neg
1981;1290486238433013760;FAVOR;face_masks;offensive_language;neg
1982;1289673071444365316;FAVOR;face_masks;offensive_language;neg
1983;1290651710168465408;FAVOR;face_masks;offensive_language;neg
1984;1290144630890086400;FAVOR;face_masks;offensive_language;pos
1985;1290261515640004609;FAVOR;face_masks;hate_speech;neg
1986;1290072235474956288;FAVOR;face_masks;offensive_language;neg
1987;1289647624505528320;FAVOR;face_masks;hate_speech;neg
1988;1289694956508987392;FAVOR;face_masks;offensive_language;other
1989;1290749229623840768;FAVOR;face_masks;hate_speech;neg
1990;1290677519855890432;FAVOR;face_masks;offensive_language;neg
1991;1289707265449066497;FAVOR;face_masks;neither;neg
1992;1290715626118565888;FAVOR;face_masks;offensive_language;neg
1993;1289660311608336384;FAVOR;face_masks;offensive_language;neg
1994;1290812095055839233;FAVOR;face_masks;offensive_language;neg
1995;1290643172666888193;FAVOR;face_masks;neither;neg
1996;1289709625764270082;FAVOR;face_masks;neither;pos
1997;1290495397668913152;FAVOR;face_masks;offensive_language;pos
1998;1289645027031826432;FAVOR;face_masks;neither;pos
1999;1276551061159936001;FAVOR;face_masks;hate_speech;neg
2000;1289726121332924416;FAVOR;face_masks;offensive_language;neg
2001;1290388904114294784;FAVOR;face_masks;offensive_language;neg
2002;1282693035395031042;FAVOR;face_masks;neither;pos
2003;1290436342686658565;FAVOR;face_masks;offensive_language;neg
2004;1290034474202218496;FAVOR;face_masks;offensive_language;pos
2005;1282644772310732800;FAVOR;face_masks;offensive_language;other
2006;1290132626775379969;FAVOR;face_masks;offensive_language;pos
2007;1290667675308498945;FAVOR;face_masks;offensive_language;pos
2008;1282717632479854592;FAVOR;face_masks;neither;pos
2009;1289721288689430533;FAVOR;face_masks;neither;other
2010;1290717650155266048;FAVOR;face_masks;offensive_language;other
2011;1290770478374821890;FAVOR;face_masks;neither;pos
2012;1290162820244365312;FAVOR;face_masks;offensive_language;pos
2013;1290804992287428608;FAVOR;face_masks;neither;neg
2014;1289851217837883393;FAVOR;face_masks;offensive_language;neg
2015;1282573469805404166;FAVOR;face_masks;neither;neg
2016;1289822710063869952;FAVOR;face_masks;offensive_language;pos
2017;1289920275262316546;FAVOR;face_masks;offensive_language;pos
2018;1290790414149181440;FAVOR;face_masks;neither;neg
2019;1289818596764352512;FAVOR;face_masks;neither;neg
2020;1290070758970912768;FAVOR;face_masks;offensive_language;neg
2021;1290150018477744135;FAVOR;face_masks;neither;neg
2022;1290409978319306753;FAVOR;face_masks;neither;neg
2023;1282683875676823552;FAVOR;face_masks;offensive_language;other
2024;1276723738617057280;FAVOR;face_masks;neither;pos
2025;1290220952622514176;FAVOR;face_masks;neither;neg
2026;1289603476469829632;FAVOR;face_masks;neither;pos
2027;1290672543041372162;FAVOR;face_masks;neither;pos
2028;1289768200415006720;FAVOR;face_masks;offensive_language;neg
2029;1290134161127342080;FAVOR;face_masks;offensive_language;neg
2030;1290098064984662016;FAVOR;face_masks;neither;pos
2031;1290255560814653441;FAVOR;face_masks;neither;neg
2032;1290696812232347659;FAVOR;face_masks;neither;neg
2033;1289623369621671936;FAVOR;face_masks;neither;neg
2034;1289971899863162886;FAVOR;face_masks;offensive_language;neg
2035;1290851977484673034;FAVOR;face_masks;neither;neg
2036;1289933412094971907;FAVOR;face_masks;neither;pos
2037;1290088545953239041;FAVOR;face_masks;offensive_language;neg
2038;1289925259374649349;FAVOR;face_masks;neither;pos
2039;1290472425700786176;FAVOR;face_masks;neither;neg
2040;1287865674744786945;FAVOR;face_masks;offensive_language;neg
2041;1289849467445731329;FAVOR;face_masks;offensive_language;neg
2042;1290313013140942849;FAVOR;face_masks;neither;neg
2043;1294009081238233088;FAVOR;face_masks;neither;neg
2044;1282564142998491137;FAVOR;face_masks;neither;other
2045;1289988169375481857;FAVOR;face_masks;neither;pos
2046;1282580852292059143;FAVOR;face_masks;neither;other
2047;1290244301251678208;FAVOR;face_masks;neither;pos
2048;1290370706702729218;FAVOR;face_masks;hate_speech;neg
2049;1290014950727888896;FAVOR;face_masks;neither;pos
2050;1289841365946216449;FAVOR;face_masks;neither;pos
2051;1290474192907849728;FAVOR;face_masks;offensive_language;neg
2052;1290067950960095236;FAVOR;face_masks;offensive_language;neg
2053;1290802803422633984;FAVOR;face_masks;neither;other
2054;1290414284351168513;FAVOR;face_masks;neither;neg
2055;1282626148065738753;FAVOR;face_masks;neither;neg
2056;1287648584830156800;FAVOR;face_masks;hate_speech;neg
2057;1290066054207557634;FAVOR;face_masks;hate_speech;neg
