;tweetid;cretaed_at;category;senti;hate
648;1241086061721206784;Fri Mar 20 19:35:50 +0000 2020;politics;positive;neither
649;1241096678267994112;Fri Mar 20 20:18:01 +0000 2020;conspiracy;negative;neither
650;1241101175178461187;Fri Mar 20 20:35:53 +0000 2020;conspiracy;positive;neither
651;1241111024155025408;Fri Mar 20 21:15:01 +0000 2020;conspiracy;negative;neither
652;1241111398253506560;Fri Mar 20 21:16:30 +0000 2020;calling out or correction;negative;neither
653;1241117106378362882;Fri Mar 20 21:39:11 +0000 2020;sarcasm or satire;negative;neither
654;1241119278360748032;Fri Mar 20 21:47:49 +0000 2020;sarcasm or satire;positive;neither
655;1241122200599461888;Fri Mar 20 21:59:26 +0000 2020;false fact or prevention;positive;neither
656;1241126083673686017;Fri Mar 20 22:14:52 +0000 2020;calling out or correction;negative;neither
657;1241127490619232256;Fri Mar 20 22:20:27 +0000 2020;conspiracy;positive;neither
658;1241153119104335872;Sat Mar 21 00:02:17 +0000 2020;conspiracy;negative;neither
659;1241162682935304193;Sat Mar 21 00:40:17 +0000 2020;conspiracy;negative;neither
660;1241168349159014400;Sat Mar 21 01:02:48 +0000 2020;conspiracy;neutral;neither
661;1241176255237623808;Sat Mar 21 01:34:13 +0000 2020;news;negative;neither
662;1241179389355864069;Sat Mar 21 01:46:41 +0000 2020;true prevention;neutral;neither
663;1241195318894563328;Sat Mar 21 02:49:58 +0000 2020;false fact or prevention;positive;neither
664;1241195558540197890;Sat Mar 21 02:50:56 +0000 2020;calling out or correction;positive;neither
665;1241196526610927617;Sat Mar 21 02:54:46 +0000 2020;calling out or correction;negative;neither
666;1241213126638354432;Sat Mar 21 04:00:44 +0000 2020;conspiracy;negative;neither
667;1241232637504569345;Sat Mar 21 05:18:16 +0000 2020;conspiracy;negative;neither
668;1241298051576123392;Sat Mar 21 09:38:12 +0000 2020;false fact or prevention;positive;neither
669;1241339905675952128;Sat Mar 21 12:24:31 +0000 2020;true public health response;positive;neither
670;1241355852046622720;Sat Mar 21 13:27:53 +0000 2020;true prevention;neutral;neither
671;1241363920369172486;Sat Mar 21 13:59:56 +0000 2020;calling out or correction;negative;neither
672;1241364032378081284;Sat Mar 21 14:00:23 +0000 2020;panic buying;negative;neither
673;1241386584714276865;Sat Mar 21 15:30:00 +0000 2020;calling out or correction;positive;neither
674;1241396723424956416;Sat Mar 21 16:10:17 +0000 2020;sarcasm or satire;positive;neither
675;1241407742889377796;Sat Mar 21 16:54:04 +0000 2020;conspiracy;negative;neither
676;1241416094163836929;Sat Mar 21 17:27:15 +0000 2020;calling out or correction;negative;neither
677;1241416889550725121;Sat Mar 21 17:30:25 +0000 2020;conspiracy;negative;neither
678;1241424355466317825;Sat Mar 21 18:00:05 +0000 2020;conspiracy;positive;neither
679;1241448478829576192;Sat Mar 21 19:35:57 +0000 2020;conspiracy;negative;neither
680;1241462156173983747;Sat Mar 21 20:30:17 +0000 2020;commercial activity or promotion;negative;neither
681;1241479974663729152;Sat Mar 21 21:41:06 +0000 2020;calling out or correction;neutral;neither
682;1241491211929731072;Sat Mar 21 22:25:45 +0000 2020;calling out or correction;negative;neither
683;1241515509712998400;Sun Mar 22 00:02:18 +0000 2020;conspiracy;negative;hate_speech
684;1241534383418257415;Sun Mar 22 01:17:18 +0000 2020;commercial activity or promotion;positive;neither
685;1241536070178574336;Sun Mar 22 01:24:00 +0000 2020;calling out or correction;negative;offensive_language
686;1241566309906886659;Sun Mar 22 03:24:10 +0000 2020;conspiracy;neutral;neither
687;1241614342946250753;Sun Mar 22 06:35:02 +0000 2020;calling out or correction;positive;neither
688;1241619610555879426;Sun Mar 22 06:55:57 +0000 2020;false fact or prevention;positive;neither
689;1241622923535777793;Sun Mar 22 07:09:07 +0000 2020;calling out or correction;positive;neither
690;1241626553521295360;Sun Mar 22 07:23:33 +0000 2020;sarcasm or satire;positive;neither
691;1241629527115268101;Sun Mar 22 07:35:22 +0000 2020;conspiracy;negative;neither
692;1241632040505823232;Sun Mar 22 07:45:21 +0000 2020;calling out or correction;negative;hate_speech
693;1241637950804373504;Sun Mar 22 08:08:50 +0000 2020;true prevention;positive;neither
694;1241673120559308801;Sun Mar 22 10:28:35 +0000 2020;panic buying;negative;neither
695;1241696915000979457;Sun Mar 22 12:03:08 +0000 2020;conspiracy;positive;neither
696;1241708019118997505;Sun Mar 22 12:47:16 +0000 2020;sarcasm or satire;positive;neither
697;1241712446135468034;Sun Mar 22 13:04:51 +0000 2020;conspiracy;neutral;neither
698;1241716448021512193;Sun Mar 22 13:20:45 +0000 2020;conspiracy;negative;neither
699;1241721717069766662;Sun Mar 22 13:41:42 +0000 2020;conspiracy;negative;neither
700;1241724082682343424;Sun Mar 22 13:51:06 +0000 2020;conspiracy;positive;offensive_language
701;1241725154834526214;Sun Mar 22 13:55:21 +0000 2020;conspiracy;negative;neither
702;1241726323510243328;Sun Mar 22 14:00:00 +0000 2020;calling out or correction;positive;hate_speech
703;1241737640673763329;Sun Mar 22 14:44:58 +0000 2020;irrelevant;positive;neither
704;1241758173775740928;Sun Mar 22 16:06:34 +0000 2020;conspiracy;negative;hate_speech
705;1241766621607231488;Sun Mar 22 16:40:08 +0000 2020;calling out or correction;negative;neither
706;1241769291831279616;Sun Mar 22 16:50:44 +0000 2020;calling out or correction;negative;hate_speech
707;1241770642791424000;Sun Mar 22 16:56:06 +0000 2020;calling out or correction;negative;neither
708;1241777419515764738;Sun Mar 22 17:23:02 +0000 2020;calling out or correction;negative;offensive_language
709;1241780651457753088;Sun Mar 22 17:35:53 +0000 2020;calling out or correction;negative;neither
710;1241816255985848325;Sun Mar 22 19:57:21 +0000 2020;irrelevant;positive;neither
711;1241826990862356484;Sun Mar 22 20:40:01 +0000 2020;calling out or correction;positive;neither
712;1241833604101156873;Sun Mar 22 21:06:18 +0000 2020;ambiguous or hard to classify;negative;hate_speech
713;1241848161351667713;Sun Mar 22 22:04:08 +0000 2020;true public health response;positive;neither
714;1241853498460954625;Sun Mar 22 22:25:21 +0000 2020;conspiracy;neutral;neither
715;1241858133523193857;Sun Mar 22 22:43:46 +0000 2020;calling out or correction;positive;neither
716;1241863623640854535;Sun Mar 22 23:05:35 +0000 2020;politics;positive;neither
717;1241873327272198152;Sun Mar 22 23:44:08 +0000 2020;calling out or correction;neutral;neither
718;1241881716211376131;Mon Mar 23 00:17:28 +0000 2020;calling out or correction;negative;hate_speech
719;1241900302619545601;Mon Mar 23 01:31:20 +0000 2020;politics;negative;neither
720;1241900356549910529;Mon Mar 23 01:31:33 +0000 2020;politics;neutral;neither
721;1241904391579467776;Mon Mar 23 01:47:35 +0000 2020;sarcasm or satire;neutral;neither
722;1241907435016728579;Mon Mar 23 01:59:40 +0000 2020;conspiracy;negative;neither
723;1241920834031087616;Mon Mar 23 02:52:55 +0000 2020;irrelevant;negative;neither
724;1241954604742365184;Mon Mar 23 05:07:06 +0000 2020;false fact or prevention;negative;neither
725;1241971207265804288;Mon Mar 23 06:13:05 +0000 2020;false fact or prevention;positive;neither
726;1241980932741107712;Mon Mar 23 06:51:43 +0000 2020;calling out or correction;positive;neither
727;1241994486718365696;Mon Mar 23 07:45:35 +0000 2020;calling out or correction;positive;neither
728;1242051180408090624;Mon Mar 23 11:30:52 +0000 2020;calling out or correction;positive;neither
729;1242054015770169344;Mon Mar 23 11:42:08 +0000 2020;calling out or correction;positive;neither
730;1242057539128307713;Mon Mar 23 11:56:08 +0000 2020;calling out or correction;negative;neither
731;1242083790563864576;Mon Mar 23 13:40:27 +0000 2020;calling out or correction;negative;neither
732;1242092242929700865;Mon Mar 23 14:14:02 +0000 2020;sarcasm or satire;negative;neither
733;1242094134036516866;Mon Mar 23 14:21:33 +0000 2020;conspiracy;neutral;neither
734;1242098433973870592;Mon Mar 23 14:38:38 +0000 2020;conspiracy;neutral;neither
735;1242102084901666816;Mon Mar 23 14:53:08 +0000 2020;calling out or correction;negative;offensive_language
736;1242123241541365760;Mon Mar 23 16:17:12 +0000 2020;conspiracy;negative;hate_speech
737;1242132599734259716;Mon Mar 23 16:54:24 +0000 2020;calling out or correction;positive;offensive_language
738;1242154513320030208;Mon Mar 23 18:21:28 +0000 2020;conspiracy;negative;neither
739;1242181388893409281;Mon Mar 23 20:08:16 +0000 2020;ambiguous or hard to classify;positive;neither
740;1242185092853911553;Mon Mar 23 20:22:59 +0000 2020;politics;negative;neither
741;1242186113147691010;Mon Mar 23 20:27:02 +0000 2020;calling out or correction;negative;neither
742;1242192478930898944;Mon Mar 23 20:52:20 +0000 2020;conspiracy;negative;neither
743;1242195849809203203;Mon Mar 23 21:05:44 +0000 2020;calling out or correction;positive;neither
744;1242203651780816904;Mon Mar 23 21:36:44 +0000 2020;politics;negative;neither
745;1242207113423851521;Mon Mar 23 21:50:29 +0000 2020;irrelevant;positive;neither
746;1242210819565391880;Mon Mar 23 22:05:13 +0000 2020;conspiracy;negative;hate_speech
747;1242213060317605888;Mon Mar 23 22:14:07 +0000 2020;sarcasm or satire;neutral;neither
748;1242215546894024711;Mon Mar 23 22:24:00 +0000 2020;calling out or correction;positive;neither
749;1242216078085959685;Mon Mar 23 22:26:06 +0000 2020;conspiracy;negative;neither
750;1242217274725019653;Mon Mar 23 22:30:52 +0000 2020;true public health response;neutral;neither
751;1242228008662032395;Mon Mar 23 23:13:31 +0000 2020;conspiracy;negative;hate_speech
752;1242246852835074048;Tue Mar 24 00:28:24 +0000 2020;false fact or prevention;positive;neither
753;1242251532742979584;Tue Mar 24 00:46:59 +0000 2020;calling out or correction;negative;neither
754;1242289189170765824;Tue Mar 24 03:16:37 +0000 2020;calling out or correction;negative;neither
755;1242305127131885569;Tue Mar 24 04:19:57 +0000 2020;false fact or prevention;neutral;neither
756;1242323123782864896;Tue Mar 24 05:31:28 +0000 2020;false fact or prevention;neutral;neither
757;1242349378439872512;Tue Mar 24 07:15:48 +0000 2020;politics;positive;neither
758;1242354121887408129;Tue Mar 24 07:34:39 +0000 2020;calling out or correction;positive;offensive_language
759;1242390754955124738;Tue Mar 24 10:00:13 +0000 2020;politics;negative;neither
760;1242394707403169792;Tue Mar 24 10:15:55 +0000 2020;calling out or correction;positive;offensive_language
761;1242396413536768000;Tue Mar 24 10:22:42 +0000 2020;sarcasm or satire;neutral;neither
762;1242406745265393669;Tue Mar 24 11:03:45 +0000 2020;false fact or prevention;positive;neither
763;1242413108376686594;Tue Mar 24 11:29:02 +0000 2020;calling out or correction;negative;neither
764;1242413837715996672;Tue Mar 24 11:31:56 +0000 2020;true public health response;neutral;neither
765;1242418952795455489;Tue Mar 24 11:52:16 +0000 2020;politics;negative;neither
766;1242420192493342720;Tue Mar 24 11:57:11 +0000 2020;conspiracy;positive;neither
767;1242421654862659585;Tue Mar 24 12:03:00 +0000 2020;conspiracy;negative;hate_speech
768;1242422753682051072;Tue Mar 24 12:07:22 +0000 2020;calling out or correction;negative;hate_speech
769;1242426454069129216;Tue Mar 24 12:22:04 +0000 2020;calling out or correction;positive;neither
770;1242429268157751296;Tue Mar 24 12:33:15 +0000 2020;calling out or correction;negative;neither
771;1242431698635304961;Tue Mar 24 12:42:54 +0000 2020;calling out or correction;positive;neither
772;1242434187682091009;Tue Mar 24 12:52:48 +0000 2020;calling out or correction;neutral;neither
773;1242441536509374464;Tue Mar 24 13:22:00 +0000 2020;calling out or correction;positive;neither
774;1242450591135289344;Tue Mar 24 13:57:59 +0000 2020;sarcasm or satire;negative;neither
775;1242451518751682562;Tue Mar 24 14:01:40 +0000 2020;calling out or correction;positive;neither
776;1242456815021031425;Tue Mar 24 14:22:43 +0000 2020;fake cure;negative;neither
777;1242462009683333120;Tue Mar 24 14:43:21 +0000 2020;calling out or correction;neutral;neither
778;1242462273416974336;Tue Mar 24 14:44:24 +0000 2020;calling out or correction;neutral;neither
779;1242462707313299458;Tue Mar 24 14:46:07 +0000 2020;calling out or correction;negative;neither
780;1242462743036231681;Tue Mar 24 14:46:16 +0000 2020;calling out or correction;neutral;neither
781;1242463487521173504;Tue Mar 24 14:49:13 +0000 2020;calling out or correction;negative;hate_speech
782;1242463854451286021;Tue Mar 24 14:50:41 +0000 2020;calling out or correction;positive;neither
783;1242464187181346816;Tue Mar 24 14:52:00 +0000 2020;calling out or correction;positive;neither
784;1242466916209315840;Tue Mar 24 15:02:51 +0000 2020;politics;negative;offensive_language
785;1242469186737016832;Tue Mar 24 15:11:52 +0000 2020;calling out or correction;neutral;neither
786;1242471796668092416;Tue Mar 24 15:22:14 +0000 2020;irrelevant;negative;neither
787;1242472791775031298;Tue Mar 24 15:26:12 +0000 2020;calling out or correction;negative;neither
788;1242473632493981696;Tue Mar 24 15:29:32 +0000 2020;calling out or correction;neutral;neither
789;1242473780041199616;Tue Mar 24 15:30:07 +0000 2020;calling out or correction;negative;offensive_language
790;1242474121239441408;Tue Mar 24 15:31:29 +0000 2020;calling out or correction;negative;neither
791;1242478627163439104;Tue Mar 24 15:49:23 +0000 2020;calling out or correction;negative;offensive_language
792;1242481007233769474;Tue Mar 24 15:58:50 +0000 2020;calling out or correction;positive;neither
793;1242481403683618817;Tue Mar 24 16:00:25 +0000 2020;ambiguous or hard to classify;positive;offensive_language
794;1242481819137777665;Tue Mar 24 16:02:04 +0000 2020;calling out or correction;positive;neither
795;1242485761749864448;Tue Mar 24 16:17:44 +0000 2020;ambiguous or hard to classify;positive;neither
796;1242488829321199616;Tue Mar 24 16:29:55 +0000 2020;calling out or correction;negative;hate_speech
797;1242489418528808960;Tue Mar 24 16:32:16 +0000 2020;conspiracy;neutral;neither
798;1242491484185808896;Tue Mar 24 16:40:28 +0000 2020;calling out or correction;positive;neither
799;1242493253431238656;Tue Mar 24 16:47:30 +0000 2020;true prevention;negative;neither
800;1242496061693812736;Tue Mar 24 16:58:40 +0000 2020;politics;positive;neither
801;1242501141285326849;Tue Mar 24 17:18:51 +0000 2020;calling out or correction;negative;neither
802;1242503450673504258;Tue Mar 24 17:28:01 +0000 2020;calling out or correction;positive;offensive_language
803;1242505406364213249;Tue Mar 24 17:35:48 +0000 2020;calling out or correction;negative;neither
804;1242506222915465220;Tue Mar 24 17:39:02 +0000 2020;conspiracy;positive;neither
805;1242506470282977285;Tue Mar 24 17:40:01 +0000 2020;news;negative;neither
806;1242506723006361600;Tue Mar 24 17:41:02 +0000 2020;politics;negative;neither
807;1242508947832967168;Tue Mar 24 17:49:52 +0000 2020;conspiracy;negative;neither
808;1242510467299282945;Tue Mar 24 17:55:54 +0000 2020;fake cure;negative;neither
809;1242516643982516231;Tue Mar 24 18:20:27 +0000 2020;calling out or correction;neutral;neither
810;1242517563327893504;Tue Mar 24 18:24:06 +0000 2020;calling out or correction;negative;neither
811;1242521614358585344;Tue Mar 24 18:40:12 +0000 2020;sarcasm or satire;positive;offensive_language
812;1242523483885764608;Tue Mar 24 18:47:38 +0000 2020;politics;positive;neither
813;1242525615422615559;Tue Mar 24 18:56:06 +0000 2020;true public health response;positive;neither
814;1242530771463790594;Tue Mar 24 19:16:35 +0000 2020;fake treatment;positive;neither
815;1242532132611690497;Tue Mar 24 19:22:00 +0000 2020;calling out or correction;negative;neither
816;1242540923252244480;Tue Mar 24 19:56:56 +0000 2020;calling out or correction;negative;neither
817;1242545241338417152;Tue Mar 24 20:14:05 +0000 2020;calling out or correction;negative;neither
818;1242549443041378310;Tue Mar 24 20:30:47 +0000 2020;calling out or correction;positive;neither
819;1242549723463995392;Tue Mar 24 20:31:54 +0000 2020;calling out or correction;positive;neither
820;1242551915231293443;Tue Mar 24 20:40:36 +0000 2020;calling out or correction;neutral;neither
821;1242552635888107520;Tue Mar 24 20:43:28 +0000 2020;fake cure;positive;neither
822;1242555327700258816;Tue Mar 24 20:54:10 +0000 2020;politics;negative;offensive_language
823;1242561640135929857;Tue Mar 24 21:19:15 +0000 2020;calling out or correction;negative;neither
824;1242562019800350722;Tue Mar 24 21:20:45 +0000 2020;calling out or correction;neutral;neither
825;1242562215238139905;Tue Mar 24 21:21:32 +0000 2020;calling out or correction;negative;hate_speech
826;1242565091138113539;Tue Mar 24 21:32:58 +0000 2020;calling out or correction;negative;offensive_language
827;1242566115433287681;Tue Mar 24 21:37:02 +0000 2020;calling out or correction;neutral;neither
828;1242568237620924416;Tue Mar 24 21:45:28 +0000 2020;conspiracy;negative;neither
829;1242573817395974147;Tue Mar 24 22:07:38 +0000 2020;sarcasm or satire;neutral;neither
830;1242589543875788801;Tue Mar 24 23:10:08 +0000 2020;politics;negative;offensive_language
831;1242591999049465859;Tue Mar 24 23:19:53 +0000 2020;false fact or prevention;positive;neither
832;1242606162266087424;Wed Mar 25 00:16:10 +0000 2020;sarcasm or satire;positive;offensive_language
833;1242614626304454656;Wed Mar 25 00:49:48 +0000 2020;calling out or correction;negative;offensive_language
834;1242631580503248898;Wed Mar 25 01:57:10 +0000 2020;conspiracy;positive;neither
835;1242639490465665024;Wed Mar 25 02:28:36 +0000 2020;calling out or correction;positive;neither
836;1242643824981078016;Wed Mar 25 02:45:49 +0000 2020;sarcasm or satire;neutral;neither
837;1242653632241307648;Wed Mar 25 03:24:47 +0000 2020;true prevention;positive;hate_speech
838;1242658038592520193;Wed Mar 25 03:42:18 +0000 2020;conspiracy;negative;neither
839;1242659593487966208;Wed Mar 25 03:48:29 +0000 2020;conspiracy;neutral;neither
840;1242677591271768065;Wed Mar 25 05:00:00 +0000 2020;true public health response;neutral;neither
841;1242699054997528576;Wed Mar 25 06:25:17 +0000 2020;irrelevant;negative;neither
842;1242712716352966657;Wed Mar 25 07:19:34 +0000 2020;conspiracy;neutral;neither
843;1242755605099659267;Wed Mar 25 10:10:00 +0000 2020;calling out or correction;neutral;neither
844;1242768398938849287;Wed Mar 25 11:00:50 +0000 2020;conspiracy;negative;neither
845;1242783545531260928;Wed Mar 25 12:01:01 +0000 2020;irrelevant;positive;neither
846;1242799274120949766;Wed Mar 25 13:03:31 +0000 2020;news;negative;neither
847;1242809711856148483;Wed Mar 25 13:45:00 +0000 2020;news;neutral;neither
848;1242810285301231616;Wed Mar 25 13:47:16 +0000 2020;calling out or correction;positive;neither
849;1242813974703415297;Wed Mar 25 14:01:56 +0000 2020;calling out or correction;positive;neither
850;1242817213523886082;Wed Mar 25 14:14:48 +0000 2020;irrelevant;positive;neither
851;1242819124990021632;Wed Mar 25 14:22:24 +0000 2020;conspiracy;positive;neither
852;1242834834986237955;Wed Mar 25 15:24:50 +0000 2020;calling out or correction;neutral;neither
853;1242851472997519366;Wed Mar 25 16:30:56 +0000 2020;calling out or correction;positive;neither
854;1242875976868081665;Wed Mar 25 18:08:19 +0000 2020;sarcasm or satire;positive;neither
855;1242904097159774208;Wed Mar 25 20:00:03 +0000 2020;false fact or prevention;positive;neither
856;1242933253809422336;Wed Mar 25 21:55:54 +0000 2020;calling out or correction;negative;neither
857;1242938647491620872;Wed Mar 25 22:17:20 +0000 2020;sarcasm or satire;positive;offensive_language
858;1242941213335937026;Wed Mar 25 22:27:32 +0000 2020;sarcasm or satire;negative;hate_speech
859;1242944867313029121;Wed Mar 25 22:42:03 +0000 2020;calling out or correction;neutral;neither
860;1242952926458515457;Wed Mar 25 23:14:05 +0000 2020;false fact or prevention;negative;neither
861;1242961115593584640;Wed Mar 25 23:46:37 +0000 2020;sarcasm or satire;positive;hate_speech
862;1242992684395978753;Thu Mar 26 01:52:04 +0000 2020;conspiracy;negative;neither
863;1243000492709511169;Thu Mar 26 02:23:05 +0000 2020;irrelevant;positive;neither
864;1243001127488098305;Thu Mar 26 02:25:37 +0000 2020;calling out or correction;neutral;neither
865;1243004570428534784;Thu Mar 26 02:39:18 +0000 2020;ambiguous or hard to classify;negative;offensive_language
866;1243036240942788608;Thu Mar 26 04:45:08 +0000 2020;conspiracy;positive;neither
867;1243111940819505152;Thu Mar 26 09:45:57 +0000 2020;calling out or correction;negative;neither
868;1243111951795916801;Thu Mar 26 09:45:59 +0000 2020;calling out or correction;positive;neither
869;1243144576241741824;Thu Mar 26 11:55:38 +0000 2020;irrelevant;positive;neither
870;1243180010187501569;Thu Mar 26 14:16:26 +0000 2020;true prevention;negative;hate_speech
871;1243191606120828929;Thu Mar 26 15:02:30 +0000 2020;sarcasm or satire;positive;offensive_language
872;1243199098057965572;Thu Mar 26 15:32:17 +0000 2020;sarcasm or satire;negative;neither
873;1243213880819503104;Thu Mar 26 16:31:01 +0000 2020;conspiracy;negative;neither
874;1243243707563823104;Thu Mar 26 18:29:32 +0000 2020;calling out or correction;positive;offensive_language
875;1243331407029702657;Fri Mar 27 00:18:02 +0000 2020;calling out or correction;positive;neither
876;1243372788024594433;Fri Mar 27 03:02:28 +0000 2020;sarcasm or satire;negative;hate_speech
877;1243376497554894850;Fri Mar 27 03:17:12 +0000 2020;calling out or correction;positive;neither
878;1243379784647835648;Fri Mar 27 03:30:16 +0000 2020;calling out or correction;positive;neither
879;1243508579673329665;Fri Mar 27 12:02:03 +0000 2020;conspiracy;positive;neither
880;1243510014981083138;Fri Mar 27 12:07:45 +0000 2020;calling out or correction;positive;neither
881;1243522139052863488;Fri Mar 27 12:55:56 +0000 2020;false fact or prevention;neutral;neither
882;1243551827305664512;Fri Mar 27 14:53:54 +0000 2020;irrelevant;positive;neither
883;1243573268230987776;Fri Mar 27 16:19:06 +0000 2020;calling out or correction;negative;offensive_language
884;1243576340156157952;Fri Mar 27 16:31:18 +0000 2020;news;negative;neither
885;1243590878360412160;Fri Mar 27 17:29:04 +0000 2020;news;positive;neither
886;1243600295315324929;Fri Mar 27 18:06:30 +0000 2020;calling out or correction;negative;offensive_language
887;1243601575894904832;Fri Mar 27 18:11:35 +0000 2020;calling out or correction;positive;neither
888;1243615982339399688;Fri Mar 27 19:08:50 +0000 2020;ambiguous or hard to classify;neutral;neither
889;1243628202880192512;Fri Mar 27 19:57:23 +0000 2020;calling out or correction;negative;neither
890;1243632900274139136;Fri Mar 27 20:16:03 +0000 2020;panic buying;positive;hate_speech
891;1243633910803599365;Fri Mar 27 20:20:04 +0000 2020;conspiracy;negative;neither
892;1243636847781089280;Fri Mar 27 20:31:44 +0000 2020;conspiracy;negative;neither
893;1243650754881056768;Fri Mar 27 21:27:00 +0000 2020;conspiracy;negative;hate_speech
894;1243653066752212995;Fri Mar 27 21:36:11 +0000 2020;calling out or correction;neutral;neither
895;1243667886025121792;Fri Mar 27 22:35:04 +0000 2020;irrelevant;positive;neither
896;1243668878418497536;Fri Mar 27 22:39:01 +0000 2020;calling out or correction;positive;neither
897;1243692401908043777;Sat Mar 28 00:12:29 +0000 2020;politics;positive;neither
898;1243710296549740551;Sat Mar 28 01:23:36 +0000 2020;calling out or correction;positive;neither
899;1243716441393659904;Sat Mar 28 01:48:01 +0000 2020;ambiguous or hard to classify;positive;neither
900;1243718175721582592;Sat Mar 28 01:54:54 +0000 2020;calling out or correction;negative;neither
901;1243724224297979905;Sat Mar 28 02:18:57 +0000 2020;politics;positive;neither
902;1243741319186362368;Sat Mar 28 03:26:52 +0000 2020;politics;positive;offensive_language
903;1243747890406793222;Sat Mar 28 03:52:59 +0000 2020;news;negative;neither
904;1243759469026250752;Sat Mar 28 04:39:00 +0000 2020;irrelevant;negative;neither
905;1243817035597037570;Sat Mar 28 08:27:44 +0000 2020;panic buying;positive;neither
906;1243818616958697472;Sat Mar 28 08:34:01 +0000 2020;irrelevant;positive;offensive_language
907;1243901939437522946;Sat Mar 28 14:05:07 +0000 2020;true prevention;positive;neither
908;1243906399232569345;Sat Mar 28 14:22:50 +0000 2020;conspiracy;positive;neither
909;1243908420324847616;Sat Mar 28 14:30:52 +0000 2020;ambiguous or hard to classify;neutral;neither
910;1243934288829018112;Sat Mar 28 16:13:40 +0000 2020;conspiracy;negative;neither
911;1243962896268353536;Sat Mar 28 18:07:20 +0000 2020;calling out or correction;neutral;neither
912;1243973105535483906;Sat Mar 28 18:47:54 +0000 2020;calling out or correction;positive;neither
913;1243975011960082432;Sat Mar 28 18:55:29 +0000 2020;politics;negative;neither
914;1243981545213513728;Sat Mar 28 19:21:27 +0000 2020;false fact or prevention;negative;neither
915;1243999991506616321;Sat Mar 28 20:34:45 +0000 2020;irrelevant;positive;offensive_language
916;1244011161420541952;Sat Mar 28 21:19:08 +0000 2020;politics;positive;neither
917;1244020139865116672;Sat Mar 28 21:54:48 +0000 2020;ambiguous or hard to classify;negative;neither
918;1244021642986061824;Sat Mar 28 22:00:47 +0000 2020;politics;positive;neither
919;1244054437665992704;Sun Mar 29 00:11:06 +0000 2020;irrelevant;positive;neither
920;1244059192974954496;Sun Mar 29 00:29:59 +0000 2020;fake cure;neutral;neither
921;1244062255387377665;Sun Mar 29 00:42:09 +0000 2020;conspiracy;negative;neither
922;1244088832657686530;Sun Mar 29 02:27:46 +0000 2020;fake treatment;positive;offensive_language
923;1244100793591926784;Sun Mar 29 03:15:18 +0000 2020;conspiracy;negative;neither
924;1244119593750343680;Sun Mar 29 04:30:00 +0000 2020;calling out or correction;neutral;neither
925;1244136388074799104;Sun Mar 29 05:36:44 +0000 2020;news;neutral;neither
926;1244159214072840192;Sun Mar 29 07:07:26 +0000 2020;calling out or correction;positive;neither
927;1244175908333912070;Sun Mar 29 08:13:46 +0000 2020;fake cure;negative;neither
928;1244185618005057537;Sun Mar 29 08:52:21 +0000 2020;conspiracy;neutral;offensive_language
929;1244186199696211968;Sun Mar 29 08:54:40 +0000 2020;calling out or correction;negative;hate_speech
930;1244219915093127169;Sun Mar 29 11:08:38 +0000 2020;false fact or prevention;negative;hate_speech
931;1244231424179388417;Sun Mar 29 11:54:22 +0000 2020;ambiguous or hard to classify;neutral;neither
932;1244235592772268033;Sun Mar 29 12:10:56 +0000 2020;false fact or prevention;positive;neither
933;1244237783851569152;Sun Mar 29 12:19:39 +0000 2020;politics;negative;hate_speech
934;1244241409613484034;Sun Mar 29 12:34:03 +0000 2020;ambiguous or hard to classify;negative;neither
935;1244244496822554625;Sun Mar 29 12:46:19 +0000 2020;true public health response;negative;neither
936;1244245440977088513;Sun Mar 29 12:50:04 +0000 2020;fake treatment;positive;neither
937;1244248354457968640;Sun Mar 29 13:01:39 +0000 2020;politics;negative;neither
938;1244252967064219648;Sun Mar 29 13:19:59 +0000 2020;news;positive;neither
939;1244252985858949121;Sun Mar 29 13:20:03 +0000 2020;politics;negative;offensive_language
940;1244254232561225729;Sun Mar 29 13:25:00 +0000 2020;politics;positive;neither
941;1244257008532021249;Sun Mar 29 13:36:02 +0000 2020;fake treatment;positive;offensive_language
942;1244267193442938887;Sun Mar 29 14:16:30 +0000 2020;politics;neutral;neither
943;1244270192710090753;Sun Mar 29 14:28:26 +0000 2020;ambiguous or hard to classify;negative;hate_speech
944;1244272713432252417;Sun Mar 29 14:38:27 +0000 2020;calling out or correction;negative;neither
945;1244273308834697219;Sun Mar 29 14:40:48 +0000 2020;calling out or correction;neutral;neither
946;1244273896704049155;Sun Mar 29 14:43:09 +0000 2020;fake treatment;positive;neither
947;1244275670718562304;Sun Mar 29 14:50:12 +0000 2020;false fact or prevention;negative;neither
948;1244694680832483330;Mon Mar 30 18:35:11 +0000 2020;calling out or correction;neutral;neither
949;1244700123306831879;Mon Mar 30 18:56:49 +0000 2020;true public health response;negative;neither
950;1244738285252915200;Mon Mar 30 21:28:27 +0000 2020;sarcasm or satire;negative;neither
951;1244955734871142400;Tue Mar 31 11:52:32 +0000 2020;calling out or correction;negative;neither
952;1245007395039870976;Tue Mar 31 15:17:48 +0000 2020;conspiracy;negative;neither
953;1245052012472995840;Tue Mar 31 18:15:06 +0000 2020;calling out or correction;negative;neither
954;1245091744791707648;Tue Mar 31 20:52:59 +0000 2020;conspiracy;negative;neither
955;1245119497863749633;Tue Mar 31 22:43:16 +0000 2020;conspiracy;negative;neither
956;1245294187668549632;Wed Apr 01 10:17:25 +0000 2020;calling out or correction;negative;neither
