;tweetid;stance;temporal;hate;sentiment
1568;1484935113410547724;deny;present;neither;negative
1569;1484936669543505930;deny;present;offensive_language;negative
1570;1484937052244357142;deny;future;neither;negative
1571;1484954668291989506;deny;past;neither;positive
1572;1484957302314741761;deny;future;neither;negative
1573;1484981391745900544;deny;past;neither;negative
1574;1485015475012931585;deny;past;neither;negative
1575;1485026646302158850;deny;present;neither;negative
1576;1485039125283713027;deny;future;neither;negative
1577;1485068135304736771;deny;future;offensive_language;positive
1578;1485110886712893445;deny;future;neither;negative
1579;1485119141665202177;deny;future;neither;negative
1580;1485161356890419202;deny;future;neither;negative
1581;1485172200047005696;deny;future;offensive_language;negative
1582;1485198395895697411;deny;future;neither;neutral
1583;1485220363743395843;deny;past;neither;negative
1584;1485227516142960640;deny;present;hate_speech;negative
1585;1485234988899569666;deny;future;neither;negative
1586;1485260486107181056;deny;present;neither;positive
1587;1485277585693196290;deny;present;offensive_language;neutral
1588;1485278025319071748;deny;future;neither;negative
1589;1485282821019156481;deny;future;neither;negative
1590;1485305891184431114;deny;future;neither;negative
1591;1485317949707591680;deny;past;offensive_language;positive
1592;1485331388219883523;deny;present;neither;negative
1593;1485351377576546306;deny;past;neither;negative
1594;1485353251256127488;deny;future;neither;positive
1595;1485399620658208768;deny;present;neither;negative
1596;1485429932385878017;deny;future;neither;negative
1597;1485455805457436672;deny;present;neither;negative
1598;1485456194109988864;deny;present;offensive_language;neutral
1599;1485551985030012928;deny;future;neither;negative
1600;1485576527148466176;deny;future;neither;negative
1601;1485584163717718021;deny;future;neither;negative
1602;1485598088769191939;deny;future;offensive_language;negative
1603;1485614174029889540;deny;past;offensive_language;negative
1604;1485614841339465730;deny;past;neither;positive
1605;1485618452156928003;deny;future;neither;negative
1606;1485628970733244419;deny;past;offensive_language;positive
1607;1485637461606907908;deny;present;neither;negative
1608;1485638147287527426;deny;past;neither;positive
1609;1485638318222155783;deny;present;neither;negative
1610;1485646216381837312;deny;past;neither;negative
1611;1485650463626256385;deny;present;offensive_language;negative
1612;1485653849469865990;deny;future;neither;negative
1613;1485677584809709568;deny;future;neither;positive
1614;1485687742130704385;deny;present;neither;negative
1615;1485688275356594176;deny;future;neither;negative
1616;1485696028049354752;deny;future;neither;negative
1617;1485698346991992832;deny;present;offensive_language;negative
1618;1485699112892731397;deny;present;neither;negative
1619;1485708764653268998;deny;future;offensive_language;positive
1620;1485733405698441219;deny;present;neither;positive
1621;1485741136568332290;deny;future;neither;positive
1622;1485755058826403849;deny;past;offensive_language;neutral
1623;1485776457313837057;deny;future;neither;negative
1624;1485791498746671104;deny;past;neither;negative
1625;1485834473438859264;deny;future;neither;negative
1626;1485849830534807556;deny;present;offensive_language;negative
1627;1485875400500731904;deny;present;hate_speech;positive
1628;1485878239822233602;deny;future;neither;positive
1629;1485901926197870596;deny;future;neither;negative
1630;1485904953541595136;deny;future;neither;neutral
1631;1485923324698013700;deny;future;neither;positive
1632;1485924289509568516;deny;past;offensive_language;negative
1633;1485931062308057088;deny;present;neither;negative
1634;1485938070981648386;deny;present;neither;negative
1635;1485941015328530434;deny;present;neither;negative
1636;1485951034988142600;deny;past;offensive_language;negative
1637;1485977163409018881;deny;present;neither;negative
1638;1486285885406519297;deny;future;neither;negative
1639;1486290755350110210;deny;present;neither;negative
1640;1486290980391333890;deny;present;neither;negative
1641;1486310256611405830;deny;future;neither;positive
1642;1486313614583681025;deny;present;offensive_language;positive
1643;1486313668832903175;deny;present;neither;negative
1644;1486313704568274951;deny;future;neither;negative
1645;1486318258584227848;deny;future;neither;negative
1646;1486329278828617736;deny;future;neither;negative
1647;1486335445755736074;deny;future;hate_speech;negative
1648;1486336168887263244;deny;past;offensive_language;positive
1649;1486336341608747009;deny;future;neither;neutral
1650;1486336667879411722;deny;future;neither;negative
1651;1486339382600740868;deny;future;offensive_language;negative
1652;1486377883060908035;deny;present;neither;positive
1653;1486380407796895745;deny;past;neither;positive
1654;1486391815183998980;deny;past;neither;negative
1655;1486404775612542978;deny;future;neither;negative
1656;1486409543349383175;deny;future;neither;negative
1657;1486412237321478156;deny;present;hate_speech;negative
1658;1486424456763523076;deny;future;neither;negative
1659;1486427978821402624;deny;future;offensive_language;negative
1660;1486440002083078148;deny;past;neither;negative
1661;1486452215179276290;deny;past;neither;neutral
1662;1486453322643308544;deny;future;neither;negative
1663;1486467411637383169;deny;past;offensive_language;neutral
1664;1486505143273152513;deny;present;hate_speech;negative
1665;1486509265535782914;deny;future;neither;negative
1666;1486556998615318536;deny;future;neither;neutral
1667;1486618272170602496;deny;future;neither;negative
1668;1486670407763693569;deny;future;offensive_language;negative
1669;1486672747732344840;deny;past;neither;negative
1670;1486679307057614848;deny;future;offensive_language;negative
1671;1486680346175455239;deny;future;neither;negative
1672;1486740909555286020;deny;present;neither;negative
1673;1486741034662961155;deny;past;neither;neutral
1674;1486748245346947078;deny;present;neither;positive
1675;1486755102371332098;deny;present;neither;negative
1676;1486762645638332418;deny;present;neither;negative
1677;1486806484608454657;deny;future;neither;negative
1678;1486819742962761729;deny;future;neither;negative
1679;1486825415532593152;deny;future;neither;negative
1680;1486864773170008065;deny;past;offensive_language;negative
1681;1486868722749001728;deny;present;hate_speech;negative
1682;1486910295792517120;deny;past;neither;negative
1683;1486919532929331202;deny;present;offensive_language;negative
1684;1486934920710742017;deny;future;neither;negative
1685;1486950415304384513;deny;past;offensive_language;negative
1686;1486952595314941956;deny;future;neither;negative
1687;1486956190387085317;deny;present;offensive_language;negative
1688;1486970172267188225;deny;past;hate_speech;negative
1689;1486989797679849478;deny;past;neither;negative
1690;1487007079441252356;deny;future;neither;negative
1691;1487008186917867522;deny;future;neither;positive
1692;1487022503138578435;deny;present;neither;positive
1693;1487053996829429760;deny;past;neither;negative
1694;1487070497011429384;deny;present;neither;negative
1695;1487099701593706497;deny;future;neither;negative
1696;1487104778735738883;deny;present;offensive_language;positive
1697;1487138447420796937;deny;past;neither;negative
1698;1487170665878892547;deny;future;neither;neutral
1699;1487170833395052544;deny;present;offensive_language;negative
1700;1487172211068837890;deny;present;neither;neutral
1701;1487192818862989314;deny;past;neither;negative
1702;1487223830644805633;deny;future;neither;negative
1703;1487226997579280385;deny;future;neither;negative
1704;1487229099927998466;deny;past;neither;negative
1705;1487247907225063427;deny;past;offensive_language;negative
1706;1487248072434667520;deny;past;neither;negative
1707;1487292074017886209;deny;future;offensive_language;neutral
1708;1487292942490480642;deny;present;neither;negative
1709;1487301162244190208;deny;future;neither;negative
1710;1487380548658118662;deny;past;offensive_language;negative
1711;1487382041230462983;deny;future;neither;negative
1712;1487383286452297728;deny;present;neither;positive
1713;1487388927115857924;deny;future;neither;neutral
1714;1487391324437467138;deny;future;neither;negative
1715;1487397238410207239;deny;present;offensive_language;positive
1716;1487402083036790789;deny;present;neither;negative
1717;1487415725132333056;deny;present;neither;negative
1718;1487417100432035848;deny;future;neither;negative
1719;1487417550111752192;deny;present;hate_speech;negative
1720;1487420527543296007;deny;future;neither;positive
1721;1487420813368119302;deny;past;neither;negative
1722;1487422225762471940;deny;present;neither;negative
1723;1487432715452526592;deny;future;neither;negative
1724;1487437088836534281;deny;future;neither;positive
1725;1487449139520565254;deny;future;neither;negative
1726;1487452408284393475;deny;present;neither;negative
1727;1487476255914184704;deny;future;neither;negative
1728;1487495319382368259;deny;future;neither;neutral
1729;1487507517068300291;deny;future;neither;negative
1730;1487517859509112839;deny;past;offensive_language;negative
1731;1487518019999911938;deny;future;neither;neutral
1732;1487518916511477762;deny;past;neither;negative
1733;1487519001651687426;deny;present;neither;negative
1734;1487548077644857345;deny;past;offensive_language;negative
1735;1487565403815817217;deny;future;offensive_language;positive
1736;1487573045686333440;deny;present;neither;negative
1737;1487580601783832582;deny;future;neither;negative
1738;1487624500619448320;deny;present;neither;positive
1739;1487661031824535555;deny;future;offensive_language;negative
1740;1487677511194533888;deny;future;neither;negative
1741;1487722974446858247;deny;present;neither;neutral
1742;1487752613563179008;deny;present;neither;negative
1743;1487756123021398017;deny;past;offensive_language;positive
1744;1487758266297892866;deny;future;neither;negative
1745;1487771443647688705;deny;future;neither;positive
1746;1487776985854226438;deny;future;neither;negative
1747;1487785923886686210;deny;past;offensive_language;positive
1748;1487787375988473860;deny;past;neither;negative
1749;1487812924211142658;deny;past;neither;negative
1750;1487814581648969734;deny;future;neither;positive
1751;1487816908392914947;deny;future;neither;negative
1752;1487822579578687497;deny;present;neither;negative
1753;1487828449066889217;deny;present;neither;negative
1754;1487862043373887495;deny;past;neither;negative
1755;1487870234476224512;deny;future;neither;negative
1756;1487892426446581770;deny;future;neither;neutral
1757;1487896154788573195;deny;present;offensive_language;positive
1758;1487897217662799873;deny;present;neither;negative
1759;1487903628966854656;deny;future;neither;negative
1760;1487907771785920512;deny;future;neither;negative
1761;1487921350102503424;deny;past;offensive_language;positive
1762;1487929887604162560;deny;past;neither;positive
1763;1487956187748438018;deny;future;neither;negative
1764;1487975758156861445;deny;past;neither;negative
1765;1487988100244594690;deny;past;offensive_language;positive
1766;1488001365943242753;deny;future;offensive_language;negative
1767;1488014308604710912;deny;present;neither;negative
1768;1488054253377802240;deny;past;offensive_language;negative
1769;1488056400848855041;deny;past;offensive_language;negative
1770;1488058209415962626;deny;past;offensive_language;negative
1771;1488072320493268995;deny;future;neither;negative
1772;1488077552887472130;deny;future;neither;negative
1773;1488081319791837184;deny;future;neither;negative
1774;1488089665735385089;deny;future;neither;negative
1775;1488105246148767746;deny;present;offensive_language;negative
1776;1488106970339069956;deny;future;neither;negative
1777;1488123845399793669;deny;present;neither;negative
1778;1488129125047058445;deny;future;neither;negative
1779;1488131250644819974;deny;past;offensive_language;negative
1780;1488146500014292992;deny;future;neither;negative
1781;1488156439906500612;deny;present;neither;positive
1782;1488175250433101829;deny;present;neither;positive
1783;1488176428386590726;deny;future;neither;positive
1784;1488192345807986697;deny;past;offensive_language;negative
1785;1488199295266263042;deny;present;neither;negative
1786;1488222052431577090;deny;future;neither;positive
1787;1488234920761831428;deny;future;neither;negative
1788;1488248544867856385;deny;future;neither;negative
1789;1488250120466485252;deny;future;neither;negative
1790;1488257936745021443;deny;future;neither;negative
1791;1488271326611931139;deny;present;neither;negative
1792;1488299402863071233;deny;future;neither;negative
1793;1488307790095413251;deny;past;offensive_language;positive
1794;1488314504517668864;deny;future;neither;negative
1795;1488314888833454082;deny;future;neither;negative
1796;1488335146881269776;deny;future;neither;negative
1797;1488431818495905792;deny;future;neither;negative
1798;1488441065216647173;deny;future;neither;negative
1799;1488464423178153985;deny;future;neither;negative
1800;1488488252466245632;deny;present;offensive_language;positive
1801;1488489993672736768;deny;future;offensive_language;negative
1802;1488491813094965255;deny;past;offensive_language;positive
1803;1488508432692830212;deny;present;neither;negative
1804;1488514373693943814;deny;future;neither;neutral
1805;1488543257411919874;deny;future;neither;negative
1806;1488549670733459458;deny;future;neither;negative
1807;1488559065521393665;deny;future;neither;positive
1808;1488575239902609410;deny;future;neither;positive
1809;1488575877210324997;deny;present;neither;positive
1810;1488582395137867778;deny;past;offensive_language;neutral
1811;1488623897926946820;deny;future;neither;negative
1812;1488627760016859143;deny;past;neither;negative
1813;1488664875438063627;deny;past;neither;positive
1814;1488677138710499331;deny;present;neither;negative
1815;1488687703059312643;deny;future;neither;neutral
1816;1488698273347301376;deny;past;neither;positive
1817;1488704887701393408;deny;past;neither;positive
1818;1488724554914549762;deny;future;neither;negative
1819;1488728856207011841;deny;future;neither;positive
1820;1488749800392740865;deny;future;neither;negative
1821;1488751923608096768;deny;future;neither;negative
1822;1488754361849331713;deny;past;neither;negative
1823;1488757130656059392;deny;present;neither;negative
1824;1488783296402280454;deny;future;neither;positive
1825;1488805063996936192;deny;past;offensive_language;negative
1826;1488809598232543232;deny;present;neither;neutral
1827;1488832686080892930;deny;present;neither;negative
1828;1488843763778826241;deny;future;neither;neutral
1829;1488845940857442310;deny;past;neither;neutral
1830;1488849064779255811;deny;present;neither;neutral
1831;1488884675837792258;deny;future;neither;negative
1832;1488890265716801536;deny;present;neither;negative
1833;1488900054731698180;deny;present;neither;neutral
1834;1488901236619239424;deny;future;offensive_language;positive
1835;1488906955104083970;deny;future;neither;positive
1836;1488907998382596096;deny;present;neither;positive
1837;1488908722470629386;deny;past;offensive_language;negative
1838;1488909815007133699;deny;present;offensive_language;neutral
1839;1488920236103512077;deny;future;neither;negative
1840;1488933949225242631;deny;future;neither;neutral
1841;1488949574890934273;deny;present;neither;neutral
1842;1488959004600684549;deny;present;neither;neutral
1843;1488960319594532864;deny;present;offensive_language;positive
1844;1488967844058513413;deny;future;neither;negative
1845;1488973359719190533;deny;past;neither;positive
1846;1488984216394076160;deny;present;neither;positive
1847;1488986195455463427;deny;future;neither;negative
1848;1489015628669370378;deny;present;neither;neutral
1849;1489018447015071744;deny;future;neither;positive
1850;1489029800530427905;deny;past;neither;neutral
1851;1489047349414428674;deny;past;neither;negative
1852;1489054654822551552;deny;present;neither;negative
1853;1489071482097610754;deny;future;neither;negative
1854;1489090857143832578;deny;future;neither;neutral
1855;1489148050832596993;deny;present;offensive_language;neutral
1856;1489158633279606787;deny;future;neither;positive
1857;1489161470961016832;deny;future;neither;negative
1858;1489165781048963075;deny;past;neither;negative
1859;1489195031223226375;deny;future;neither;negative
1860;1489204634514337795;deny;future;offensive_language;negative
1861;1489205716166623232;deny;future;offensive_language;neutral
1862;1489237148264026116;deny;past;neither;negative
1863;1489254386912034818;deny;future;neither;negative
1864;1489256172200738825;deny;past;offensive_language;negative
1865;1489263425322512384;deny;present;neither;negative
1866;1489279295541415942;deny;future;neither;negative
1867;1489282012397645825;deny;future;offensive_language;negative
1868;1489284243394117635;deny;future;neither;negative
1869;1489304130694918159;deny;past;offensive_language;positive
1870;1489306172876283906;deny;present;neither;neutral
1871;1489306479605788677;deny;present;offensive_language;negative
1872;1489310553742794758;deny;present;neither;negative
1873;1489313164541972480;deny;present;neither;negative
1874;1489313545099440128;deny;present;neither;neutral
1875;1489320690926997507;deny;future;neither;positive
1876;1489324137147473924;deny;future;neither;negative
1877;1489334980677443592;deny;past;neither;negative
1878;1489347403551547395;deny;future;neither;negative
1879;1489351247669112833;deny;future;neither;neutral
1880;1489361733324054533;deny;past;offensive_language;negative
1881;1489377100360556546;deny;future;neither;negative
1882;1489392154350956545;deny;past;offensive_language;negative
1883;1489398199060250626;deny;present;neither;negative
1884;1489418949922111488;deny;past;neither;negative
1885;1489461408974745601;deny;future;neither;negative
1886;1489472497497952262;deny;present;offensive_language;negative
1887;1489496946892890113;deny;present;neither;negative
1888;1489510729006956545;deny;past;neither;positive
1889;1489521973596205060;deny;past;offensive_language;neutral
1890;1489522630210113538;deny;future;offensive_language;negative
1891;1489530939948646402;deny;present;neither;negative
1892;1489546564012027904;deny;future;neither;neutral
1893;1489546738805325826;deny;past;neither;positive
1894;1489549945770319877;deny;present;neither;negative
1895;1489549951373922304;deny;present;neither;negative
1896;1489553194619392005;deny;present;neither;negative
1897;1489562803451183105;deny;future;neither;positive
1898;1489567939279962114;deny;present;neither;negative
1899;1489578353958993921;deny;past;neither;positive
1900;1489584427541966854;deny;past;offensive_language;negative
1901;1489587171396923397;deny;future;offensive_language;neutral
1902;1489592999327956992;deny;future;neither;negative
1903;1489625549894995973;deny;past;neither;positive
1904;1489639848860438540;deny;future;neither;neutral
1905;1489640587275890690;deny;present;neither;positive
1906;1489659738090524682;deny;past;neither;negative
1907;1489678891119751169;deny;future;neither;negative
1908;1489679352753233933;deny;future;neither;positive
1909;1489680430064447494;deny;future;neither;neutral
1910;1489699704510242822;deny;past;neither;negative
1911;1489717498538864643;deny;future;offensive_language;positive
1912;1489724309077643268;deny;present;neither;negative
1913;1489729891692122121;deny;future;neither;neutral
1914;1489734904170618893;deny;past;offensive_language;negative
1915;1489746195773857793;deny;future;neither;neutral
1916;1489760281345642496;deny;present;neither;negative
1917;1489786130455474179;deny;present;neither;negative
1918;1489852474303389699;deny;future;neither;negative
1919;1489860942552784900;deny;future;neither;negative
1920;1489880360867405825;deny;present;hate_speech;negative
1921;1489894493520281601;deny;past;offensive_language;negative
1922;1489918533215526915;deny;present;neither;negative
1923;1489924243437588480;deny;future;neither;negative
1924;1489928616423137284;deny;present;neither;negative
1925;1489956824539443200;deny;present;neither;negative
1926;1489981284306853889;deny;past;neither;positive
1927;1489987892307013632;deny;present;offensive_language;negative
1928;1489988083340783617;deny;future;neither;negative
1929;1490000122725507080;deny;past;offensive_language;positive
1930;1490023307026051074;deny;future;neither;negative
1931;1490045496609628162;deny;present;neither;negative
1932;1490061478870720512;deny;past;offensive_language;negative
1933;1490068816742785028;deny;present;hate_speech;negative
1934;1490090385477029891;deny;present;neither;negative
1935;1490111066377842690;deny;future;offensive_language;neutral
1936;1490111406108073984;deny;future;neither;negative
1937;1490217340591644675;deny;present;offensive_language;negative
1938;1490233780921118722;deny;present;neither;negative
1939;1490242473406435330;deny;future;neither;neutral
1940;1490268984922587138;deny;future;neither;positive
1941;1490317108139466757;deny;future;neither;negative
1942;1490317688551448578;deny;future;neither;negative
1943;1490320042973667338;deny;future;neither;negative
1944;1490327224930779136;deny;future;offensive_language;negative
1945;1490330590855507970;deny;present;neither;neutral
1946;1490336024043696133;deny;present;neither;neutral
1947;1490366716433469449;deny;present;hate_speech;negative
1948;1490376997423439879;deny;past;offensive_language;negative
1949;1490379293955956737;deny;present;offensive_language;negative
1950;1490381206294302726;deny;present;offensive_language;negative
1951;1490421734998167560;deny;past;neither;negative
1952;1490445726589009929;deny;past;neither;negative
1953;1490450461090004999;deny;past;offensive_language;negative
1954;1490465483543306242;deny;future;neither;positive
1955;1490511020326113289;deny;present;neither;negative
1956;1490555898456121345;deny;future;neither;negative
1957;1490603589215129602;deny;past;neither;negative
1958;1490633906487545859;deny;present;neither;negative
1959;1490648918824210436;deny;future;offensive_language;negative
1960;1490656553703133187;deny;past;offensive_language;negative
1961;1490668546497593347;deny;present;neither;neutral
1962;1490685322115563520;deny;past;offensive_language;negative
1963;1490686639785451524;deny;past;neither;negative
1964;1490692074093621250;deny;future;offensive_language;positive
1965;1490692410791407621;deny;future;offensive_language;positive
1966;1490709472133586950;deny;past;offensive_language;negative
1967;1490711740782460936;deny;present;offensive_language;negative
1968;1490723233200541696;deny;past;offensive_language;negative
1969;1490724665895141382;deny;past;offensive_language;positive
1970;1490735851231399944;deny;past;hate_speech;positive
1971;1490735860492419079;deny;past;neither;negative
1972;1490751150995300353;deny;present;neither;negative
1973;1490770268448456704;deny;past;offensive_language;positive
1974;1490771702317527048;deny;past;offensive_language;neutral
1975;1490777944259760131;deny;future;neither;negative
1976;1490782531553312772;deny;future;neither;negative
1977;1490792015386144769;deny;present;neither;negative
1978;1490811366831058944;deny;past;neither;negative
1979;1490827452834549761;deny;future;neither;negative
1980;1490841865142341632;deny;present;neither;negative
1981;1490851447462043648;deny;future;hate_speech;negative
1982;1490881362953650177;deny;future;neither;negative
1983;1490902900054237191;deny;present;hate_speech;negative
1984;1490903617653465091;deny;future;neither;positive
1985;1490915941877977091;deny;present;neither;negative
1986;1490936632547049472;deny;past;neither;positive
1987;1490937515364143104;deny;present;neither;negative
1988;1490939392378417153;deny;future;offensive_language;positive
1989;1490967993840713728;deny;future;offensive_language;negative
1990;1490987048102084610;deny;future;neither;neutral
1991;1490992630381289472;deny;present;neither;neutral
1992;1491007028893941764;deny;future;neither;negative
1993;1491011691194163207;deny;present;neither;neutral
1994;1491016154260783105;deny;future;neither;neutral
1995;1491024068866617345;deny;present;neither;negative
1996;1491024358109691908;deny;past;offensive_language;negative
1997;1491027507814232065;deny;past;neither;negative
1998;1491038778311741443;deny;future;neither;neutral
1999;1491053566886252549;deny;past;neither;neutral
2000;1491073268169998336;deny;future;neither;negative
2001;1491080608248115203;deny;future;neither;negative
2002;1491104897852657664;deny;present;offensive_language;negative
2003;1491116398646468610;deny;present;neither;negative
2004;1491126059206684674;deny;present;hate_speech;negative
2005;1491136112152424448;deny;future;neither;neutral
2006;1491158682113290240;deny;future;offensive_language;negative
2007;1491158928851288066;deny;future;offensive_language;negative
2008;1491163268773457922;deny;present;neither;positive
2009;1491169921904295938;deny;present;neither;neutral
2010;1491191959574433792;deny;past;neither;negative
2011;1491221252786524160;deny;future;neither;positive
2012;1491322932588851201;deny;future;offensive_language;positive
2013;1491345039737323523;deny;present;offensive_language;negative
2014;1491370632646623235;deny;present;neither;negative
2015;1491378458085113857;deny;future;offensive_language;negative
2016;1491390673228279812;deny;future;neither;negative
2017;1491391303942553607;deny;future;neither;negative
2018;1491418938713915398;deny;present;offensive_language;negative
2019;1491422414471049219;deny;past;neither;negative
2020;1491448982396047360;deny;future;neither;negative
2021;1491464324472352770;deny;future;offensive_language;neutral
2022;1491474988859199489;deny;present;neither;negative
2023;1491496605190660107;deny;present;neither;neutral
2024;1491514417900666886;deny;present;offensive_language;negative
2025;1491520403306688514;deny;past;offensive_language;negative
2026;1491521869924769799;deny;past;neither;negative
2027;1491532449146363905;deny;past;neither;neutral
2028;1491573672758317057;deny;future;neither;negative
2029;1491581811448635392;deny;future;offensive_language;negative
2030;1491622200281276416;deny;present;neither;negative
2031;1491625669918400512;deny;present;neither;negative
2032;1491627372969402369;deny;past;offensive_language;negative
2033;1491628829114347528;deny;future;offensive_language;negative
2034;1491675609428373505;deny;future;neither;negative
2035;1491707415934345220;deny;future;neither;neutral
2036;1491734949598277633;deny;future;neither;neutral
2037;1491738483748126721;deny;past;hate_speech;negative
2038;1491741571057922049;deny;past;neither;positive
2039;1491746022145630217;deny;future;neither;negative
2040;1491746069788729346;deny;future;neither;negative
2041;1491753195755950081;deny;present;offensive_language;positive
2042;1491774311656476677;deny;future;offensive_language;negative
2043;1491792958101680132;deny;present;neither;negative
2044;1491794850408136715;deny;present;neither;neutral
2045;1491801394411499537;deny;future;neither;positive
2046;1491805289783324677;deny;past;offensive_language;negative
2047;1491817500174127108;deny;future;neither;negative
2048;1491831853946310657;deny;present;neither;negative
2049;1491832065578446856;deny;future;neither;negative
2050;1491837710868361217;deny;future;offensive_language;negative
2051;1491846141251661825;deny;present;neither;positive
2052;1491860342821040129;deny;future;neither;negative
2053;1491861754984509450;deny;present;neither;neutral
2054;1491862281231155203;deny;future;offensive_language;positive
2055;1491865827997626369;deny;future;neither;neutral
2056;1491867291822133248;deny;past;neither;negative
2057;1491874020689514496;deny;present;neither;neutral
2058;1491889842439008265;deny;present;neither;negative
2059;1491893073336541184;deny;past;offensive_language;negative
2060;1491897598562742276;deny;future;neither;positive
2061;1491925779642470404;deny;future;neither;neutral
2062;1491932036298420225;deny;future;neither;negative
2063;1491993603425456129;deny;past;neither;negative
2064;1492019790252167168;deny;future;neither;negative
2065;1492026903045283867;deny;present;neither;negative
2066;1492032840812404741;deny;present;neither;neutral
2067;1492033272846688296;deny;past;neither;negative
2068;1492067440490160153;deny;future;neither;negative
2069;1492072687098753026;deny;past;offensive_language;negative
2070;1492092420804206594;deny;present;neither;positive
2071;1492111722500530177;deny;future;offensive_language;negative
2072;1492113289970601986;deny;present;neither;negative
2073;1492121177371955203;deny;present;neither;neutral
2074;1492131887426514950;deny;past;neither;negative
2075;1492157014788694016;deny;future;neither;negative
2076;1492188042995671040;deny;future;neither;negative
2077;1492197052046094348;deny;future;neither;negative
2078;1492200197379837960;deny;past;neither;negative
2079;1492205971275456512;deny;past;offensive_language;negative
2080;1492227068053975040;deny;present;offensive_language;positive
2081;1492233767678885895;deny;present;neither;positive
2082;1492234408342036486;deny;future;neither;positive
2083;1492256997810524164;deny;present;neither;negative
2084;1492259986075914240;deny;past;offensive_language;negative
2085;1492275604053544960;deny;present;neither;neutral
2086;1492298972936900610;deny;future;offensive_language;negative
2087;1492301060098121729;deny;present;neither;negative
2088;1492335402195111937;deny;past;offensive_language;positive
2089;1492348184093511681;deny;future;offensive_language;negative
2090;1492401566351085568;deny;future;neither;neutral
2091;1492423192329207808;deny;past;offensive_language;negative
2092;1492451592796360706;deny;past;neither;negative
2093;1492489131967930374;deny;present;neither;negative
2094;1492508917129265160;deny;past;neither;negative
2095;1492519217307930626;deny;future;neither;neutral
2096;1492547769348726785;deny;future;neither;neutral
2097;1492567159603875842;deny;future;offensive_language;positive
2098;1492569695580569608;deny;present;neither;negative
2099;1492593140896870405;deny;future;neither;positive
2100;1492622437921406976;deny;present;neither;positive
2101;1492623310924005381;deny;past;neither;positive
2102;1492623946218455040;deny;past;offensive_language;positive
2103;1492641011348217861;deny;future;neither;negative
2104;1492656669775450112;deny;past;neither;negative
2105;1492682268782911488;deny;past;neither;positive
2106;1492697638424039428;deny;present;hate_speech;neutral
2107;1492796601336832000;deny;present;neither;positive
2108;1492811182226427912;deny;future;neither;negative
2109;1492827367642910722;deny;future;neither;neutral
2110;1492827515936776194;deny;present;neither;neutral
2111;1492839362437939202;deny;future;neither;negative
2112;1492844630290747394;deny;past;offensive_language;negative
2113;1492854595629944833;deny;past;offensive_language;positive
2114;1492855965988835329;deny;past;neither;negative
2115;1492869972334424070;deny;future;neither;negative
2116;1492873715708739594;deny;future;offensive_language;negative
2117;1492883575095513092;deny;past;offensive_language;positive
2118;1492889263423344645;deny;future;neither;negative
2119;1492915379252965378;deny;past;offensive_language;negative
2120;1492920546714996739;deny;future;neither;negative
2121;1492921903652163593;deny;future;neither;neutral
2122;1492923462830243841;deny;past;neither;negative
2123;1492924112175460353;deny;future;neither;negative
2124;1492956693008945155;deny;past;offensive_language;negative
2125;1492976150607400961;deny;future;neither;positive
2126;1492979036661895170;deny;future;neither;negative
2127;1493047357507883009;deny;present;offensive_language;negative
2128;1493048672380076036;deny;future;neither;negative
2129;1493050272188284930;deny;present;neither;positive
2130;1493102661973196801;deny;future;neither;positive
2131;1493118463212204033;deny;future;neither;negative
2132;1493126635335344129;deny;future;neither;negative
2133;1493180176145936386;deny;past;neither;negative
2134;1493210068271120388;deny;present;neither;neutral
2135;1493273831007567872;deny;future;neither;negative
2136;1493274449168240641;deny;present;neither;positive
2137;1493288895823458314;deny;present;neither;negative
2138;1493295389012750338;deny;past;offensive_language;positive
2139;1493304081967812608;deny;present;neither;negative
2140;1493326583331008519;deny;future;neither;negative
2141;1493411825743896576;deny;present;offensive_language;positive
2142;1493447362186027010;deny;present;neither;negative
2143;1493493699988307968;deny;past;hate_speech;positive
2144;1493539325627219970;deny;future;offensive_language;negative
2145;1493576928309112832;deny;past;neither;positive
2146;1493590113519087623;deny;present;neither;negative
2147;1493590963008286720;deny;future;neither;negative
2148;1493608190738632711;deny;future;neither;positive
2149;1493608981297774597;deny;future;neither;positive
2150;1493609863339032585;deny;past;offensive_language;negative
2151;1493614898152153102;deny;future;neither;positive
2152;1493657736738975753;deny;future;neither;negative
2153;1493664188899766275;deny;future;neither;negative
2154;1493669818351984652;deny;future;neither;negative
2155;1493682536907694087;deny;future;neither;negative
2156;1493690278074589188;deny;present;neither;positive
2157;1493692957886533634;deny;future;neither;positive
2158;1493696741828349963;deny;future;neither;negative
2159;1493704403580518401;deny;present;neither;negative
2160;1493708137903181827;deny;past;neither;neutral
2161;1493709869781819393;deny;present;neither;negative
2162;1493714192515231746;deny;past;neither;neutral
2163;1493729631274418181;deny;present;neither;negative
2164;1493731794285481987;deny;past;neither;positive
2165;1493732345156878336;deny;present;neither;negative
2166;1493760932664647683;deny;past;neither;positive
2167;1493831673120796673;deny;present;neither;negative
2168;1493835937150820352;deny;future;neither;neutral
2169;1493844483514978308;deny;future;neither;negative
2170;1493844760628367361;deny;future;neither;negative
2171;1493859727184441344;deny;past;offensive_language;negative
2172;1493860698887176192;deny;present;offensive_language;positive
2173;1493862211131002884;deny;future;offensive_language;neutral
2174;1493877415839469570;deny;present;neither;negative
2175;1493899321691209729;deny;present;offensive_language;positive
2176;1493912541864419329;deny;future;neither;positive
