tweetid;topic;hate;sentiment
1371794366424043520;others;neither;positive
1371790410314616832;impact;neither;negative
1370696533189013506;impact;neither;negative
1367105938851684354;mitigation;neither;positive
1367097087318511618;mitigation;neither;positive
1367088377208561666;others;neither;neutral
1376225637615161346;impact;neither;negative
1376224651504836612;impact;neither;negative
1376219907306762254;others;neither;positive
1371140875481276417;politics_and_policy;neither;neutral
1372261294364098562;impact;neither;negative
1374657399894667264;others;neither;positive
1375396924082286592;others;neither;neutral
1375394267741483008;others;neither;positive
1375388414254538756;mitigation;offensive_language;neutral
1374633142028357633;impact;neither;negative
1374629267447898113;others;neither;neutral
1374052022262108160;mitigation;neither;positive
1377295142089068547;mitigation;offensive_language;positive
1377293839082340355;impact;hate_speech;negative
1377289989667446786;rootcause;neither;negative
1371397565137219588;impact;hate_speech;negative
1371391157335437319;mitigation;neither;neutral
1377032958729719808;politics_and_policy;neither;neutral
1377025426250420227;others;neither;neutral
1377021905455091712;others;neither;negative
1371443578845720577;impact;neither;negative
1371490520179077122;impact;neither;negative
1371487161774612484;impact;neither;negative
1370465299330433028;impact;offensive_language;negative
1372643076691406849;impact;neither;negative
1372639087044268032;mitigation;neither;positive
1369860822021804034;politics_and_policy;offensive_language;neutral
1369858870844125186;impact;neither;negative
1373611984533344256;mitigation;offensive_language;positive
1373609667335651328;impact;neither;negative
1367269810925625345;impact;neither;negative
1366756388257615875;impact;offensive_language;neutral
1366751300520665095;impact;neither;negative
1374686103186272259;impact;neither;negative
1374679279347376131;others;neither;negative
1374679016947453957;impact;neither;negative
1374678650470211587;others;neither;negative
1374672196744974339;rootcause;neither;neutral
1374669164938473472;impact;neither;negative
1374007636639813635;mitigation;offensive_language;neutral
1452787196105220097;impact;neither;negative
1454943800669900803;others;neither;neutral
1453418417042690049;rootcause;neither;negative
1453410854624432131;impact;neither;negative
1447015212163293189;impact;neither;negative
1451484805560819712;impact;neither;negative
1447205743728345088;politics_and_policy;offensive_language;negative
1449193448372936706;impact;neither;negative
1453743216356962308;impact;neither;negative
1447873970758250500;impact;neither;negative
1445665067727425536;mitigation;offensive_language;positive
1454342376051335169;impact;offensive_language;negative
1452040133901946884;impact;neither;neutral
1452026551495794695;impact;neither;negative
1448732901663707137;impact;neither;negative
1448729749602267138;impact;neither;negative
1454289456186413060;mitigation;neither;positive
1454285243163217923;others;offensive_language;neutral
1445104143794847746;impact;neither;negative
1445628887027752965;impact;neither;neutral
1450079427816132616;impact;neither;negative
1450074483448958978;rootcause;neither;neutral
1450072274300772357;politics_and_policy;neither;neutral
1452258603562414094;others;neither;neutral
1449284688888086530;others;neither;positive
1452674713759723532;impact;hate_speech;negative
1444931594373025793;others;neither;neutral
1450454936072830978;others;neither;negative
1450449654211022850;others;neither;neutral
1451626277119660038;mitigation;neither;positive
1450395054921691136;impact;neither;negative
1452761330293817346;mitigation;neither;positive
1452758508139515905;politics_and_policy;neither;positive
1452756930456395786;impact;offensive_language;negative
1450951891626729473;impact;neither;negative
1450946053667233794;impact;neither;neutral
1447594439548063747;others;neither;negative
1451974015283761165;impact;neither;negative
1453340512077897728;mitigation;neither;positive
1444044676009496577;impact;offensive_language;negative
1354183074662125568;impact;offensive_language;negative
1354181511675858946;others;neither;positive
1346735883110785024;impact;neither;negative
1346734539100418048;others;offensive_language;neutral
1346728943798239232;impact;neither;negative
1346728260466577409;mitigation;neither;positive
1349674415651483648;impact;neither;negative
1349977898967592960;politics_and_policy;neither;neutral
1345141432470757376;impact;neither;negative
1351585211419602945;impact;neither;negative
1355900570939363333;rootcause;neither;negative
1347308288275320841;mitigation;neither;neutral
1347296978867253254;impact;neither;negative
1346174284432072711;others;neither;positive
1354200513504567299;impact;neither;negative
1347643517720539141;politics_and_policy;neither;negative
1353711879953260547;mitigation;neither;positive
1353708359598415872;mitigation;neither;positive
1351551540134354946;impact;neither;negative
1345467434342383616;impact;neither;negative
1355505314498490369;impact;neither;negative
1352136089503375360;mitigation;neither;neutral
1352119489790316544;impact;neither;negative
1349353053435142145;mitigation;offensive_language;positive
1353725564570501120;politics_and_policy;offensive_language;neutral
1348668523791474690;impact;offensive_language;negative
1348668207528337408;others;neither;neutral
1345376832607178754;impact;offensive_language;negative
1348251510275252224;impact;neither;negative
1349129109541060613;impact;neither;negative
1349122209848160257;impact;neither;negative
1349120640582885376;others;neither;neutral
1349116314670002179;impact;neither;negative
1354573661361987588;others;offensive_language;positive
1353177490332798977;others;neither;positive
1353158084483407874;impact;neither;negative
1354460415909113856;impact;neither;negative
1353663642949083136;mitigation;neither;negative
1353663420902596609;mitigation;neither;positive
1355972125778194439;impact;offensive_language;negative
1355687063446818823;impact;neither;negative
1362667012821032962;others;offensive_language;neutral
1362302405556260865;others;neither;positive
1362301581710925828;mitigation;neither;positive
1362299809428688902;others;offensive_language;negative
1362283521914544128;impact;neither;negative
1362712981885353986;politics_and_policy;neither;positive
1365377225155956736;impact;offensive_language;negative
1363150463332462594;mitigation;neither;positive
1362062682510213122;mitigation;neither;positive
1356807277857157122;impact;neither;negative
1362077452965720065;impact;neither;negative
1361309597584281603;impact;neither;negative
1389320144627716097;mitigation;neither;positive
1389319607786291210;mitigation;neither;positive
1396807827671318532;mitigation;neither;positive
1388355029481009157;mitigation;offensive_language;neutral
1392495157182873601;impact;neither;negative
1392480301289545729;impact;neither;negative
1389255184711311376;impact;neither;negative
1399414023028936704;impact;neither;negative
1385158433821716482;mitigation;neither;positive
1377606776716165124;mitigation;neither;positive
1377561796639387656;others;neither;neutral
1377561445597130755;others;neither;neutral
1377553904305573888;rootcause;neither;negative
1380111420579328002;mitigation;neither;positive
1377544350532399107;mitigation;neither;positive
1377542500307533825;impact;neither;negative
1379393390907953157;others;offensive_language;neutral
1379387701649084417;impact;neither;neutral
1384095327947399169;mitigation;neither;positive
1384087879400439808;others;neither;neutral
1387361026472034306;others;neither;neutral
1384885190611382272;mitigation;offensive_language;positive
1384884664603758593;impact;neither;negative
1386889341654425603;mitigation;neither;positive
1386886151701630978;others;neither;neutral
1377514486718861319;mitigation;neither;negative
1385850228008382464;impact;neither;negative
1379516688824143876;impact;neither;negative
1379515584073719812;impact;neither;negative
1379364448868139008;others;neither;neutral
1383174682019459073;politics_and_policy;offensive_language;neutral
1384476257346228224;impact;neither;negative
1381494994763124736;rootcause;neither;neutral
1385405968578584581;impact;neither;negative
1384120844599791625;impact;neither;negative
1384118824367124482;impact;neither;negative
1385115254682701825;others;neither;neutral
1385309724762120194;impact;neither;negative
1385657790623059969;mitigation;neither;neutral
1385657199054266372;impact;neither;negative
1384560106835255298;others;offensive_language;neutral
1384575180555489281;impact;neither;negative
1384569346048004098;impact;neither;negative
1384563628452421640;impact;neither;neutral
1385640862915256323;mitigation;neither;positive
1386540000615931906;impact;neither;negative
1386539692401729538;impact;neither;negative
1386537333772603394;others;neither;neutral
1382347034284412928;mitigation;neither;neutral
1382345233355083784;impact;neither;negative
1382342634388226051;others;neither;neutral
1388249432911585281;impact;neither;negative
1388236101651877890;others;neither;negative
1380814335392542721;rootcause;neither;negative
1380812912458010626;impact;neither;negative
1377489655600455684;impact;neither;negative
1440624430066008068;rootcause;neither;neutral
1440616924568690693;others;neither;neutral
1436665924459720714;mitigation;neither;neutral
1436655659114799109;others;neither;neutral
1434879810866614285;politics_and_policy;neither;neutral
1440276962761592840;others;neither;neutral
1440273339847643144;others;neither;neutral
1437812565535387649;others;offensive_language;neutral
1437810537258225675;impact;neither;negative
1437806468896641025;impact;neither;negative
1402052701580496902;rootcause;neither;negative
1402050489974505474;mitigation;offensive_language;neutral
1402047304157171728;mitigation;neither;neutral
1402044928339808262;impact;neither;negative
1402042701986607105;impact;neither;negative
1402042691865747456;mitigation;neither;neutral
1402042596789129224;politics_and_policy;neither;negative
1402042324792709132;rootcause;offensive_language;negative
1402041108671217664;rootcause;neither;negative
1402039837839003649;impact;neither;negative
1402039837839003649;mitigation;neither;neutral
1402039679340457989;mitigation;neither;positive
1402037707816198144;impact;neither;negative
1402037687582928898;others;neither;positive
1402037687582928898;mitigation;neither;positive
1402064068429549579;mitigation;neither;positive
1402063530757591042;mitigation;neither;negative
1402062290992746501;mitigation;neither;neutral
1402059992925016088;politics_and_policy;neither;negative
1402056654066225152;mitigation;neither;neutral
1402052801426079749;mitigation;neither;positive
1402052794375446531;politics_and_policy;neither;neutral
1402082254021607424;impact;neither;negative
1402081469569196036;mitigation;neither;positive
1402079361671438338;impact;neither;negative
1402075907225882625;impact;neither;neutral
1402075902272364547;mitigation;neither;positive
1402074420781273092;mitigation;neither;neutral
1402074283686338560;rootcause;neither;neutral
1402072724277583875;others;neither;positive
1402072724277583875;others;neither;positive
1402071637151920133;mitigation;neither;neutral
1402071331424727044;others;neither;neutral
1402070355640930306;others;neither;neutral
1402069125858574338;others;neither;positive
1402095963397779458;impact;neither;negative
1402095790173085704;others;neither;positive
1402095428380753920;impact;hate_speech;negative
1402094362020941833;impact;offensive_language;negative
1402093884100931593;impact;neither;neutral
1402093220381696000;mitigation;offensive_language;neutral
1402090925652951041;mitigation;neither;neutral
1402090503244443667;impact;neither;negative
1402090503244443667;others;neither;neutral
1402089482992631813;others;offensive_language;neutral
1402089230990409729;others;offensive_language;neutral
1402089189307523073;rootcause;neither;neutral
1402089137080053766;mitigation;neither;neutral
1402088188680695817;politics_and_policy;neither;neutral
1402086733710233602;mitigation;neither;neutral
1402109342774566914;others;neither;positive
1402109227594813440;others;neither;neutral
1402109076717379586;mitigation;neither;positive
1402107570429456391;mitigation;hate_speech;positive
1402107265432252416;impact;neither;negative
1402105621705596942;impact;neither;negative
1402105615913308164;mitigation;neither;positive
1402099291741696002;others;neither;positive
1402098153550192647;politics_and_policy;offensive_language;neutral
1402098153550192647;politics_and_policy;offensive_language;neutral
1402098059253850114;others;neither;neutral
1402098058687565826;impact;neither;negative
1402098058687565826;mitigation;neither;positive
1402127608611934208;mitigation;offensive_language;positive
1402126490049859586;others;neither;neutral
1402126054572007431;mitigation;neither;neutral
1402125770429014017;mitigation;offensive_language;positive
1402125440966270978;impact;neither;negative
1402125380123824130;impact;neither;negative
1402124354901610503;others;neither;positive
1402124112139456519;mitigation;neither;positive
1402122726253350914;others;neither;positive
1402121980292349953;mitigation;neither;positive
1402121071541723137;mitigation;neither;positive
1402120597518393349;mitigation;neither;positive
1402120597518393349;mitigation;neither;neutral
1402119223304802310;rootcause;neither;negative
1402118957214150658;impact;neither;negative
1402118944048222211;politics_and_policy;offensive_language;neutral
1402117674226708482;impact;neither;negative
1402117674226708482;impact;neither;negative
1402114410978680833;mitigation;neither;positive
1402114196712701955;impact;offensive_language;negative
1402113206848458758;others;neither;neutral
1402113202671042564;mitigation;neither;positive
1402113155493412868;politics_and_policy;neither;positive
1402143316649537538;mitigation;neither;positive
1402143193706205184;impact;neither;negative
1402142396956217347;mitigation;neither;positive
1402140878437711874;impact;neither;negative
1402140839002841089;mitigation;neither;positive
1402140374575980563;politics_and_policy;neither;positive
1402139814141599747;others;offensive_language;neutral
1402139727592046592;mitigation;neither;positive
1402139579663142916;mitigation;neither;positive
1402136835489292288;impact;neither;negative
1402136234974093322;impact;neither;negative
1402136116761878529;mitigation;neither;positive
1402136012508209155;impact;offensive_language;negative
1402135866311688194;others;neither;negative
1402135860334805000;others;neither;neutral
1402135860334805000;mitigation;neither;positive
1402135803078184962;impact;neither;negative
1402134160148475904;mitigation;hate_speech;positive
1402133017330696193;impact;neither;negative
1402132991107862530;others;offensive_language;positive
1402131875456499713;others;neither;neutral
1402131499764252673;impact;neither;negative
1402129776236797958;mitigation;offensive_language;positive
1402129634599354368;mitigation;neither;neutral
1402157769499811841;impact;neither;negative
1402157657725751300;impact;neither;negative
1402155126270398465;others;neither;positive
1402155043642515471;others;neither;positive
1402154961983639552;others;neither;neutral
1402154427201556480;mitigation;neither;positive
1402153892230668292;politics_and_policy;neither;positive
1402152991860346881;impact;neither;negative
1402152925808541698;politics_and_policy;neither;neutral
1402152491479965698;impact;neither;negative
1402151406505652226;others;neither;neutral
1402150901226381314;impact;offensive_language;negative
1402150892158210049;mitigation;offensive_language;positive
1402147993151807490;others;offensive_language;negative
1402173468737634306;impact;neither;negative
1402173468737634306;impact;neither;negative
1402173256904458246;rootcause;neither;neutral
1402173256904458246;rootcause;neither;neutral
1402172812127838216;impact;neither;negative
1402172767055794183;impact;neither;neutral
1402172345570131968;impact;offensive_language;negative
1402171922931089417;politics_and_policy;neither;neutral
1402171922931089417;others;neither;neutral
1402171446940606468;impact;neither;negative
1402171378812530691;mitigation;neither;positive
1402170925919916034;mitigation;neither;positive
1402170669748658177;impact;neither;negative
1402170575183921152;mitigation;neither;positive
1402170543856447489;mitigation;neither;positive
1402170543856447489;others;neither;neutral
1402170218747662337;politics_and_policy;neither;neutral
1402169684015845376;mitigation;neither;positive
1402169433448235008;impact;neither;neutral
1402168978596941829;mitigation;neither;neutral
1402167766157774850;politics_and_policy;offensive_language;positive
1402167485164666883;rootcause;neither;negative
1402167257686364163;impact;neither;negative
1402166923517956098;mitigation;neither;positive
1402166061441732611;mitigation;neither;positive
1402166061441732611;others;neither;positive
1402166008731873280;impact;neither;neutral
1402166003098849280;rootcause;neither;negative
1402165790464385031;politics_and_policy;offensive_language;negative
1402165712869904385;mitigation;neither;neutral
1402165521852899328;others;hate_speech;neutral
1402188498912874498;others;neither;neutral
1402188193882062849;mitigation;neither;neutral
1402187928164614147;impact;neither;negative
1402187928164614147;rootcause;neither;neutral
1402187903661268994;mitigation;neither;neutral
1402187720315838465;impact;neither;neutral
1402187709460877327;mitigation;neither;positive
1402187673780035584;impact;neither;negative
1402187673780035584;rootcause;neither;neutral
1402187076456501249;others;neither;neutral
1402187061004754944;politics_and_policy;neither;neutral
1402186652823478272;others;neither;positive
1402186652823478272;mitigation;neither;positive
1402186561882624002;others;hate_speech;neutral
1404226920343031809;impact;offensive_language;negative
1404226920343031809;impact;offensive_language;negative
1404226871689199617;others;offensive_language;positive
1404226871689199617;others;offensive_language;positive
1404226173614190594;politics_and_policy;offensive_language;negative
1404226168144883712;politics_and_policy;neither;neutral
1404226087320698885;mitigation;neither;positive
1404224841306103810;politics_and_policy;neither;neutral
1404224841306103810;politics_and_policy;neither;negative
1404224314568757254;mitigation;neither;negative
1404224058003116032;politics_and_policy;neither;negative
1404223261622235140;rootcause;neither;negative
1404223261622235140;rootcause;neither;negative
1404217624091709443;impact;neither;negative
1404214501755457537;politics_and_policy;neither;negative
1404212119101448192;others;neither;neutral
1404212106463952898;politics_and_policy;neither;positive
1404241465853845508;impact;offensive_language;negative
1404240711092953095;impact;neither;negative
1404239947159281664;impact;neither;negative
1404228340429463552;others;neither;negative
1404228340429463552;others;neither;neutral
1404227648562335745;mitigation;offensive_language;positive
1404256753240313858;others;neither;neutral
1404256423056490496;mitigation;neither;positive
1404256423056490496;mitigation;neither;positive
1404253026383060997;impact;offensive_language;negative
1404251536511750147;mitigation;neither;neutral
1404247696425185280;mitigation;hate_speech;positive
1404247696425185280;mitigation;hate_speech;positive
1404246714907648001;mitigation;neither;positive
1404246426683543557;mitigation;neither;positive
1404245585679499269;rootcause;neither;neutral
1404244954793144320;mitigation;neither;positive
1404244636659458048;politics_and_policy;neither;positive
1404243586997096451;others;neither;positive
1404243531363799043;politics_and_policy;neither;neutral
1404243531363799043;others;neither;neutral
1404242272179326985;others;neither;neutral
1404242272179326985;others;neither;positive
1404271932300615684;impact;offensive_language;negative
1404264752394608644;mitigation;neither;neutral
1404263884178051072;impact;neither;negative
1404263862837211139;politics_and_policy;offensive_language;negative
1404263862837211139;politics_and_policy;offensive_language;negative
1404262585344606209;others;neither;positive
1404262534417424384;others;neither;neutral
1404262534417424384;impact;neither;negative
1404262229181145092;impact;neither;negative
1404262229181145092;impact;neither;negative
1404261522419990528;rootcause;neither;negative
1404259821218525187;politics_and_policy;neither;negative
1404258472607113218;others;neither;neutral
1404258106423623681;politics_and_policy;neither;neutral
1404258106423623681;politics_and_policy;neither;neutral
1404257423905394692;mitigation;neither;positive
1404285840872787969;impact;neither;negative
1404283375783792640;impact;neither;neutral
1404281943298961408;rootcause;neither;negative
1404281763438886914;politics_and_policy;offensive_language;negative
1404277623501492225;impact;offensive_language;neutral
1404277623501492225;others;offensive_language;neutral
1404275309197860865;mitigation;neither;neutral
1404274573357502467;rootcause;neither;negative
1404272905286991874;impact;neither;negative
1404272905286991874;impact;neither;negative
1404272905286991874;rootcause;neither;neutral
1404299629764612101;impact;neither;negative
1404296011628089348;impact;neither;negative
1404295901313593344;others;offensive_language;positive
1404294560122118148;mitigation;neither;positive
1404291405967548420;others;neither;positive
1404287731455475712;mitigation;neither;positive
1404316281021468672;rootcause;neither;negative
1404314938114334720;rootcause;offensive_language;negative
1404314938114334720;mitigation;offensive_language;positive
1404314919781154816;mitigation;neither;positive
1404312137242087427;mitigation;neither;positive
1404312066161184768;impact;neither;negative
1404311004184412162;politics_and_policy;neither;neutral
1404310827646087168;mitigation;neither;positive
1404307885299961856;rootcause;neither;negative
1404307589165371398;impact;neither;negative
1404304642784198657;impact;neither;negative
1404303911280857088;mitigation;offensive_language;positive
1404303911280857088;others;offensive_language;positive
1404303887142690816;mitigation;neither;neutral
1404303715289473024;politics_and_policy;neither;negative
1404329565703577601;politics_and_policy;neither;neutral
1404329438578462728;others;neither;neutral
1404329099774992385;mitigation;neither;positive
1404329099774992385;mitigation;neither;positive
1404329090576957441;politics_and_policy;neither;neutral
1404326405261905920;politics_and_policy;neither;neutral
1404326238408249355;mitigation;neither;neutral
1404326074352340994;mitigation;neither;positive
1404326074352340994;mitigation;neither;positive
1404325859645956100;mitigation;neither;neutral
1404325646327767043;politics_and_policy;offensive_language;neutral
1404325646327767043;politics_and_policy;offensive_language;negative
1404325288985698307;mitigation;offensive_language;positive
1404325256014217219;politics_and_policy;neither;neutral
1404324172998733830;mitigation;offensive_language;neutral
1404323667224547349;politics_and_policy;neither;negative
1404320904381751297;politics_and_policy;offensive_language;positive
1404347685554081794;politics_and_policy;neither;neutral
1404346867115196416;politics_and_policy;neither;positive
1404346027516207109;mitigation;neither;neutral
1404345020245856266;others;offensive_language;positive
1404344937567686661;mitigation;offensive_language;positive
1404343986282807297;politics_and_policy;neither;neutral
1404342025542008835;mitigation;neither;positive
1404341596175339523;impact;neither;negative
1404341586398429187;others;neither;positive
1404340648988270592;politics_and_policy;neither;neutral
1404340329831047175;impact;neither;negative
1404340329831047175;politics_and_policy;neither;positive
1404339572935475200;politics_and_policy;neither;neutral
1404334465015496705;impact;neither;negative
1404334195862773762;mitigation;neither;positive
1404334195862773762;politics_and_policy;neither;neutral
1404333463382151168;rootcause;neither;negative
1404362975176237057;others;neither;neutral
1404362975176237057;impact;neither;negative
1404362939721826305;others;neither;positive
1404362939721826305;mitigation;neither;positive
1404361905112850434;politics_and_policy;neither;neutral
1404357905650958338;mitigation;neither;positive
1404357555443359746;mitigation;offensive_language;positive
1404355447042228225;others;neither;positive
1404355444571885568;mitigation;offensive_language;positive
1404353682175627264;mitigation;offensive_language;positive
1404353381465051140;others;neither;neutral
1404353381465051140;mitigation;neither;positive
1404353057333317633;others;neither;positive
1404353007995789318;others;neither;positive
1404353007995789318;mitigation;neither;positive
1404352914144075777;mitigation;neither;positive
1404352861044195328;others;neither;neutral
1404377948036206597;impact;neither;negative
1404376834117152769;others;neither;negative
1404376834117152769;mitigation;neither;positive
1404376811644100619;politics_and_policy;neither;positive
1404376811644100619;others;neither;neutral
1404376206875705348;mitigation;neither;positive
1404375563800883206;mitigation;neither;positive
1404374289235726338;impact;neither;negative
1404374286450806786;impact;neither;neutral
1404374283401502720;others;neither;neutral
1404374280352276481;impact;neither;negative
1404374261612138502;impact;neither;neutral
1404373666457128965;impact;neither;negative
1404373666457128965;impact;neither;negative
1404373560286662656;mitigation;neither;positive
1404373546910904322;mitigation;neither;positive
1404373337275613188;mitigation;neither;positive
1404371393437966337;others;neither;positive
1404371038318776324;mitigation;neither;positive
1404370802418532356;mitigation;neither;positive
1404370237496066050;impact;neither;negative
1404369985259048960;politics_and_policy;neither;negative
1404369785216024576;others;neither;neutral
1404368690628501509;mitigation;neither;positive
1404368311786291202;others;neither;neutral
1404393087623892995;politics_and_policy;offensive_language;neutral
1404392808878854146;impact;neither;negative
1404391929077456901;mitigation;neither;positive
1404391601552637954;mitigation;neither;positive
1404388495909658628;mitigation;neither;positive
1404388366641254400;politics_and_policy;neither;neutral
1404386093613600770;impact;neither;negative
1404385896024231944;mitigation;offensive_language;positive
1404385695704268803;impact;neither;negative
1404385695704268803;others;neither;neutral
1404385653975040001;impact;offensive_language;negative
1404385653975040001;others;offensive_language;negative
1404385630025551878;mitigation;neither;positive
1404385630025551878;mitigation;neither;positive
1404385627974500352;politics_and_policy;neither;positive
1404385626552668160;mitigation;neither;positive
1404382639184773124;mitigation;neither;positive
1404382143346884617;others;neither;positive
1404382143346884617;others;neither;positive
1404381889109151745;others;neither;positive
1404381619922911235;others;offensive_language;neutral
1404381293450776582;mitigation;neither;positive
1404407790857330688;others;neither;positive
1404407790857330688;others;neither;neutral
1404407559503728641;others;neither;positive
1404407559503728641;others;neither;neutral
1404407459284934662;others;neither;neutral
1404407459284934662;others;neither;neutral
1404407416507207681;politics_and_policy;neither;negative
1404405906977087489;mitigation;neither;positive
1404405510984527879;mitigation;neither;positive
1404404644353384448;others;neither;positive
1404404074812936192;politics_and_policy;neither;negative
1404422876980207618;politics_and_policy;neither;neutral
1404419633097105409;mitigation;neither;neutral
1404419277810188289;impact;neither;negative
1404419186399629317;mitigation;neither;neutral
1404419186399629317;mitigation;neither;positive
1404419166745022464;politics_and_policy;offensive_language;neutral
1404418596558737409;mitigation;offensive_language;neutral
1404418532947922945;others;neither;neutral
1404418199572058112;impact;neither;negative
1404417322291400712;politics_and_policy;neither;neutral
1404417096793088002;others;neither;neutral
1404417063238737926;impact;neither;negative
1404416550346575872;others;neither;neutral
1404416007595302915;impact;neither;negative
1404415867056754689;rootcause;neither;negative
1404415828284559375;others;offensive_language;negative
1404415828284559375;others;offensive_language;positive
1404438168238231561;impact;neither;negative
1404438168238231561;others;neither;positive
1404437229313966084;impact;neither;negative
1404437100393545729;others;neither;positive
1404436834550222852;impact;neither;negative
1404436581516185602;impact;neither;negative
1404436185439633415;mitigation;neither;neutral
1404435325557121036;mitigation;neither;positive
1404433335401734146;mitigation;neither;neutral
1404433076718026752;mitigation;neither;positive
1404430926457688065;mitigation;offensive_language;positive
1404430274457485315;mitigation;neither;positive
1404452746128932870;others;neither;positive
1404452741846503429;politics_and_policy;neither;positive
1404452325700345859;impact;neither;negative
1404452038629642249;others;neither;positive
1404451367096184832;others;offensive_language;positive
1404451080595988481;others;neither;neutral
1404451062929633286;mitigation;neither;negative
1404451062929633286;others;neither;neutral
1404450818816884748;politics_and_policy;neither;neutral
1404448573220065287;others;neither;positive
1404448573220065287;others;neither;neutral
1404448088257925121;others;neither;neutral
1404446141341646860;mitigation;neither;positive
1404446123343986695;politics_and_policy;offensive_language;positive
1404446123343986695;politics_and_policy;offensive_language;neutral
1404468537499033609;mitigation;offensive_language;positive
1404468410000547844;mitigation;neither;positive
1404468400315904005;impact;neither;negative
1404468400315904005;impact;neither;negative
1404467828485464067;others;neither;neutral
1404464914014654466;rootcause;neither;neutral
1404462099565318146;impact;neither;negative
1404461135961657348;politics_and_policy;neither;neutral
1404481623186366465;mitigation;neither;positive
1404476260709924865;mitigation;neither;positive
1404475854911164428;impact;neither;negative
1404497614465294345;mitigation;offensive_language;positive
1404496042884730888;impact;neither;negative
1404494824632373261;mitigation;offensive_language;positive
1404490494600695809;mitigation;neither;positive
1404513875568082950;politics_and_policy;neither;negative
1404512330269003782;impact;neither;negative
1404518618684067847;mitigation;offensive_language;positive
1404517556946415629;mitigation;neither;positive
1404540169701765126;politics_and_policy;neither;positive
1404538296383029248;mitigation;neither;positive
1404534828020686849;mitigation;neither;positive
1404534273131040771;mitigation;neither;positive
1404534266713841670;mitigation;neither;negative
1404534266713841670;mitigation;neither;positive
1404531744490070026;mitigation;offensive_language;positive
1404531401752469509;others;neither;positive
1404531401752469509;others;neither;positive
1404555331414331396;mitigation;neither;neutral
1404551469487951873;mitigation;neither;positive
1404547092467621895;politics_and_policy;offensive_language;positive
1404545719386710017;impact;neither;negative
1404545612901670913;impact;neither;negative
1404544390849306636;impact;neither;negative
1404561342577659910;impact;neither;negative
1404561191804964864;impact;neither;neutral
1404559445720457219;mitigation;neither;positive
1404559297120440321;impact;neither;negative
1404559297120440321;mitigation;neither;positive
1404587855117111296;others;offensive_language;negative
1404587042483310592;politics_and_policy;neither;negative
1404586835888672769;impact;offensive_language;negative
1404592763396669448;others;neither;neutral
1404592763396669448;others;neither;positive
1404592489554608130;others;neither;neutral
1404591339665166336;others;neither;neutral
1404591339665166336;others;neither;negative
1404591196849147907;others;neither;positive
1404590510992470016;politics_and_policy;offensive_language;neutral
1404590510992470016;others;offensive_language;positive
1404619421256085504;rootcause;offensive_language;negative
1404619277769052164;impact;neither;negative
1404617152129236992;politics_and_policy;neither;negative
1404617152129236992;politics_and_policy;neither;negative
1404614741180370947;others;neither;negative
1404614741180370947;politics_and_policy;neither;negative
1404614385692299264;politics_and_policy;neither;negative
1404614123657236480;others;neither;neutral
1404613890202238976;others;hate_speech;neutral
1404612981413990400;mitigation;neither;negative
1404612981413990400;mitigation;neither;neutral
1404612622318596097;impact;neither;negative
1404612622318596097;impact;neither;negative
1404612164892073984;others;neither;neutral
1404612164892073984;others;neither;neutral
1404612163382255618;mitigation;neither;positive
1404612163382255618;mitigation;neither;positive
1404606062863339521;mitigation;offensive_language;positive
1404604968615628810;mitigation;neither;neutral
1404604707889455108;impact;neither;negative
1404604622606639104;others;neither;neutral
1404633303215263751;mitigation;neither;neutral
1404633048621019138;mitigation;neither;positive
1404632530574213120;others;neither;neutral
1404630700775534594;others;neither;positive
1404630420113612801;others;neither;neutral
1404626230159233030;others;neither;negative
1404626230159233030;rootcause;neither;negative
1404625736594432002;politics_and_policy;offensive_language;neutral
1404621967458701313;others;offensive_language;negative
1404621967458701313;others;offensive_language;negative
1404621427173597186;impact;neither;negative
1404620530595123206;impact;neither;negative
1404620530595123206;mitigation;neither;positive
1404620383278481414;mitigation;neither;positive
1404648942420119553;mitigation;neither;positive
1404647826735439872;impact;neither;negative
1404647826735439872;impact;neither;negative
1404647262882603009;impact;neither;negative
1404646494121172994;others;offensive_language;positive
1404645391849590790;mitigation;neither;positive
1404645223406489603;others;offensive_language;neutral
1404635737350283270;impact;neither;negative
1404664136378642433;impact;neither;negative
1404662402294030338;mitigation;offensive_language;positive
1404676144914444297;impact;neither;negative
1404676144914444297;others;neither;positive
1404672414621990916;politics_and_policy;neither;neutral
1404668486777901056;impact;neither;negative
1404664969325596672;impact;neither;negative
1404694133692715020;mitigation;neither;positive
1404692152333094914;politics_and_policy;neither;negative
1404688425400291328;mitigation;neither;positive
1404687639031304198;impact;neither;negative
1404685342612103171;mitigation;neither;positive
1404684626979786753;mitigation;neither;positive
1404684561053753345;others;neither;neutral
1404683561035313152;politics_and_policy;neither;neutral
1404707932361560066;impact;neither;negative
1404705063566675970;mitigation;neither;neutral
1404702733203132416;mitigation;offensive_language;neutral
1404700792783843328;impact;neither;negative
1404724766527963140;politics_and_policy;neither;neutral
1404724663708700673;others;neither;neutral
1404724049864019969;others;neither;neutral
1404723734242541571;others;neither;negative
1404721116212514817;politics_and_policy;neither;neutral
1404717873055027202;mitigation;neither;positive
1404740237906034689;impact;neither;negative
1404740175264104448;impact;neither;negative
1404739987556470784;politics_and_policy;offensive_language;positive
1404739175597883395;mitigation;neither;positive
1404738723770777606;others;neither;positive
1404738199155576832;politics_and_policy;offensive_language;negative
1404738024743784450;others;neither;positive
1404737325515644928;mitigation;neither;neutral
