;tweetid;topic;stance;hate;sentiment
893;1205040619946729472;2;1.0;offensive_language;positive
894;1202231065911402497;1;1.0;offensive_language;negative
895;1200933461801877504;2;1.0;neither;positive
896;1204718289856991232;1;1.0;neither;positive
897;1202874990825295872;2;1.0;neither;positive
898;1203562838159052800;1;1.0;neither;negative
899;1202528037952081920;2;1.0;neither;neutral
900;1204096956013961216;3;1.0;offensive_language;negative
901;1201052062211100672;3;1.0;neither;positive
902;1202599102388875264;1;1.0;offensive_language;negative
903;1203011838142599168;1;1.0;neither;positive
904;1203043152673804288;1;-1.0;neither;negative
905;1203062923582525440;1;1.0;offensive_language;positive
906;1204916754859905024;2;1.0;offensive_language;neutral
907;1205271777271787520;1;1.0;offensive_language;positive
908;1205321104279117825;2;1.0;neither;positive
909;1204436363849826304;1;1.0;neither;positive
910;1204869343802056704;1;0.0;neither;positive
911;1205593247101411328;3;1.0;neither;negative
912;1200987951326519300;2;1.0;neither;negative
913;1204795608621449216;1;1.0;offensive_language;positive
914;1202978653069611009;2;1.0;neither;positive
915;1202987984997380097;1;1.0;neither;negative
916;1203819867822014464;1;1.0;neither;neutral
917;1205434689273511938;1;1.0;neither;positive
918;1203495447483973633;2;1.0;offensive_language;negative
919;1205399466938904577;1;1.0;neither;positive
920;1205293945732898816;1;1.0;offensive_language;positive
921;1202850145953443840;1;1.0;neither;positive
922;1202810019579756544;1;1.0;neither;negative
923;1202591927041810433;1;1.0;neither;positive
924;1205213163265769473;1;1.0;neither;positive
925;1202893707311276032;2;1.0;neither;positive
926;1204700982971707393;1;1.0;neither;negative
927;1204398249689468929;2;1.0;neither;negative
928;1205408419554967554;1;1.0;neither;negative
929;1203183532987670528;1;1.0;offensive_language;positive
930;1204261711877771264;1;1.0;offensive_language;negative
931;1202692102175543298;1;1.0;neither;positive
932;1201906680625344513;2;1.0;offensive_language;negative
933;1201488783448977409;1;1.0;neither;positive
934;1203391975044665344;4;1.0;neither;neutral
935;1204475634380165120;1;-1.0;neither;negative
936;1202378429699510272;1;-1.0;neither;negative
937;1201045427023314944;1;1.0;neither;neutral
938;1204260231988965379;1;1.0;offensive_language;positive
939;1201064301185785861;1;1.0;neither;negative
940;1203193173092245504;4;1.0;neither;negative
941;1204502234223923200;1;1.0;offensive_language;positive
942;1204709182953398272;2;1.0;neither;positive
943;1204229335042809861;1;0.0;offensive_language;negative
944;1201011438015238144;2;1.0;offensive_language;negative
945;1204808327584239616;2;0.0;neither;negative
946;1205620116286791680;2;-1.0;offensive_language;negative
947;1200984410218123264;3;-1.0;offensive_language;negative
948;1203322728578764801;4;1.0;offensive_language;negative
949;1201045180385812483;2;1.0;offensive_language;negative
950;1203485608670138368;1;1.0;offensive_language;negative
951;1200976454068195333;2;1.0;neither;positive
952;1201071284995710977;1;-1.0;offensive_language;negative
953;1201842438559748099;1;1.0;neither;negative
954;1204435703653900288;1;1.0;offensive_language;positive
955;1204819383891054592;2;1.0;neither;positive
956;1202987226159816705;2;1.0;offensive_language;negative
957;1204453589088780288;1;1.0;neither;neutral
958;1204564880373751810;1;1.0;neither;positive
959;1204808059534467072;2;1.0;neither;negative
960;1204504445859565576;1;0.0;neither;neutral
961;1201811787068215297;3;1.0;neither;positive
962;1203028547717095424;5;1.0;neither;negative
963;1203990154060406787;2;1.0;neither;negative
964;1201049209174138880;5;1.0;neither;positive
965;1203622451457990657;2;1.0;offensive_language;positive
966;1203481704964358144;1;1.0;neither;positive
967;1201033518068813824;2;1.0;neither;positive
968;1204913705856585735;1;-1.0;offensive_language;neutral
969;1201914073756995584;2;0.0;neither;positive
970;1201923057734037504;1;-1.0;offensive_language;negative
971;1205386710797844480;3;1.0;hate_speech;negative
972;1203886067981701120;1;-1.0;neither;negative
973;1201038255866540032;1;1.0;neither;neutral
974;1205119808812941314;2;1.0;neither;positive
975;1201315042777370624;1;1.0;neither;negative
976;1203072653814165505;1;0.0;offensive_language;positive
977;1203420430511607811;1;1.0;offensive_language;positive
978;1204890683091439620;2;0.0;offensive_language;positive
979;1204772867730235394;1;1.0;neither;negative
980;1202246848733425665;1;-1.0;offensive_language;positive
981;1200940516105437185;1;1.0;offensive_language;negative
982;1203274183595249664;1;1.0;offensive_language;negative
983;1205067254074732544;3;1.0;neither;negative
984;1202610176387436545;1;1.0;offensive_language;neutral
985;1204795393306963968;1;1.0;neither;positive
986;1203982691395354625;1;1.0;offensive_language;positive
987;1204171556747825153;1;1.0;offensive_language;negative
988;1201078138605883398;4;1.0;neither;positive
989;1204749388352016386;1;0.0;neither;negative
990;1204741948797534208;2;1.0;neither;positive
991;1203342485721882624;1;-1.0;neither;negative
992;1205620740466212864;1;1.0;neither;positive
993;1201049210461786113;1;0.0;offensive_language;positive
994;1200973788034326528;1;1.0;neither;positive
995;1202507399577387008;1;1.0;offensive_language;neutral
996;1201043830360989697;1;1.0;neither;positive
997;1204536274297610240;4;1.0;neither;positive
998;1205039977907666944;3;-1.0;offensive_language;neutral
999;1200957780666044416;1;1.0;neither;positive
1000;1204427936415092736;2;1.0;offensive_language;negative
1001;1203079664723537920;1;1.0;offensive_language;positive
1002;1203223125237780480;1;1.0;neither;neutral
1003;1201032737227972608;1;0.0;offensive_language;negative
1004;1202806071141646336;1;1.0;offensive_language;negative
1005;1204914500941598721;1;0.0;offensive_language;neutral
1006;1204866027936501760;2;1.0;offensive_language;neutral
1007;1205125640359469056;1;1.0;offensive_language;negative
1008;1203230976396144641;5;1.0;neither;negative
1009;1203002245698277377;1;1.0;offensive_language;positive
1010;1204671527565742080;2;1.0;neither;neutral
1011;1205244214000443392;2;1.0;offensive_language;neutral
1012;1200941359093485569;2;1.0;neither;positive
1013;1201049198411632640;1;1.0;neither;neutral
1014;1203613911775211520;1;-1.0;offensive_language;positive
1015;1204454776437649408;1;1.0;neither;positive
1016;1204903502247387137;1;1.0;neither;positive
1017;1200959983661277184;1;0.0;neither;negative
1018;1204894939215212544;1;-1.0;offensive_language;negative
1019;1203386781011308544;1;1.0;neither;positive
1020;1204984942129606656;1;0.0;hate_speech;positive
1021;1203300698928103427;1;1.0;offensive_language;neutral
1022;1200971478063206401;1;1.0;neither;positive
1023;1203441636484751361;3;1.0;offensive_language;negative
1024;1202627998165426177;4;1.0;neither;positive
1025;1202986680057303045;1;1.0;neither;positive
1026;1200994196255117313;1;1.0;offensive_language;negative
1027;1203043070687817729;1;0.0;neither;positive
1028;1201401400917286914;5;1.0;offensive_language;negative
1029;1202859062385397762;4;1.0;neither;positive
1030;1201070667032092672;3;1.0;neither;positive
1031;1201103349749342208;1;0.0;offensive_language;negative
1032;1202324769154195456;4;1.0;neither;positive
1033;1205388851323129856;1;-1.0;offensive_language;positive
1034;1202704236917743616;1;1.0;neither;positive
1035;1204660340635701248;1;1.0;neither;positive
1036;1205097817510940673;2;0.0;offensive_language;positive
1037;1203291031455838208;1;1.0;neither;positive
1038;1201183394048049157;1;1.0;neither;negative
1039;1201937296033026055;1;1.0;offensive_language;positive
1040;1201060884652679169;1;1.0;neither;negative
1041;1203071113875656706;1;1.0;neither;negative
1042;1202900763497775105;1;1.0;neither;positive
1043;1201651202800402433;2;1.0;offensive_language;positive
1044;1202273505049374721;1;1.0;neither;positive
1045;1202988415450525702;2;0.0;neither;negative
1046;1205546553127116800;1;1.0;hate_speech;negative
1047;1201074035209187329;1;1.0;neither;negative
1048;1202624122678906885;1;1.0;neither;neutral
1049;1203389653795164160;2;1.0;offensive_language;positive
1050;1203201404783013889;1;1.0;neither;positive
1051;1202899996074483713;3;1.0;neither;negative
1052;1203936124445442049;2;1.0;neither;neutral
1053;1205204782647926784;2;1.0;neither;positive
1054;1205009449993129984;2;1.0;neither;negative
1055;1204997559917268992;1;1.0;neither;positive
1056;1201047662159683587;1;0.0;offensive_language;positive
1057;1203333985348333568;3;1.0;offensive_language;negative
1058;1200937094975279108;5;1.0;neither;negative
1059;1202997012842602497;2;1.0;offensive_language;negative
1060;1204189312331313152;2;0.0;offensive_language;positive
1061;1201031913538031618;1;1.0;offensive_language;positive
1062;1204175124091424768;2;1.0;offensive_language;negative
1063;1201825043619209217;2;1.0;offensive_language;positive
1064;1202988837712072707;3;1.0;neither;positive
1065;1204054984549183494;2;1.0;neither;positive
1066;1205276335683375104;1;1.0;neither;positive
1067;1202815001074917376;4;1.0;neither;neutral
1068;1205257593712713728;2;1.0;neither;negative
1069;1204804043765243904;3;1.0;offensive_language;positive
1070;1202704435354329088;5;1.0;neither;positive
1071;1204357512578732032;2;1.0;neither;positive
1072;1200940880443645952;2;1.0;neither;positive
1073;1202925558679691265;1;1.0;offensive_language;positive
1074;1204230416976072705;4;1.0;neither;positive
1075;1202141065115000833;1;1.0;neither;positive
1076;1205397021277995009;1;1.0;offensive_language;positive
1077;1201571024095064071;2;1.0;neither;negative
1078;1201332216850079745;2;1.0;neither;negative
1079;1203838607565283328;1;1.0;neither;neutral
1080;1204510910594928642;1;1.0;neither;negative
1081;1205364550721298432;1;1.0;neither;positive
1082;1205049204386615298;1;1.0;offensive_language;neutral
1083;1203045418139082752;1;1.0;offensive_language;positive
1084;1205534310381637632;1;0.0;offensive_language;neutral
1085;1205239479520374805;1;-1.0;neither;positive
1086;1200933532861755392;5;1.0;neither;negative
1087;1200982856303955968;4;1.0;neither;negative
1088;1203309291471613952;2;0.0;neither;negative
1089;1204886156904669184;2;-1.0;offensive_language;negative
1090;1202865002547499008;1;1.0;hate_speech;negative
1091;1204609286459932674;1;1.0;neither;positive
1092;1202814737668546560;1;1.0;neither;negative
1093;1204169713691086854;1;1.0;offensive_language;positive
1094;1202663500226662403;1;1.0;neither;positive
1095;1201007829362102277;1;1.0;neither;positive
1096;1203241760375398400;1;1.0;neither;neutral
1097;1201021616907522048;1;1.0;neither;positive
1098;1204564095392874497;2;1.0;offensive_language;negative
1099;1203283011174690817;1;1.0;neither;neutral
1100;1203576225329012736;3;1.0;neither;negative
1101;1205238804707192838;2;1.0;offensive_language;positive
1102;1201070575864754176;1;1.0;neither;negative
1103;1201809683104722944;1;1.0;offensive_language;negative
1104;1204727799807799297;1;1.0;neither;negative
1105;1202824481518964736;1;1.0;neither;negative
1106;1201567055973167104;1;0.0;offensive_language;neutral
1107;1202967246533988358;1;1.0;offensive_language;negative
1108;1202771411049287682;1;0.0;offensive_language;negative
1109;1205056901484077056;1;1.0;neither;positive
1110;1205503028456853504;3;1.0;neither;positive
1111;1203333226485424129;2;0.0;offensive_language;negative
1112;1205508936687747072;1;1.0;neither;positive
1113;1205596022250049537;1;1.0;hate_speech;negative
1114;1203638656499699713;3;1.0;offensive_language;positive
1115;1201049090857033729;1;1.0;neither;negative
1116;1202821811932545024;5;1.0;neither;negative
1117;1201418282382876672;1;1.0;hate_speech;positive
1118;1202892806135668736;1;1.0;neither;negative
1119;1205113930609254401;2;1.0;neither;positive
1120;1202824561982619648;1;1.0;neither;negative
1121;1203076672536416257;5;1.0;neither;negative
1122;1204856831484579841;1;1.0;offensive_language;positive
1123;1203002129927020546;1;1.0;offensive_language;positive
1124;1204796093399228417;1;1.0;offensive_language;negative
1125;1203431463451914240;1;1.0;neither;negative
1126;1201274780118372353;3;1.0;neither;positive
1127;1203537300602228736;5;1.0;neither;negative
1128;1201034350655148032;1;1.0;offensive_language;positive
1129;1201078189281435649;1;0.0;offensive_language;neutral
1130;1203798599630348289;2;1.0;offensive_language;negative
1131;1204497914585845761;1;0.0;neither;neutral
1132;1205354066685169664;1;-1.0;offensive_language;negative
1133;1203031770410737664;4;1.0;neither;neutral
1134;1201071661774245888;3;1.0;neither;positive
1135;1204081899947397126;1;1.0;neither;positive
1136;1202690193251340289;1;1.0;neither;positive
1137;1202689362174984194;4;1.0;neither;negative
1138;1204585680548044800;4;1.0;neither;negative
1139;1201047268608098304;2;1.0;offensive_language;positive
1140;1201029427158769664;3;1.0;neither;neutral
1141;1201043141442392064;1;0.0;neither;neutral
1142;1203061266148933632;2;1.0;neither;negative
1143;1201336124033118214;1;1.0;neither;negative
1144;1205272792209465344;2;0.0;neither;neutral
1145;1201559550584709120;1;1.0;neither;positive
1146;1204402660566347777;2;1.0;neither;positive
1147;1204135418351910912;1;1.0;hate_speech;negative
1148;1202736499504009216;1;-1.0;neither;neutral
1149;1201576852848033793;3;1.0;neither;positive
1150;1203025066482638850;1;1.0;offensive_language;positive
1151;1204266745218732032;4;1.0;neither;positive
1152;1204010872978329600;4;1.0;neither;positive
1153;1200937099454758914;3;1.0;neither;negative
1154;1204808842476969984;1;1.0;neither;negative
1155;1204286208525795328;2;1.0;offensive_language;negative
1156;1205336297197449216;1;1.0;offensive_language;positive
1157;1204321177650511872;2;1.0;neither;positive
1158;1204799744389730304;2;1.0;neither;negative
1159;1202114583026192384;4;1.0;offensive_language;positive
1160;1203225718869630976;1;1.0;neither;positive
1161;1202845761945374721;1;1.0;neither;neutral
1162;1204449805734436864;1;1.0;neither;neutral
1163;1202672825435377666;1;-1.0;neither;neutral
1164;1205183400430190599;2;1.0;neither;negative
1165;1202620384014671874;2;1.0;neither;negative
1166;1202208921823383553;1;1.0;neither;positive
1167;1203312023792173056;1;1.0;offensive_language;neutral
1168;1204808701267398660;1;1.0;offensive_language;positive
1169;1201271370170040321;2;1.0;offensive_language;positive
1170;1200938241307770881;1;1.0;neither;neutral
1171;1202317949538914314;5;1.0;neither;negative
1172;1205516937943486464;1;1.0;neither;positive
1173;1203774459724759040;1;1.0;neither;neutral
1174;1204757509812174848;2;1.0;offensive_language;positive
1175;1201006931269300229;1;1.0;neither;negative
1176;1205133695734161408;2;-1.0;neither;positive
1177;1203854115803021315;1;1.0;neither;negative
1178;1201063833760129025;1;-1.0;neither;neutral
1179;1204135927989317633;1;1.0;neither;negative
1180;1201540945617002496;1;1.0;offensive_language;positive
1181;1205503609640771584;1;1.0;neither;negative
1182;1204771424650444810;2;1.0;offensive_language;positive
1183;1202891466852438016;1;1.0;offensive_language;neutral
1184;1204149741384273921;2;-1.0;neither;neutral
1185;1204738529873551361;1;1.0;neither;negative
1186;1205507120780595205;1;1.0;offensive_language;positive
1187;1205168698270658560;1;1.0;neither;neutral
1188;1201381495480258561;1;1.0;neither;positive
1189;1201013843486543872;1;0.0;neither;positive
1190;1201039761789468673;1;1.0;neither;positive
1191;1204770754186874880;1;1.0;neither;positive
1192;1204603397841682432;1;1.0;offensive_language;negative
1193;1200985123996483585;4;1.0;offensive_language;negative
1194;1200967311836041216;1;1.0;neither;positive
1195;1204438583442051077;1;1.0;neither;positive
1196;1204011803405160448;2;1.0;neither;positive
1197;1203873145876307969;2;1.0;neither;negative
1198;1204459936404639747;1;-1.0;neither;negative
1199;1203521190964256768;1;1.0;neither;positive
1200;1205209439294410754;2;1.0;offensive_language;positive
1201;1204201959420383234;2;1.0;neither;positive
1202;1201434316711972869;1;1.0;neither;positive
1203;1205475597557751808;1;1.0;offensive_language;positive
1204;1203040123635548162;1;1.0;neither;positive
1205;1201837619417669632;2;1.0;offensive_language;positive
1206;1203378080313573376;1;1.0;offensive_language;negative
1207;1203481206337261568;2;1.0;neither;positive
1208;1203719191892770821;1;1.0;hate_speech;negative
1209;1205184785469124610;2;1.0;neither;positive
1210;1203226171577708544;1;1.0;neither;positive
1211;1205241632691556353;2;1.0;neither;positive
1212;1204756419326689280;1;1.0;neither;positive
1213;1205401210703859712;2;-1.0;offensive_language;positive
1214;1203352812467437569;1;1.0;offensive_language;negative
1215;1204835851336699904;1;1.0;offensive_language;negative
1216;1205146062391955456;1;1.0;offensive_language;positive
1217;1204876316820082688;2;1.0;neither;positive
1218;1203400123113332736;1;1.0;offensive_language;negative
1219;1202706443637547010;2;1.0;neither;positive
1220;1203275400392138753;1;1.0;neither;negative
1221;1205493545458532358;1;1.0;offensive_language;neutral
1222;1202434827116376065;1;-1.0;neither;positive
1223;1205563979344629760;2;1.0;neither;negative
1224;1204839348681789440;1;1.0;neither;positive
1225;1201979125281542144;3;0.0;offensive_language;negative
1226;1201750607477886979;1;1.0;neither;positive
1227;1201002656560549888;1;1.0;neither;neutral
1228;1205078387515113472;2;1.0;offensive_language;positive
1229;1204760919009611778;1;-1.0;neither;negative
1230;1202772787888185344;2;1.0;neither;neutral
1231;1205133536950403077;1;-1.0;offensive_language;negative
1232;1201031996446838784;1;1.0;neither;negative
1233;1204151295977897985;1;1.0;offensive_language;negative
1234;1204022310245740556;1;1.0;neither;positive
1235;1204852636354318337;4;1.0;neither;neutral
1236;1202807251318145024;3;1.0;neither;positive
1237;1205130900800966657;1;1.0;offensive_language;positive
1238;1204159000767385600;1;0.0;neither;positive
1239;1203296585930739717;1;-1.0;offensive_language;positive
1240;1201023842262536193;1;1.0;neither;neutral
1241;1204390886781734912;2;1.0;offensive_language;positive
1242;1203992889417711616;1;1.0;neither;negative
1243;1203441423514660864;2;1.0;offensive_language;neutral
1244;1204683692402204678;2;1.0;neither;positive
1245;1201866841485979653;1;1.0;neither;negative
1246;1205074433829953536;2;0.0;neither;negative
1247;1203027678590316546;5;1.0;offensive_language;negative
1248;1201101729196060678;1;1.0;offensive_language;positive
1249;1204140419631632385;2;1.0;neither;negative
1250;1201014706925797377;2;1.0;neither;negative
1251;1205148154682904578;2;1.0;neither;negative
1252;1204300011523248128;1;1.0;offensive_language;positive
1253;1205431647845408768;1;1.0;neither;positive
1254;1202207487816011777;1;1.0;neither;positive
1255;1205391722932518912;1;1.0;neither;positive
1256;1203591207902859264;2;1.0;hate_speech;negative
1257;1201009325562417159;1;1.0;neither;negative
1258;1204212198119227392;2;1.0;neither;negative
1259;1204006562802622464;3;1.0;neither;positive
1260;1203364023523135489;2;1.0;neither;negative
1261;1202625043014045698;1;1.0;neither;positive
1262;1202919883912036352;1;1.0;neither;neutral
1263;1205568540960608258;1;-1.0;neither;positive
1264;1205135466112147462;2;1.0;neither;positive
1265;1205223866987139073;1;1.0;neither;positive
1266;1205120077630263297;1;1.0;neither;negative
1267;1203025568599597058;1;1.0;neither;positive
1268;1205115582091288577;1;0.0;offensive_language;neutral
1269;1204808086625673216;1;1.0;hate_speech;negative
1270;1204717523230449664;2;1.0;neither;positive
1271;1201189523121528832;1;1.0;neither;negative
1272;1203902548454903809;1;1.0;neither;negative
1273;1204774383094509568;1;1.0;neither;positive
1274;1201069549157670912;4;1.0;neither;positive
1275;1200985771974516736;1;1.0;neither;positive
1276;1205129988590260224;1;1.0;offensive_language;positive
1277;1203500501133910017;2;1.0;neither;neutral
1278;1203484750834524161;1;-1.0;offensive_language;positive
1279;1205515168815312898;1;1.0;offensive_language;negative
1280;1200956395731832832;2;-1.0;neither;neutral
1281;1202872878334562305;1;1.0;offensive_language;positive
1282;1203252767768416256;1;1.0;offensive_language;negative
1283;1205097511708512256;1;1.0;neither;neutral
1284;1204452157132546055;3;1.0;neither;positive
1285;1205558532571045889;2;1.0;neither;positive
1286;1202785388726648832;2;1.0;neither;neutral
1287;1201070622312452096;4;1.0;neither;positive
1288;1202894552740192257;5;1.0;neither;negative
1289;1201541021160660992;2;1.0;neither;positive
1290;1205131289730437126;2;1.0;neither;positive
1291;1201029873231261696;1;1.0;offensive_language;negative
1292;1205193009027067906;1;1.0;offensive_language;positive
1293;1201074740095541248;1;1.0;neither;positive
1294;1203948981329383424;5;1.0;neither;negative
1295;1204718469528244224;5;1.0;neither;negative
1296;1203325827288580096;4;1.0;neither;negative
1297;1204596331844521984;1;1.0;neither;positive
1298;1205501093435920384;2;1.0;neither;negative
1299;1204165831346647040;1;-1.0;offensive_language;neutral
1300;1205268570269241345;1;0.0;offensive_language;positive
1301;1205004664661565440;1;1.0;offensive_language;positive
1302;1203348566875480066;1;1.0;neither;neutral
1303;1204692048596602881;1;1.0;neither;neutral
1304;1203629345463390209;1;-1.0;offensive_language;positive
1305;1203111402837348354;1;1.0;neither;negative
1306;1203559474910261248;1;0.0;neither;negative
1307;1204086113784213504;4;0.0;neither;negative
1308;1202882294689628161;1;1.0;neither;positive
1309;1205249296209104896;2;1.0;neither;negative
1310;1204943772573982721;1;1.0;neither;positive
1311;1204993344360734722;2;1.0;offensive_language;negative
1312;1204900878605529088;1;1.0;hate_speech;negative
1313;1201548464917630983;1;0.0;neither;neutral
1314;1201867958747680768;1;1.0;offensive_language;positive
1315;1201070997564207104;1;1.0;offensive_language;negative
1316;1201072245457600513;2;1.0;neither;negative
1317;1203678397018324993;2;1.0;neither;negative
1318;1204391335286988803;1;0.0;offensive_language;positive
1319;1200976814023163904;1;0.0;offensive_language;positive
1320;1203974298404343808;1;1.0;neither;negative
1321;1202821970825318401;1;1.0;neither;neutral
1322;1202290912614699008;1;1.0;offensive_language;positive
1323;1204829272130625537;2;1.0;neither;positive
1324;1200970608567312384;1;0.0;neither;positive
1325;1202512037143859200;1;-1.0;offensive_language;positive
1326;1202928649240039425;1;1.0;neither;negative
1327;1203339556906422272;2;1.0;neither;positive
1328;1202371485572239360;3;1.0;neither;negative
1329;1203059720073793536;1;1.0;neither;positive
1330;1202468327546748929;1;1.0;neither;negative
1331;1201024901106163712;1;1.0;offensive_language;positive
1332;1204347683558821890;2;1.0;neither;neutral
1333;1200935562024308737;1;1.0;offensive_language;positive
1334;1203603743297691648;1;1.0;neither;negative
1335;1204884859170115585;5;0.0;neither;negative
1336;1205084652987240450;1;1.0;neither;positive
1337;1205194669157543936;4;1.0;neither;negative
1338;1202789383239274496;2;1.0;neither;negative
1339;1205326508518076416;4;1.0;offensive_language;positive
1340;1202590950238801925;1;1.0;neither;positive
1341;1204220671825301505;1;1.0;offensive_language;neutral
1342;1201079483232440320;4;1.0;offensive_language;positive
1343;1200979191124185090;1;-1.0;neither;negative
1344;1204885960720150530;2;0.0;neither;positive
1345;1203981654525530114;2;-1.0;neither;negative
1346;1204840470947364864;1;0.0;neither;negative
1347;1205093307698708481;1;1.0;offensive_language;negative
1348;1204856609085636608;1;1.0;neither;negative
1349;1204677058477150208;2;1.0;neither;positive
1350;1203577619834294273;1;1.0;offensive_language;negative
1351;1203095505447931905;1;1.0;neither;negative
1352;1205155096113426432;1;1.0;neither;positive
1353;1201794444476985344;2;1.0;neither;negative
1354;1205379320899948544;1;1.0;neither;neutral
1355;1205402523659489280;2;-1.0;offensive_language;positive
1356;1204889759178465286;2;1.0;offensive_language;negative
1357;1205518813342707713;1;-1.0;offensive_language;negative
1358;1205052593942212610;2;0.0;neither;positive
1359;1204166958909919233;1;1.0;hate_speech;negative
1360;1204823607005892613;4;1.0;neither;negative
1361;1204212495168262146;1;0.0;offensive_language;negative
1362;1200947311016390657;1;1.0;offensive_language;positive
1363;1205537460220026880;2;1.0;neither;negative
1364;1204368393375272960;5;1.0;neither;negative
1365;1201474880115531782;1;1.0;neither;negative
1366;1204083839804596225;1;1.0;neither;negative
1367;1204158650677370880;1;1.0;offensive_language;negative
1368;1202905180070535170;1;1.0;neither;positive
1369;1202676081062531077;2;1.0;neither;positive
1370;1203682951550119939;1;1.0;neither;negative
1371;1204610984314318848;2;1.0;neither;positive
1372;1200989816373927936;1;-1.0;neither;positive
1373;1201049217084645376;1;1.0;neither;positive
1374;1205185255335845889;4;1.0;neither;neutral
1375;1201035340192124929;3;1.0;neither;negative
1376;1205637374824341505;1;0.0;neither;positive
1377;1202848050831605760;2;1.0;neither;positive
1378;1204765955680800769;2;0.0;offensive_language;negative
1379;1203392920230875136;1;1.0;neither;positive
1380;1203580740606128128;2;1.0;neither;negative
1381;1205477629937246218;2;-1.0;offensive_language;negative
1382;1205307135665614849;1;1.0;neither;negative
1383;1201049218233880576;2;1.0;neither;positive
1384;1205307552642170880;5;1.0;neither;positive
1385;1203014917437173760;1;1.0;hate_speech;negative
1386;1205546406448181248;1;1.0;neither;positive
1387;1204445755286654978;5;1.0;neither;positive
1388;1204926617035952130;2;0.0;offensive_language;negative
1389;1204937946672951296;1;1.0;offensive_language;positive
1390;1204091952729382918;1;1.0;neither;positive
1391;1202936980503289857;1;1.0;neither;positive
1392;1203764291431743488;1;1.0;neither;neutral
1393;1200950190737416192;4;1.0;neither;negative
1394;1203331885784535041;4;1.0;neither;negative
1395;1204361109978923008;2;1.0;neither;neutral
1396;1200938116699189248;2;1.0;neither;positive
1397;1203921133386395648;1;1.0;neither;negative
1398;1205468260998819840;1;-1.0;neither;positive
1399;1201837307386646530;2;-1.0;neither;positive
1400;1200968302400393216;1;0.0;neither;positive
1401;1204975875596242948;1;0.0;neither;negative
1402;1204927471331635200;2;1.0;neither;neutral
1403;1205549240753303552;1;1.0;hate_speech;positive
1404;1204108199802146819;2;1.0;neither;positive
1405;1205166682647470080;1;1.0;neither;positive
1406;1205330986189434881;1;0.0;neither;neutral
1407;1205066619883413504;2;-1.0;offensive_language;positive
1408;1204895708949729283;2;1.0;offensive_language;positive
1409;1203786567157862400;5;1.0;neither;negative
1410;1203478311416090624;3;1.0;offensive_language;positive
1411;1201859126000848899;1;1.0;offensive_language;positive
1412;1201037590322982912;1;1.0;offensive_language;positive
1413;1201532694838075392;2;1.0;neither;neutral
1414;1202301952861855744;4;1.0;neither;negative
1415;1204871073172357120;1;1.0;neither;neutral
1416;1204550972732825600;1;1.0;hate_speech;negative
1417;1200984715961880576;1;1.0;neither;negative
1418;1203573954226425857;2;1.0;neither;negative
1419;1203474699197599744;1;1.0;neither;neutral
1420;1201579596984004610;1;1.0;neither;positive
1421;1204299878760734720;2;1.0;neither;negative
1422;1203115401246380032;1;-1.0;offensive_language;positive
1423;1201801955397586945;1;-1.0;neither;positive
1424;1204018482297393154;1;1.0;neither;positive
1425;1205277607639445504;1;1.0;neither;negative
1426;1201767438980960257;3;1.0;neither;positive
1427;1202943339575873536;1;1.0;neither;negative
1428;1204752691936813057;3;1.0;neither;negative
1429;1201049472480030721;2;1.0;neither;negative
1430;1203076759064895488;1;1.0;neither;negative
1431;1201060724333850625;2;1.0;offensive_language;negative
1432;1202215544331624448;1;1.0;neither;negative
1433;1204386588970639361;2;1.0;neither;positive
1434;1203245358697988096;5;1.0;neither;negative
1435;1200944528196157440;4;1.0;neither;positive
1436;1200974156629590016;1;1.0;offensive_language;neutral
1437;1201082988693348352;5;1.0;neither;negative
1438;1204004349686558720;2;1.0;neither;negative
1439;1205459356063428610;1;0.0;neither;positive
1440;1203586262591918080;2;-1.0;neither;negative
1441;1204459581436579841;2;-1.0;neither;negative
1442;1205165825352773633;5;1.0;neither;negative
1443;1203269042255138816;1;1.0;neither;negative
1444;1204829916493160448;2;1.0;neither;positive
1445;1205527772493303808;2;1.0;neither;neutral
1446;1201325240036417536;1;-1.0;offensive_language;positive
1447;1205305651619975169;1;1.0;neither;positive
1448;1205521333620224001;1;1.0;offensive_language;positive
1449;1205138912353640448;2;1.0;offensive_language;negative
1450;1205349181755404288;1;1.0;neither;neutral
1451;1205015696930942976;1;1.0;neither;negative
1452;1201071099397726208;4;1.0;neither;positive
1453;1204328429111279621;1;1.0;neither;positive
1454;1205419334094319616;1;1.0;offensive_language;negative
1455;1201037012758859777;4;1.0;neither;negative
1456;1200957693344845825;4;1.0;neither;negative
1457;1204973855510392834;1;1.0;neither;negative
1458;1203468127851302912;2;1.0;hate_speech;negative
1459;1200961291113902080;1;0.0;offensive_language;positive
1460;1205057479438163968;3;1.0;offensive_language;negative
1461;1203161001937399808;2;1.0;offensive_language;neutral
1462;1203113948720979973;1;-1.0;offensive_language;negative
1463;1204533266927300609;1;1.0;neither;positive
1464;1204772353583898624;1;1.0;neither;positive
1465;1205428684347195393;2;1.0;offensive_language;negative
1466;1203775427229233154;2;1.0;neither;positive
1467;1201062276012359681;1;1.0;neither;neutral
1468;1205016466627710977;2;1.0;neither;positive
1469;1202704354110836736;1;0.0;offensive_language;positive
1470;1201059330679824385;1;1.0;neither;positive
1471;1204591232975900672;2;1.0;offensive_language;negative
1472;1204829193764257792;1;0.0;neither;positive
